,input_size,channels,pool_size,stride,runtime
3663,202,28,2,1,0.140910670161
3664,101,68,3,1,
3665,286,464,2,1,
3666,240,96,1,1,
3667,285,362,1,2,
3668,166,142,2,2,
3669,215,336,1,2,0.322198301554
3670,326,337,3,1,
3671,50,46,1,1,0.00836533401161
3672,66,292,3,2,
3673,405,379,2,1,
3674,352,468,1,1,
3675,303,96,1,2,
3676,75,223,1,1,
3677,12,347,3,2,0.00262366677634
3678,132,112,1,2,
3679,335,142,3,1,
3680,51,235,3,1,
3681,290,116,3,1,
3682,288,470,3,1,
3683,284,197,3,2,
3684,67,508,3,1,
3685,50,156,1,2,
3686,174,83,3,2,
3687,239,209,1,2,
3688,337,233,1,1,
3689,33,181,3,1,
3690,374,272,3,2,
3691,294,499,2,2,
3692,313,423,2,2,
3693,102,504,3,2,
3694,346,186,3,1,
3695,352,460,1,2,
3696,387,244,3,1,
3697,372,450,3,2,
3698,223,443,2,2,
3699,51,413,2,1,
3700,74,395,1,2,
3701,112,481,2,2,
3702,6,502,1,1,0.00183166668285
3703,133,94,1,2,
3704,373,353,2,1,
3705,61,249,3,1,
3706,199,279,2,1,1.39373362064
3707,55,453,3,2,
3708,267,111,2,1,
3709,92,373,2,2,
3710,310,403,2,1,
3711,154,117,1,1,
3712,115,186,2,2,
3713,308,67,2,1,
3714,179,161,1,1,
3715,420,71,2,2,
3716,337,146,2,1,
3717,433,276,3,1,
3718,194,364,2,2,0.439634650946
3719,312,24,2,1,
3720,372,475,2,1,
3721,416,302,3,1,
3722,448,86,3,2,
3723,210,261,1,2,0.230828329921
3724,195,219,2,1,1.0612000227
3725,54,26,1,1,0.0058416663669
3726,117,120,3,1,
3727,94,178,3,2,
3728,204,80,3,1,0.698483288288
3729,14,229,3,2,0.00220500002615
3730,180,350,3,1,
3731,407,434,2,1,
3732,283,2,2,2,0.00533800013363
3733,41,182,3,2,
3734,381,461,1,2,
3735,408,452,3,2,
3736,436,417,2,1,
3737,101,475,2,1,
3738,18,87,2,1,0.00367533345707
3739,150,304,3,1,
3740,373,415,3,1,
3741,344,411,1,1,
3742,314,351,3,1,
3743,119,391,2,2,
3744,401,447,1,2,
3745,277,26,3,1,
3746,360,258,1,2,
3747,315,185,1,1,
3748,37,202,1,2,
3749,407,379,2,2,
3750,76,396,3,1,
3751,17,482,1,2,
3752,185,243,3,2,
3753,35,162,3,1,
3754,113,58,2,1,
3755,298,484,1,2,
3756,252,98,1,1,
3757,282,491,2,2,
3758,417,241,2,2,
3759,56,185,1,2,
3760,183,353,3,2,
3761,381,124,1,2,
3762,386,207,2,1,
3763,357,16,1,2,
3764,132,440,2,1,
3765,187,268,3,2,
3766,292,43,2,1,
3767,54,269,1,1,
3768,357,140,3,2,
3769,270,297,1,2,
3770,249,199,2,2,
3771,264,450,2,2,
3772,366,482,1,1,
3773,327,347,3,1,
3774,253,398,1,2,
3775,194,51,1,2,0.0416003353894
3776,385,211,1,2,
3777,205,54,3,2,0.132535338402
3778,424,426,3,2,
3779,182,307,2,1,
3780,288,409,3,1,
3781,154,15,2,2,
3782,22,155,3,2,
3783,262,320,3,1,
3784,444,401,2,2,
3785,379,434,2,1,
3786,93,322,3,2,
3787,225,383,2,1,
3788,249,31,1,2,
3789,267,281,2,2,
3790,146,263,3,2,
3791,188,162,1,1,
3792,334,167,3,2,
3793,369,260,3,1,
3794,277,174,1,1,
3795,187,406,2,2,
3796,287,483,3,2,
3797,238,292,3,1,
3798,294,211,2,2,
3799,72,309,3,1,
3800,100,205,3,1,
3801,366,82,2,1,
3802,366,422,2,2,
3803,78,12,2,1,
3804,194,202,2,2,0.250536680222
3805,422,413,1,2,
3806,235,436,3,2,
3807,113,439,3,2,
3808,241,143,1,2,
3809,418,403,2,1,
3810,287,294,1,2,
3811,153,67,2,2,
3812,213,330,3,1,3.1370780468
3813,331,512,3,2,
3814,155,261,3,1,
3815,56,482,3,1,
3816,143,345,3,2,
3817,63,281,1,2,
3818,318,352,2,2,
3819,180,112,3,1,
3820,266,131,2,2,
3821,198,507,3,2,1.05273962021
3822,438,476,3,2,
3823,371,326,2,1,
3824,355,436,3,1,
3825,23,448,1,2,
3826,442,157,1,2,
3827,413,216,1,2,
3828,182,374,1,1,
3829,36,371,1,2,
3830,13,202,2,2,0.00166433339473
3831,209,82,3,1,0.762965679169
3832,36,428,3,2,
3833,122,359,3,2,
3834,13,465,2,1,0.0102693336084
3835,188,194,1,1,
3836,352,272,3,2,
3837,375,283,2,1,
3838,400,272,1,2,
3839,429,302,3,2,
3840,287,189,1,2,
3841,70,425,3,2,
3842,289,389,1,1,
3843,379,15,1,2,
3844,288,369,2,1,
3845,62,493,2,1,
3846,142,297,3,2,
3847,47,332,2,2,
3848,422,441,2,1,
3849,416,34,2,2,
3850,12,177,3,1,0.00493533350527
3851,416,300,2,1,
3852,65,274,2,2,
3853,87,46,1,1,
3854,378,417,1,2,
3855,431,12,1,2,
3856,132,252,3,1,
3857,372,360,2,1,
3858,301,507,1,2,
3859,363,53,1,1,
3860,340,485,3,2,
3861,429,478,2,1,
3862,87,350,2,1,
3863,214,341,1,2,0.306725651026
3864,7,300,1,2,0.000373333343305
3865,291,42,1,2,
3866,91,464,1,1,
3867,114,52,2,2,
3868,287,434,2,2,
3869,217,115,3,2,0.286501675844
3870,237,485,2,2,
3871,224,262,3,1,
3872,359,19,1,2,
3873,177,442,1,2,
3874,24,54,2,1,0.00406700000167
3875,40,416,1,1,
3876,239,291,3,1,
3877,290,219,3,2,
3878,174,374,1,2,
3879,63,364,2,1,
3880,402,183,3,2,
3881,122,194,1,1,
3882,115,53,1,1,
3883,112,314,3,2,
3884,407,346,3,1,
3885,174,163,1,1,
3886,357,451,3,2,
3887,129,247,1,1,
3888,262,91,3,1,
3889,291,436,3,1,
3890,363,445,1,2,
3891,158,86,2,1,
3892,393,81,2,1,
3893,165,174,3,1,
3894,23,165,2,2,
3895,401,104,2,2,
3896,225,154,1,1,
3897,283,380,1,2,
3898,110,468,2,1,
3899,343,47,3,2,
3900,391,91,2,1,
3901,288,129,1,2,
3902,326,203,3,1,
3903,302,366,3,2,
3904,351,283,1,1,
3905,173,8,3,2,
3906,175,24,2,2,
3907,444,28,2,2,
3908,415,38,3,2,
3909,268,101,3,1,
3910,266,29,2,1,
3911,256,393,1,2,
3912,212,449,1,1,1.57095193863
3913,422,50,1,2,
3914,49,106,3,1,
3915,272,33,1,1,
3916,243,26,1,2,
3917,369,507,3,1,
3918,143,393,2,2,
3919,116,153,1,2,
3920,315,29,3,2,
3921,183,336,3,1,
3922,238,305,3,2,
3923,74,98,2,2,
3924,411,271,2,1,
3925,243,499,3,1,
3926,126,104,1,2,
3927,299,477,1,2,
3928,242,280,1,2,
3929,34,123,2,1,
3930,415,193,1,1,
3931,282,489,2,1,
3932,30,217,2,1,
3933,438,60,1,2,
3934,53,80,3,2,
3935,149,444,2,1,
3936,166,60,3,1,
3937,149,395,2,2,
3938,271,160,1,2,
3939,163,26,2,1,
3940,318,441,1,1,
3941,180,8,3,2,
3942,391,431,2,2,
3943,58,81,3,2,
3944,425,447,2,2,
3945,256,406,2,1,
3946,378,359,2,1,
3947,423,136,1,2,
3948,222,76,1,2,0.0754209980369
3949,74,222,1,1,
3950,416,134,3,1,
3951,155,416,2,2,
3952,182,308,3,1,
3953,317,496,2,2,
3954,403,199,1,2,
3955,307,152,2,1,
3956,403,87,1,1,
3957,309,425,1,2,
3958,187,443,1,2,
3959,258,283,3,2,
3960,31,215,1,1,
3961,150,194,2,2,
3962,12,316,1,2,0.000844999973197
3963,51,267,2,1,
3964,119,371,2,2,
3965,422,377,2,2,
3966,396,91,3,2,
3967,12,264,3,2,0.00186533341184
3968,308,511,1,1,
3969,428,229,3,2,
3970,401,120,1,1,
3971,168,135,3,1,
3972,423,486,3,2,
3973,146,241,2,2,
3974,278,311,2,1,
3975,76,428,1,1,
3976,322,443,1,2,
3977,2,156,2,1,0.000108666667074
3978,280,376,3,2,
3979,155,113,1,1,
3980,194,275,2,1,1.32439434528
3981,303,409,1,2,
3982,347,243,1,2,
3983,23,219,1,1,
3984,319,81,3,1,
3985,92,127,2,2,
3986,182,480,1,2,
3987,111,251,3,1,
3988,330,436,1,1,
3989,440,468,3,2,
3990,145,148,3,1,
3991,392,445,3,2,
3992,83,216,3,2,
3993,122,118,3,1,
3994,209,125,3,2,0.29279333353
3995,114,233,2,2,
3996,53,463,1,2,
3997,148,424,2,2,
3998,23,3,1,2,5.66666676605e-05
3999,404,287,3,1,
4000,102,180,2,2,
4001,230,79,1,1,
4002,47,284,2,2,
4003,349,356,2,2,
4004,303,478,2,2,
4005,75,273,3,1,
4006,210,3,1,1,0.010125332512
4007,328,452,1,1,
4008,32,261,2,1,
4009,422,392,3,1,
4010,426,388,1,1,
4011,335,421,1,1,
4012,169,272,3,2,
4013,121,386,1,1,
4014,401,45,1,2,
4015,372,490,1,2,
4016,141,312,3,2,
4017,404,95,3,2,
4018,73,288,1,2,
4019,443,127,3,2,
4020,361,177,2,2,
4021,179,425,3,2,
4022,3,285,2,1,0.000330000038957
4023,214,136,3,1,1.31668567657
4024,318,251,3,2,
4025,194,336,2,2,0.411254018545
4026,340,59,3,2,
4027,343,18,1,2,
4028,433,47,3,1,
4029,255,355,3,2,
4030,257,127,3,1,
4031,309,46,2,2,
4032,107,81,1,1,
4033,105,436,1,1,
4034,8,85,3,1,0.00113333330955
4035,301,112,1,2,
4036,82,426,2,2,
4037,12,271,1,1,0.00315533322282
4038,106,71,1,2,
4039,417,10,2,1,0.221444010735
4040,182,134,1,2,
4041,215,202,2,1,1.20234024525
4042,124,136,2,1,
4043,169,401,2,2,
4044,104,174,1,1,
4045,161,303,3,2,
4046,115,331,1,1,
4047,396,193,1,1,
4048,306,504,3,2,
4049,187,380,2,2,
4050,390,14,3,2,
4051,200,472,3,1,3.9497051239
4052,357,491,1,2,
4053,148,56,2,1,
4054,61,135,3,2,
4055,86,453,1,1,
4056,150,154,1,1,
4057,192,295,3,1,
4058,174,178,1,1,
4059,18,480,2,2,
4060,153,94,1,2,
4061,362,369,3,2,
4062,447,140,1,1,
4063,426,132,2,1,
4064,244,2,1,1,0.00922366604209
4065,49,305,3,2,
4066,184,221,2,2,
4067,37,87,1,1,
4068,15,67,3,1,0.00310899992473
4069,430,172,1,2,
4070,190,216,2,2,
4071,188,79,1,1,
4072,101,494,2,2,
4073,182,26,3,2,
4074,145,149,2,2,
4075,158,364,3,1,
4076,14,380,3,2,0.00407033320516
4077,135,399,1,2,
4078,352,57,3,1,
4079,313,286,3,1,
4080,115,22,3,2,
4081,169,280,2,1,
4082,293,39,2,1,
4083,126,45,3,1,
4084,126,403,3,2,
4085,175,491,1,2,
4086,245,10,3,2,
4087,90,11,3,2,
4088,288,141,1,1,
4089,250,124,3,2,
4090,431,306,2,1,
4091,264,27,2,1,
4092,30,114,2,2,
4093,300,42,2,1,
4094,76,342,1,1,
4095,391,313,3,1,
4096,326,362,2,2,
4097,394,196,1,1,
4098,374,22,1,2,
4099,149,205,3,2,
4100,2,438,3,1,0.000418000010541
4101,293,333,3,2,
4102,438,458,3,1,
4103,413,181,1,2,
4104,436,63,1,1,
4105,159,8,1,1,
4106,207,365,2,1,2.01249742508
4107,50,110,1,1,
4108,391,25,3,1,
4109,147,87,1,1,
4110,265,419,2,2,
4111,217,121,2,2,0.201122328639
4112,348,190,3,2,
4113,372,191,1,1,
4114,353,374,2,1,
4115,407,84,2,1,
4116,380,58,1,1,
4117,17,502,2,2,
4118,76,463,3,2,
4119,315,339,3,2,
4120,367,471,3,1,
4121,445,157,3,2,
4122,259,239,1,2,
4123,373,487,1,1,
4124,276,431,3,2,
4125,104,102,2,2,
4126,361,405,1,2,
4127,180,434,3,2,
4128,356,307,3,2,
4129,366,372,1,1,
4130,403,475,1,1,
4131,96,393,3,1,
4132,7,336,2,2,0.000736666668672
4133,370,210,2,2,
4134,71,92,3,2,
4135,344,142,3,2,
4136,207,286,3,2,0.651256024837
4137,58,105,3,2,
4138,232,311,3,1,
4139,272,261,3,1,
4140,448,197,1,1,
4141,352,424,2,1,
4142,409,478,1,2,
4143,27,294,3,1,
4144,402,155,2,1,
4145,69,170,3,1,
4146,48,27,1,2,0.00122199999169
4147,257,304,3,1,
4148,44,318,3,1,
4149,126,271,3,1,
4150,235,61,1,2,
4151,259,441,2,1,
4152,214,208,3,2,0.510383009911
4153,94,212,3,2,
4154,135,483,3,1,
4155,99,316,2,1,
4156,19,307,1,1,
4157,78,383,2,2,
4158,352,273,1,1,
4159,431,222,1,1,
4160,46,199,1,2,
4161,151,242,3,2,
4162,155,193,3,2,
4163,402,228,1,2,
4164,7,376,3,1,0.00377766671591
4165,53,187,3,1,
4166,271,173,3,1,
4167,257,333,1,2,
4168,276,235,3,1,
4169,235,148,1,1,
4170,279,68,3,1,
4171,3,167,3,2,0.000162333322805
4172,115,243,1,2,
4173,156,330,2,2,
4174,122,138,2,2,
4175,296,49,1,2,
4176,185,366,1,2,
4177,70,262,1,2,
4178,446,112,2,1,
4179,447,411,1,2,
4180,380,117,3,1,
4181,142,192,3,1,
4182,100,65,3,1,
4183,321,441,2,2,
4184,314,414,1,2,
4185,231,323,2,2,
4186,301,460,2,2,
4187,327,339,1,1,
4188,75,479,2,2,
4189,406,341,3,1,
4190,394,403,3,2,
4191,391,511,1,2,
4192,312,285,3,2,
4193,447,247,2,1,
4194,89,88,3,2,
4195,132,441,3,1,
4196,287,242,3,1,
4197,368,56,2,1,
4198,374,432,1,2,
4199,99,249,1,1,
4200,52,233,3,1,
4201,57,299,1,1,
4202,9,364,1,2,0.00096366670914
4203,310,463,3,1,
4204,250,363,2,2,
4205,102,174,3,1,
4206,73,335,1,2,
4207,438,457,3,1,
4208,3,76,1,2,4.23333367507e-05
4209,191,279,3,2,
4210,172,352,3,2,
4211,237,7,2,2,
4212,127,183,3,1,
4213,423,251,1,2,
4214,290,153,1,1,
4215,383,44,2,1,
4216,12,410,3,2,0.00306566688232
4217,28,180,3,1,
4218,3,249,1,1,0.000190333346836
4219,201,335,1,1,1.04924476147
4220,228,82,2,2,
4221,223,69,1,1,
4222,376,463,2,2,
4223,3,56,3,2,8.90000010259e-05
4224,80,51,1,2,
4225,439,132,2,1,
4226,240,180,2,1,
4227,124,90,1,1,
4228,230,98,3,1,
4229,396,69,2,1,
4230,99,59,1,1,
4231,128,90,1,1,
4232,239,35,3,1,
4233,83,445,2,2,
4234,173,262,3,1,
4235,270,115,3,1,
4236,444,340,1,2,
4237,237,199,3,2,
4238,303,215,1,1,
4239,250,353,1,1,
4240,111,385,2,1,
4241,237,432,2,2,
4242,426,421,2,2,
4243,94,478,1,2,
4244,239,180,3,1,
4245,393,303,2,1,
4246,424,408,1,2,
4247,13,456,3,1,0.0222600009292
4248,203,493,3,1,4.27576875687
4249,90,199,2,2,
4250,404,355,3,2,
4251,332,317,1,2,
4252,389,163,2,2,
4253,113,188,1,1,
4254,81,483,3,1,
4255,282,19,1,2,
4256,173,426,1,2,
4257,49,207,2,2,
4258,321,120,2,2,
4259,338,254,3,2,
4260,95,327,1,1,
4261,332,376,1,2,
4262,26,333,1,1,
4263,314,373,3,2,
4264,121,257,2,1,
4265,342,74,1,2,
4266,405,112,2,1,
4267,11,259,3,1,0.00679800054058
4268,77,357,2,1,
4269,113,413,2,2,
4270,239,406,2,1,
4271,106,279,2,1,
4272,315,83,3,2,
4273,351,144,3,1,
4274,86,377,2,1,
4275,39,381,1,2,
4276,202,343,3,1,2.95391774178
4277,265,433,1,2,
4278,424,214,3,1,
4279,213,179,3,1,1.69029295444
4280,156,194,3,2,
4281,34,53,3,1,0.0135099999607
4282,344,133,2,1,
4283,261,268,3,2,
4284,309,13,1,1,
4285,119,345,3,1,
4286,92,282,2,1,
4287,294,100,1,2,
4288,315,107,1,1,
4289,341,264,1,2,
4290,400,367,1,2,
4291,418,87,2,2,
4292,407,508,1,1,
4293,120,296,3,1,
4294,218,417,2,2,0.64218300581
4295,378,214,3,1,
4296,14,469,3,2,0.00459666689858
4297,151,72,1,2,
4298,128,339,3,2,
4299,12,260,1,2,0.00100899999961
4300,333,71,1,2,
4301,235,75,2,2,
4302,236,184,2,1,
4303,34,162,2,2,
4304,153,441,3,2,
4305,416,305,2,2,
4306,402,474,2,1,
4307,199,203,2,1,1.05286228657
4308,164,195,2,1,
4309,10,345,1,1,0.0027813334018
4310,365,59,3,2,
4311,279,342,3,1,
4312,241,171,1,2,
4313,206,306,1,1,0.97878330946
4314,346,140,1,1,
4315,155,317,3,1,
4316,340,75,3,1,
4317,66,397,1,2,
4318,72,450,3,2,
4319,293,95,2,2,
4320,74,103,1,1,
4321,439,404,2,1,
4322,104,388,3,2,
4323,289,425,3,2,
4324,118,96,1,1,
4325,114,441,3,2,
4326,414,211,1,2,
4327,425,6,3,1,0.23160867393
4328,175,284,3,1,
4329,158,109,1,1,
4330,253,57,1,2,
4331,115,291,3,2,
4332,12,134,3,1,0.00392733328044
4333,56,456,1,1,
4334,200,304,2,1,1.54145824909
4335,442,25,2,2,
4336,303,284,1,1,
4337,83,241,2,1,
4338,93,354,3,1,
4339,222,84,1,1,0.320937305689
4340,97,159,3,1,
4341,74,475,3,1,
4342,313,227,3,2,
4343,439,39,3,2,
4344,145,388,1,1,
4345,187,201,2,1,
4346,78,87,1,1,
4347,21,151,2,2,0.00224733329378
4348,336,482,2,2,
4349,363,388,3,1,
4350,415,281,3,2,
4351,73,117,3,1,
4352,72,236,1,2,
4353,208,126,1,1,0.437107652426
4354,62,294,1,2,
4355,337,389,3,2,
4356,170,115,2,1,
4357,299,341,2,2,
4358,126,270,3,2,
4359,397,131,1,1,
4360,138,339,1,1,
4361,362,371,2,1,
4362,170,119,1,1,
4363,56,365,3,1,
4364,343,138,3,1,
4365,29,200,1,1,
4366,329,414,1,2,
4367,315,36,2,2,
4368,387,290,2,1,
4369,168,171,2,1,
4370,30,71,3,1,0.012988999486
4371,82,283,2,1,
4372,204,7,2,1,0.0356743335724
4373,361,286,3,1,
4374,119,28,2,1,
4375,213,188,3,2,0.452793002129
4376,343,18,2,2,
4377,328,431,3,2,
4378,354,377,3,2,
4379,324,214,3,2,
4380,236,66,2,2,
4381,108,284,1,2,
4382,361,345,3,2,
4383,289,487,3,1,
4384,162,144,3,1,
4385,273,330,3,1,
4386,103,379,1,1,
4387,169,162,1,2,
4388,113,426,2,2,
4389,308,99,2,1,
4390,324,159,3,2,
4391,310,266,3,1,
4392,129,413,3,2,
4393,262,338,3,2,
4394,237,263,2,1,
4395,229,445,2,2,
4396,391,192,3,2,
4397,375,214,1,2,
4398,397,333,3,2,
4399,321,405,2,1,
4400,86,427,2,1,
4401,326,250,3,2,
4402,364,484,2,2,
4403,157,134,1,2,
4404,61,268,2,2,
4405,73,350,1,2,
4406,153,483,1,2,
4407,408,445,1,2,
4408,215,348,1,1,1.23600101471
4409,274,264,2,1,
4410,86,414,2,2,
4411,295,406,2,2,
4412,219,231,3,1,2.33824276924
4413,222,126,3,1,1.32336997986
4414,428,89,2,2,
4415,166,210,1,1,
4416,247,13,3,2,
4417,203,263,1,1,0.830324649811
4418,52,96,3,2,
4419,24,69,3,2,0.00198233337142
4420,444,275,1,2,
4421,441,479,3,2,
4422,166,345,1,2,
4423,81,305,3,2,
4424,226,374,1,2,
4425,283,177,2,2,
4426,126,226,3,2,
4427,356,482,3,1,
4428,43,452,3,2,
4429,307,309,1,2,
4430,30,442,2,1,
4431,419,296,3,1,
4432,321,444,1,1,
4433,376,266,3,1,
4434,211,512,2,2,0.744345963001
4435,236,293,2,1,
4436,160,223,2,2,
4437,102,123,1,2,
4438,135,92,3,1,
4439,164,74,2,1,
4440,63,55,1,1,
4441,414,294,1,2,
4442,380,369,2,1,
4443,430,330,3,2,
4444,103,90,2,1,
4445,303,221,1,2,
4446,299,308,2,2,
4447,248,347,3,2,
4448,8,130,2,2,0.000314666656777
4449,189,442,3,2,
4450,138,278,3,1,
4451,426,368,2,1,
4452,430,433,3,1,
4453,64,396,2,1,
4454,102,467,2,2,
4455,381,200,3,2,
4456,101,109,3,1,
4457,61,121,3,2,
4458,248,400,1,2,
4459,192,147,1,2,
4460,353,49,1,2,
4461,50,455,1,2,
4462,266,504,2,2,
4463,141,184,2,1,
4464,297,51,2,2,
4465,73,268,1,1,
4466,363,195,1,2,
4467,274,306,2,2,
4468,107,294,1,2,
4469,134,390,3,2,
4470,1,95,2,1,3.23333333654e-05
4471,256,416,2,1,
4472,331,100,1,1,
4473,368,250,3,2,
4474,179,323,3,1,
4475,56,238,3,1,
4476,130,367,3,2,
4477,258,140,1,2,
4478,371,389,1,1,
4479,303,238,1,1,
4480,390,442,2,2,
4481,179,464,3,2,
4482,162,92,2,2,
4483,98,181,1,1,
4484,3,421,1,1,0.000417666655267
4485,290,503,3,2,
4486,227,464,2,1,
4487,76,177,2,1,
4488,203,196,3,1,1.68623828888
4489,421,284,3,1,
4490,251,38,1,2,
4491,269,397,1,2,
4492,298,153,2,2,
4493,196,32,3,1,0.261876672506
4494,159,316,2,1,
4495,82,458,3,1,
4496,249,446,1,1,
4497,338,239,1,1,
4498,221,166,2,2,0.284123659134
4499,199,417,1,2,0.331245332956
4500,334,1,2,2,0.00339600001462
4501,257,436,2,1,
4502,195,97,1,1,0.281578660011
4503,444,449,2,1,
4504,374,431,2,2,
4505,7,127,1,2,0.000178000002052
4506,446,187,1,2,
4507,226,465,1,2,
4508,65,508,3,1,
4509,50,462,3,2,
4510,221,378,2,1,2.35618519783
4511,280,469,2,2,
4512,7,496,1,2,0.000611666648183
4513,330,167,3,1,
4514,53,320,1,2,
4515,139,5,1,1,
4516,111,126,3,1,
4517,265,474,3,2,
4518,315,30,2,1,
4519,172,412,1,1,
4520,82,165,2,2,
4521,207,162,2,2,0.220451340079
4522,149,301,2,2,
4523,381,51,3,1,
4524,107,172,2,2,
4525,161,459,1,2,
4526,72,58,1,2,
4527,405,154,3,2,
4528,152,23,3,2,
4529,346,233,3,1,
4530,350,13,1,2,0.0308619979769
4531,41,361,3,1,
4532,332,498,2,2,
4533,357,149,2,1,
4534,425,9,2,2,0.054824333638
4535,266,6,1,1,
4536,111,507,2,2,
4537,445,190,2,2,
4538,170,379,1,1,
4539,166,224,3,2,
4540,380,253,2,1,
4541,221,211,1,2,0.210702344775
4542,363,477,1,1,
4543,391,383,3,1,
4544,402,391,1,2,
4545,155,353,1,2,
4546,200,127,2,2,0.165830656886
4547,272,363,1,2,
4548,248,319,1,2,
4549,114,207,3,2,
4550,424,306,1,2,
4551,328,382,1,1,
4552,304,61,1,2,
4553,195,439,1,2,0.327353686094
4554,70,73,2,1,
4555,132,266,2,2,
4556,270,110,2,1,
4557,196,213,3,2,0.436174660921
4558,90,231,2,2,
4559,15,498,3,2,
4560,284,409,2,1,
4561,291,134,3,2,
4562,395,202,1,1,
4563,226,231,1,2,
4564,210,188,2,2,0.295558005571
4565,214,134,2,2,0.21667432785
4566,297,457,3,2,
4567,409,217,3,1,
4568,261,255,3,1,
4569,381,23,1,2,
4570,154,195,3,2,
4571,196,211,2,1,1.04328227043
4572,236,14,2,2,
4573,34,132,2,1,
4574,266,225,3,1,
4575,86,301,1,2,
4576,401,1,3,2,0.0118240006268
4577,209,135,1,2,0.12489233166
4578,126,374,1,1,
4579,180,427,3,1,
4580,232,392,1,1,
4581,221,307,2,2,0.503637611866
4582,279,15,1,1,
4583,315,334,3,2,
4584,215,434,2,2,0.680236637592
4585,287,412,3,1,
4586,379,143,2,2,
4587,233,481,3,1,
4588,351,71,3,1,
4589,369,34,3,2,
4590,335,19,2,2,
4591,243,277,2,1,
4592,432,200,3,1,
4593,231,499,2,2,
4594,219,319,3,2,0.83767670393
4595,282,13,3,2,
4596,392,370,3,2,
4597,98,495,3,1,
4598,41,159,3,1,
4599,193,95,3,2,0.184181675315
4600,423,483,1,2,
4601,197,279,3,2,0.575132668018
4602,100,138,3,1,
4603,151,453,1,1,
4604,188,330,3,2,
4605,268,267,3,1,
4606,245,299,2,1,
4607,388,423,3,2,
4608,437,434,2,1,
4609,260,84,2,2,
4610,265,146,1,1,
4611,8,184,3,2,0.000632333336398
4612,123,479,1,2,
4613,127,218,2,1,
4614,179,164,1,2,
4615,340,43,1,1,
4616,40,248,2,1,
4617,42,488,1,1,
4618,448,223,1,1,
4619,144,218,1,1,
4620,306,135,1,1,
4621,258,203,2,2,
4622,365,354,3,2,
4623,325,70,2,1,
4624,316,60,1,2,
4625,15,2,2,2,3.06666661345e-05
4626,264,13,3,1,
4627,302,510,1,1,
4628,42,297,3,1,
4629,139,503,3,1,
4630,400,86,2,2,
4631,26,261,2,1,
4632,172,470,1,1,
4633,112,425,3,2,
4634,150,458,3,2,
4635,247,51,3,1,
4636,385,275,1,2,
4637,43,84,2,2,
4638,154,336,2,2,
4639,356,485,1,2,
4640,112,406,1,2,
4641,425,141,3,2,
4642,72,11,3,2,
4643,76,128,1,1,
4644,263,377,1,2,
4645,151,181,3,1,
4646,132,127,3,1,
4647,394,443,3,2,
4648,395,419,2,1,
4649,180,50,2,1,
4650,390,107,3,1,
4651,160,53,1,1,
4652,295,266,2,1,
4653,22,351,2,1,
4654,65,172,1,2,
4655,171,302,3,1,
4656,389,71,1,1,
4657,183,235,1,2,
4658,24,114,2,1,0.00892466679215
4659,394,25,2,2,
4660,202,32,1,1,0.102902330458
4661,65,202,3,1,
4662,56,45,1,1,
4663,365,119,3,1,
4664,37,175,2,1,
4665,235,354,2,2,
4666,393,287,3,2,
4667,194,508,3,1,4.05253458023
4668,316,115,1,2,
4669,49,119,2,1,
4670,14,18,3,1,0.00072166667087
4671,105,103,2,2,
4672,379,262,3,2,
4673,156,4,1,2,0.00173866667319
4674,385,166,3,1,
4675,1,217,2,1,5.29999997525e-05
4676,42,174,2,2,
4677,57,286,3,1,
4678,190,426,1,1,
4679,203,331,3,1,2.83840203285
4680,50,495,3,1,
4681,335,149,1,2,
4682,174,15,3,2,
4683,76,127,2,1,
4684,154,317,1,2,
4685,291,193,3,2,
4686,45,247,3,1,
4687,51,287,2,1,
4688,325,164,3,1,
4689,374,500,3,2,
4690,42,182,1,2,
4691,219,266,2,2,0.421637654305
4692,333,345,2,1,
4693,276,132,2,1,
4694,311,113,2,1,
4695,212,43,1,2,0.0384086668491
4696,349,45,3,1,
4697,239,416,3,1,
4698,294,299,1,2,
4699,361,146,3,1,
4700,368,465,2,2,
4701,1,230,2,2,5.60000007681e-05
4702,383,51,1,2,
4703,447,418,2,2,
4704,299,458,1,2,
4705,101,52,3,1,
4706,59,498,1,2,
4707,82,93,1,2,
4708,208,43,2,1,0.234218999743
4709,271,26,1,1,
4710,313,337,2,2,
4711,116,149,3,2,
4712,87,118,2,2,
4713,336,418,3,1,
4714,424,161,1,1,
4715,198,237,2,2,0.303750306368
4716,192,426,3,2,
4717,337,182,2,2,
4718,111,354,2,2,
4719,20,464,3,2,
4720,281,426,1,1,
4721,435,377,3,1,
4722,26,507,2,2,
4723,176,242,2,2,
4724,168,480,2,1,
4725,92,84,1,2,
4726,139,146,1,2,
4727,171,399,1,2,
4728,356,42,3,2,
4729,161,135,2,2,
4730,277,170,3,1,
4731,198,75,1,2,0.0553043335676
4732,150,476,2,2,
4733,383,333,1,1,
4734,21,230,1,1,
4735,364,301,3,1,
4736,129,194,3,1,
4737,117,323,2,1,
4738,35,471,3,2,
4739,270,81,1,2,
4740,14,235,3,1,0.00975833367556
4741,389,184,1,1,
4742,207,190,2,2,0.265102654696
4743,119,352,1,2,
4744,164,117,1,1,
4745,416,391,2,2,
4746,308,308,2,1,
4747,229,231,1,1,
4748,342,81,2,1,
4749,43,209,3,1,
4750,347,362,1,1,
4751,16,138,3,2,
4752,55,81,2,2,
4753,336,504,2,1,
