,input_size_h,input_size_w,channels,filter_size,stride,runtime
119,326,75,19,2,2,0.0162450000644
120,303,193,7,3,3,0.0113350003958
121,210,339,10,2,3,0.0113810002804
122,136,377,5,3,2,0.0157779995352
123,431,109,8,2,3,0.00599800003693
124,56,152,70,2,2,0.0211980007589
125,429,64,13,3,3,0.00986700039357
126,102,128,18,3,3,0.00648499978706
127,336,371,7,2,3,0.0138729996979
128,309,249,7,2,2,0.018758000806
129,39,415,59,2,3,0.0152190001681
130,214,407,7,3,2,0.0376649983227
131,376,340,5,3,2,0.0398259982467
132,438,255,3,2,3,0.00534000014886
133,117,363,23,2,2,0.0340039990842
134,87,187,60,3,2,0.0596599988639
135,369,114,10,2,3,0.00673800008371
136,180,22,195,2,2,0.0276270005852
137,292,388,3,3,3,0.00951899960637
138,421,6,141,2,3,0.00606600008905
139,31,5,4708,3,3,0.0131529998034
140,405,372,4,3,2,0.0370960012078
141,203,3,818,2,3,0.00888300035149
142,22,55,135,2,3,0.0024689999409
143,162,372,6,2,2,0.0128480000421
144,148,408,12,2,2,0.0257239993662
145,260,178,18,2,3,0.013132000342
146,324,269,8,3,3,0.0195000004023
147,165,227,2,2,2,0.00258499989286
148,73,116,91,2,3,0.0121360002086
149,128,390,1,2,2,0.00176699995063
150,130,222,28,2,2,0.0287129990757
151,262,414,8,3,2,0.0531970001757
152,142,331,19,2,3,0.0231289993972
153,188,57,86,2,2,0.0319259986281
154,18,394,101,2,2,0.0254229996353
155,75,23,91,2,2,0.0053309998475
156,424,228,1,3,2,0.00602900004014
157,447,77,2,2,2,0.00238600000739
158,314,298,9,2,3,0.0133659997955
159,432,191,5,2,3,0.00664799986407
160,193,355,14,2,3,0.0149940000847
161,271,44,14,3,3,0.00447899987921
162,356,198,7,2,3,0.00780999986455
163,418,155,14,3,2,0.0641250014305
164,56,327,45,2,2,0.0295770000666
165,196,158,14,2,2,0.0152209997177
166,350,280,8,2,2,0.0276120007038
167,148,57,30,3,2,0.0153360003605
168,332,38,32,2,2,0.0142599996179
169,159,211,9,3,2,0.0185889992863
170,334,214,9,3,3,0.017899999395
171,148,209,30,3,3,0.0258159991354
172,20,268,183,2,3,0.0175390001386
173,328,274,4,2,2,0.020270999521
174,280,417,4,3,3,0.0130700003356
175,333,389,4,3,3,0.0145070003346
176,441,354,2,3,2,0.0192370004952
177,130,57,49,2,2,0.0125759998336
178,363,448,1,2,3,0.00255999993533
179,441,130,11,3,2,0.0390280000865
180,237,336,8,2,2,0.0223500002176
181,291,292,10,2,3,0.0135449999943
182,139,122,24,3,2,0.024910999462
183,307,293,2,2,3,0.00464599998668
184,11,74,729,3,2,0.0403570011258
185,353,10,239,3,2,0.043069999665
186,335,115,6,2,3,0.00366599997506
187,423,209,5,3,3,0.0122889997438
188,208,228,21,2,2,0.0353149995208
189,339,436,5,2,2,0.0257660001516
190,59,354,34,3,2,0.0430789999664
191,113,201,43,2,2,0.0462840013206
192,170,445,11,3,3,0.0229570008814
193,377,226,2,3,3,0.00474199978635
194,38,116,43,3,3,0.00495800003409
195,310,148,5,2,3,0.00358200003393
196,98,340,11,2,3,0.0058499998413
197,36,205,43,3,3,0.00888799969107
198,205,28,6,2,3,0.000557999999728
199,34,241,6,3,2,0.00293199997395
200,321,16,165,2,3,0.0130580002442
201,338,308,4,3,3,0.0115970000625
202,92,306,30,2,2,0.0297469999641
203,162,252,5,3,3,0.00576499989256
204,245,163,14,2,3,0.00880900025368
205,131,220,8,2,2,0.00804200023413
206,360,26,11,3,3,0.00273200008087
207,266,320,11,2,2,0.0329659990966
208,233,424,10,3,2,0.061168000102
209,229,37,106,3,2,0.0543560013175
210,325,228,2,2,3,0.00235399999656
211,161,415,3,2,3,0.00318100000732
212,161,116,30,3,2,0.0343150012195
213,162,32,7,2,3,0.000630000024103
214,162,151,7,2,3,0.00272600003518
215,188,282,1,3,2,0.00329599995166
216,229,339,9,2,2,0.0242839995772
217,184,301,9,2,3,0.00792699959129
218,201,336,11,3,3,0.0209769997746
219,156,309,8,2,3,0.00618099980056
220,164,76,54,3,2,0.0408359989524
221,323,35,49,3,3,0.0145669998601
222,17,302,26,2,3,0.00225699995644
223,83,155,53,3,2,0.0549790002406
224,390,308,6,2,2,0.0253860000521
225,27,231,102,2,3,0.0101300003007
226,265,284,12,3,3,0.0248130001128
227,85,62,187,2,2,0.034756001085
228,86,338,33,2,3,0.015340000391
229,416,188,3,3,3,0.00641300017014
230,124,153,45,2,3,0.0133830001578
231,444,298,6,3,2,0.0527030006051
232,217,127,26,3,3,0.0254379995167
233,374,445,4,2,3,0.0105659998953
234,246,64,38,3,2,0.0360420010984
235,396,415,1,2,3,0.00257100001909
236,92,364,28,2,2,0.0327939987183
237,314,420,7,3,2,0.0571269989014
238,81,79,30,2,3,0.00300000002608
239,14,397,80,2,2,0.015666000545
240,102,132,2,2,2,0.000969999993686
241,360,79,15,3,3,0.0119000002742
242,49,270,25,2,2,0.0114590004086
243,282,394,7,2,3,0.0123039996251
244,273,316,4,2,2,0.012137000449
245,47,109,125,3,3,0.0170900002122
246,94,386,11,3,2,0.0245120003819
247,136,390,6,3,2,0.0196649990976
248,328,122,11,2,3,0.00704099982977
249,255,87,24,3,2,0.0328430011868
250,35,250,37,2,2,0.0110379997641
251,115,319,7,3,2,0.0159360002726
252,238,290,7,3,2,0.0295219998807
253,213,53,18,3,3,0.00550600001588
254,192,216,18,3,2,0.0454140007496
255,385,78,2,2,2,0.00209999992512
256,33,171,58,3,3,0.00923399999738
257,67,439,29,2,2,0.0297330003232
258,412,220,1,2,2,0.00315600004978
259,149,386,9,3,2,0.0319259986281
260,264,319,1,3,2,0.00625899992883
261,360,437,3,3,2,0.0374540016055
262,240,369,2,3,2,0.010985000059
263,376,289,9,2,3,0.0155069995672
264,182,407,13,3,2,0.0597489997745
265,90,388,12,3,3,0.0116830002517
266,57,125,17,3,3,0.00332899997011
267,180,239,7,2,3,0.00479200016707
268,134,263,14,2,2,0.0172559991479
269,18,88,126,2,3,0.0031640001107
270,187,265,9,2,3,0.00697600003332
271,267,386,1,3,2,0.00640199985355
272,371,215,6,3,2,0.0430090017617
273,127,61,81,3,3,0.017119999975
274,240,61,66,2,2,0.0334130004048
275,402,5,405,2,2,0.0247799996287
276,109,302,17,3,3,0.0154370004311
277,223,288,3,3,3,0.00541300000623
278,103,197,37,2,2,0.0260620005429
279,106,25,33,3,3,0.00236900011078
280,135,371,13,3,3,0.017996000126
281,62,403,11,2,3,0.00439700018615
282,234,381,5,3,3,0.0177069995552
283,321,97,13,3,2,0.0285710003227
284,420,38,44,3,2,0.0419199988246
285,63,293,31,2,3,0.00919799972326
286,139,171,6,2,3,0.00224400009029
287,276,410,2,2,3,0.00357599998824
288,179,99,45,3,2,0.0491669997573
289,137,447,13,3,2,0.0492770001292
290,313,208,12,3,2,0.048273999244
291,418,382,5,3,3,0.0220810007304
292,87,330,28,2,2,0.0278299991041
293,328,5,471,2,2,0.0236450005323
294,25,36,1065,3,3,0.0261349994689
295,243,342,3,3,2,0.015340000391
296,410,80,28,3,2,0.0660590007901
297,441,139,10,2,2,0.0214230008423
298,229,317,5,2,3,0.00572100002319
299,293,281,7,3,3,0.0158779993653
300,229,349,1,2,2,0.00281900004484
301,60,214,15,2,2,0.00685499981046
302,391,202,8,2,3,0.00991200003773
303,232,400,9,3,2,0.0515029989183
304,329,251,9,2,3,0.0118899997324
305,364,383,6,3,2,0.0544000007212
306,57,64,257,2,2,0.0388879999518
307,243,319,3,3,3,0.00641999999061
308,422,1,2207,2,2,0.0720029994845
309,289,20,25,2,2,0.00514499982819
310,40,399,40,2,2,0.0224300008267
311,352,441,2,3,2,0.0191409997642
312,260,391,2,3,3,0.00557499984279
313,59,38,25,2,3,0.00094800000079
314,384,75,26,3,2,0.0464100018144
315,407,187,12,2,3,0.0144539996982
316,373,367,5,2,2,0.0239630006254
317,212,236,13,3,2,0.039671998471
318,283,28,84,3,3,0.0180360004306
319,72,36,129,2,2,0.0119240004569
320,80,365,20,2,2,0.0206700004637
321,42,245,45,3,3,0.0127950003371
322,4,429,285,2,2,0.0209500007331
323,448,222,3,2,2,0.0153759997338
324,349,155,17,3,3,0.0252899993211
325,147,346,10,2,2,0.0177190005779
326,416,243,8,2,3,0.0129540003836
327,211,217,11,2,3,0.0078710000962
328,83,414,14,2,2,0.0167720001191
329,287,59,20,3,2,0.0206780005246
330,11,202,157,2,3,0.00597700010985
331,332,435,6,2,3,0.0136900003999
332,309,107,27,3,3,0.0247859992087
333,262,443,3,3,2,0.0266989991069
334,201,315,1,3,2,0.00651599979028
335,311,212,12,3,2,0.0488249994814
336,241,255,5,2,3,0.00484499987215
337,4,209,758,2,3,0.00777499983087
338,51,130,79,3,2,0.0315690003335
339,206,424,9,2,2,0.0275069996715
340,147,265,16,2,2,0.0216070003808
341,383,21,16,2,3,0.00209300010465
342,92,292,20,3,3,0.0146890003234
343,356,273,7,3,2,0.0563409999013
344,317,8,360,3,3,0.0200369991362
345,325,345,8,3,2,0.056221999228
346,173,367,8,2,2,0.0177609995008
347,216,237,19,2,3,0.0153259998187
348,100,13,262,3,2,0.0194889996201
349,273,381,5,2,3,0.00832100026309
350,423,64,35,3,3,0.0264120008796
351,243,395,10,2,2,0.0480500012636
352,254,410,9,2,2,0.0327779985964
353,206,260,2,2,2,0.00373400002718
354,187,165,23,3,3,0.0199239999056
355,75,95,91,2,2,0.0223849993199
356,205,392,6,2,2,0.0170620009303
357,99,103,23,2,3,0.00371400010772
358,39,151,100,3,2,0.035691998899
359,434,354,3,2,2,0.0163729991764
360,104,389,11,2,3,0.00711200013757
361,167,408,2,3,3,0.00633599981666
362,234,240,2,2,3,0.00301299989223
363,444,73,12,3,2,0.0364269986749
364,93,146,3,3,3,0.00113700004295
365,249,144,15,3,2,0.0329359993339
366,95,177,25,2,2,0.0146040003747
367,74,153,79,2,2,0.0311580002308
368,267,330,5,2,2,0.0155939999968
369,239,66,61,2,3,0.015340000391
370,374,191,11,3,2,0.0486319996417
371,422,285,1,3,2,0.00739500019699
372,226,174,3,3,2,0.00723099987954
373,216,337,12,2,3,0.0139349997044
374,106,12,554,3,3,0.0200740005821
375,37,205,78,2,2,0.0203959997743
376,402,332,3,3,3,0.0111459996551
377,289,56,24,3,2,0.0232779998332
378,229,267,8,3,2,0.0303709991276
379,441,158,8,2,3,0.00898199994117
380,140,371,16,2,3,0.0134260002524
381,199,28,56,3,3,0.0084380004555
382,274,416,4,3,2,0.0416459999979
383,297,307,1,2,2,0.00321400002576
384,329,129,18,3,3,0.0212600007653
385,92,90,6,2,3,0.00082499999553
386,103,61,120,2,2,0.0262049995363
387,105,270,31,2,2,0.0308880005032
388,421,445,3,2,2,0.0197119992226
389,387,324,3,3,2,0.0234750006348
390,211,432,6,3,3,0.0151340002194
391,253,197,2,3,2,0.00618099980056
392,350,191,2,3,3,0.00367000000551
393,441,296,5,2,2,0.0355420000851
394,21,140,162,3,2,0.0280109997839
395,149,325,17,2,3,0.013027000241
396,232,206,8,3,3,0.0105050001293
397,123,217,9,3,2,0.0147529998794
398,147,64,31,2,2,0.0103519996628
399,244,139,1,3,2,0.00210199994035
400,62,299,22,2,2,0.0142609998584
401,448,447,2,3,3,0.0112779997289
402,373,401,1,2,3,0.00237499992363
403,304,4,13,2,2,0.00064400001429
404,431,405,4,3,3,0.0194540005177
405,384,157,15,3,2,0.0688029974699
406,228,163,20,3,3,0.0205370001495
407,247,60,60,2,2,0.0311210006475
408,171,428,11,2,2,0.0279939994216
409,76,98,51,2,3,0.00603999989107
410,278,80,20,2,2,0.0157379992306
411,50,2,7228,3,3,0.0315990000963
412,293,190,17,3,2,0.0578989982605
413,278,397,1,2,2,0.00390399992466
414,263,165,21,2,3,0.014635999687
415,296,307,3,3,2,0.0167900007218
416,64,246,28,2,3,0.00686699990183
417,77,187,63,2,3,0.014627000317
418,152,61,94,2,2,0.0303399991244
419,270,53,29,3,2,0.0256440006196
420,310,249,3,2,2,0.00809799972922
421,434,83,26,3,2,0.070854999125
422,116,52,92,3,3,0.0151150003076
423,437,389,4,3,2,0.0423199981451
424,51,327,54,3,3,0.0250380001962
425,130,13,274,2,3,0.00712500000373
426,233,201,7,3,3,0.00915700010955
427,239,88,10,2,2,0.00748200016096
428,316,158,13,2,2,0.0228909999132
429,381,141,17,3,3,0.0256489999592
430,420,175,13,3,2,0.0720520019531
431,67,42,173,2,2,0.0169810000807
432,127,318,14,3,3,0.0158249996603
433,377,439,4,2,2,0.0231970008463
434,148,41,141,2,2,0.0298670008779
435,44,142,109,3,3,0.0183349996805
436,194,386,13,3,3,0.0267399996519
437,383,365,2,3,2,0.0172799993306
438,111,298,14,2,2,0.0244740005583
439,49,231,47,3,2,0.0328960008919
440,163,355,7,2,3,0.00633500004187
441,324,136,17,3,3,0.020864000544
442,394,51,38,3,3,0.021262999624
443,238,155,20,2,3,0.0117539996281
444,151,76,26,2,3,0.00460600014776
445,156,57,49,2,2,0.0153289996088
446,291,220,15,2,2,0.0337289981544
447,253,297,2,3,2,0.00928200036287
448,377,380,6,3,3,0.029423000291
449,127,419,4,2,2,0.0111940000206
450,204,194,15,3,2,0.0364530012012
451,126,5,546,3,2,0.017791999504
452,193,221,16,3,3,0.0187110006809
453,383,225,7,3,3,0.0169680006802
454,320,69,23,2,3,0.00813699979335
455,103,387,19,3,2,0.0464180000126
456,106,111,27,3,2,0.0192159991711
457,274,77,12,3,3,0.00683399988338
458,101,199,16,2,2,0.018551999703
459,372,84,8,3,3,0.00694599980488
460,399,231,4,2,3,0.00582400010899
461,36,423,10,2,2,0.00533400010318
462,375,365,5,2,3,0.0108209997416
463,168,210,20,3,3,0.0197700001299
464,118,410,4,3,2,0.0117779998109
465,265,90,22,2,3,0.00832400005311
466,232,192,17,2,3,0.0118969995528
467,390,276,7,3,3,0.0209389999509
468,210,71,32,3,2,0.0294100008905
469,38,130,49,2,2,0.0085680000484
470,159,45,130,3,3,0.0324559994042
471,317,259,4,3,2,0.022920999676
472,407,366,2,3,2,0.0186950005591
473,228,445,2,2,3,0.00316300010309
474,213,385,12,3,3,0.0272640008479
475,174,430,4,3,3,0.00831700023264
476,441,432,4,3,2,0.0472979992628
477,203,198,7,3,2,0.0172150004655
478,112,127,36,2,2,0.017899999395
479,365,427,5,2,3,0.0122950002551
480,130,126,35,2,3,0.0133880004287
481,91,203,13,2,3,0.00626000016928
482,448,413,4,3,2,0.045938000083
483,393,247,9,2,3,0.0137250004336
484,164,304,15,2,3,0.0120010003448
485,80,58,146,2,3,0.0107319997624
486,126,301,20,2,2,0.0264749992639
487,175,218,16,2,3,0.00962499994785
488,173,442,5,2,3,0.00606200005859
489,315,356,6,2,2,0.0234929993749
490,55,157,101,2,2,0.0325639992952
491,381,314,5,3,2,0.0423670001328
492,116,241,19,2,2,0.0187919996679
493,27,175,41,3,2,0.0118650002405
494,223,109,36,2,2,0.0302740000188
495,25,393,30,3,2,0.0178709998727
496,1,378,1763,3,2,0.000184000004083
497,49,228,89,2,2,0.0341099984944
498,64,4,2999,3,3,0.0171300005168
499,113,128,31,3,2,0.0332529991865
500,223,132,24,2,3,0.014130000025
501,185,3,1796,2,3,0.017669999972
502,71,45,168,2,3,0.0086979996413
503,346,5,440,2,3,0.0156169999391
504,44,166,27,2,2,0.00703100021929
505,366,286,1,3,2,0.00641599996015
506,135,187,5,3,3,0.00354700000025
507,423,413,4,2,3,0.0111149996519
508,340,101,22,3,2,0.0462049990892
509,214,395,7,2,3,0.00937900040299
510,357,405,5,3,3,0.0203879997134
511,57,223,1,3,3,0.000380999990739
512,89,85,66,3,3,0.0229499991983
513,114,381,11,2,3,0.00753499986604
514,311,143,10,3,3,0.012308999896
515,213,120,12,2,3,0.00485299993306
516,340,118,1,3,2,0.00247399997897
517,218,141,18,3,2,0.0337999984622
518,303,394,2,2,3,0.00375399994664
519,392,134,15,2,3,0.0125860003754
520,163,297,5,2,2,0.0084079997614
521,236,133,7,3,3,0.00612499983981
522,114,312,1,3,3,0.00104300002567
523,130,36,80,2,3,0.00593800004572
524,117,7,1052,3,3,0.0216179993004
525,174,91,1,3,2,0.000995000009425
526,100,404,3,2,2,0.00428200000897
527,110,239,23,3,3,0.0163950007409
528,127,86,49,2,2,0.0189079996198
529,370,334,5,3,3,0.0172550007701
530,151,55,85,3,3,0.0192399993539
531,173,295,14,3,3,0.0195889994502
532,9,170,110,2,2,0.00528699997813
533,87,101,8,3,2,0.0042840000242
534,350,295,8,2,3,0.013030000031
535,412,11,153,2,2,0.0228640008718
536,20,421,51,3,3,0.0107359997928
537,126,98,37,3,2,0.0273940004408
538,345,287,2,2,2,0.00692600011826
539,35,117,244,2,3,0.0163720007986
540,414,290,8,2,2,0.0336039997637
541,319,138,3,2,3,0.00208800006658
542,199,272,12,2,3,0.0102439997718
543,403,286,5,2,3,0.00909699965268
544,23,410,101,2,2,0.0319340005517
545,207,75,50,2,3,0.0122959995642
546,423,70,28,2,2,0.0294569991529
547,147,129,35,3,3,0.02478899993
548,392,185,2,2,2,0.00763399992138
549,347,358,5,3,2,0.0387739986181
550,105,407,21,2,2,0.0310079995543
551,224,169,13,2,2,0.0174000002444
552,360,372,5,3,3,0.0189559999853
553,80,30,196,2,3,0.00764600001276
554,235,406,5,2,2,0.0167420003563
555,171,69,79,2,2,0.0325619988143
556,268,85,25,2,3,0.00890299957246
557,278,419,2,3,3,0.0111119998619
558,196,299,7,3,2,0.0410000011325
559,159,96,55,2,3,0.0133050000295
560,132,176,4,2,2,0.00325100007467
561,414,267,7,3,2,0.0476190000772
562,74,237,25,3,2,0.0269150007516
563,305,368,8,2,2,0.0313059985638
564,401,314,1,2,3,0.00198699999601
565,100,60,68,3,2,0.0241090003401
566,187,400,5,2,3,0.0058929999359
567,294,292,3,2,2,0.00916799996048
568,75,81,150,2,2,0.0445839986205
569,311,230,5,2,3,0.00568199995905
570,180,308,2,3,3,0.00308699999005
571,54,249,51,3,2,0.0408249981701
572,409,49,17,2,3,0.00537700019777
573,82,408,12,2,3,0.00624400004745
574,151,3,1323,2,3,0.010542999953
575,441,237,6,2,3,0.0100640002638
576,67,436,7,3,2,0.0127269998193
577,305,70,8,2,2,0.00610700016841
578,422,138,3,2,3,0.00277199991979
579,333,241,7,3,3,0.0156759992242
580,359,365,5,2,2,0.0258440002799
581,35,347,40,2,3,0.0132990004495
582,324,131,6,3,2,0.0156230004504
583,194,127,2,3,2,0.00302199996077
584,341,412,2,3,2,0.0173220001161
585,135,53,98,3,2,0.0431349985301
586,380,81,1,3,2,0.00188999995589
587,378,442,2,2,2,0.0117859998718
588,289,2,309,2,3,0.00464199995622
589,195,159,12,2,2,0.0129190003499
590,331,405,6,2,3,0.0127210002393
591,152,324,19,3,3,0.0257350001484
592,312,290,2,2,2,0.00635700020939
593,179,196,27,3,3,0.0368219986558
594,414,167,1,2,2,0.00239700009115
595,242,275,6,2,2,0.0140380002558
596,365,380,7,3,2,0.0597199983895
597,47,269,75,3,3,0.0250850003213
598,285,377,8,3,3,0.0239439997822
599,262,207,3,3,3,0.00450900010765
600,56,115,121,3,2,0.0466509982944
601,367,21,17,2,3,0.00352600007318
602,342,59,34,3,3,0.0312460009009
603,44,346,2,2,3,0.00052499998128
604,260,10,68,3,3,0.00464899977669
605,364,434,6,3,3,0.026126999408
606,81,381,32,3,2,0.0603160001338
607,179,287,4,3,3,0.00563699984923
608,361,123,16,2,3,0.011203000322
609,292,176,18,2,2,0.0328349992633
610,317,149,12,2,3,0.00905099976808
611,226,269,6,3,3,0.0101100001484
612,139,273,18,2,2,0.03463299945
613,97,144,60,3,2,0.0511969998479
614,79,345,35,2,3,0.01484800037
615,228,306,13,3,3,0.0256040003151
616,435,138,11,3,2,0.0403099991381
617,364,261,6,3,3,0.0158089995384
618,21,244,3,3,3,0.000453999993624
619,257,89,20,3,2,0.0280329994857
620,296,86,22,3,3,0.0242819990963
621,221,201,17,3,2,0.0464439988136
622,374,434,1,3,2,0.0100800003856
623,403,216,7,2,2,0.0214360002428
624,115,32,253,3,3,0.0246270000935
625,431,175,3,3,2,0.0140009997413
626,289,415,6,2,2,0.025189999491
627,389,445,3,3,2,0.0325599983335
628,186,121,14,2,3,0.00497400015593
629,203,107,2,3,3,0.002015999984
630,229,210,3,2,3,0.00379700004123
631,317,85,8,2,2,0.0124589996412
632,129,318,13,3,2,0.0382470004261
633,274,403,1,2,2,0.00388700002804
634,29,137,126,2,2,0.0168689992279
635,140,168,20,2,2,0.0167410001159
636,201,85,2,3,2,0.00211100000888
637,173,174,3,2,3,0.00147599994671
638,379,325,6,3,2,0.0459849983454
639,436,302,6,3,2,0.0484829992056
640,340,5,274,3,2,0.0280719995499
641,442,237,5,2,2,0.030420999974
642,349,404,7,3,2,0.0621929988265
643,110,158,14,2,2,0.00869200006127
644,203,147,3,2,2,0.00310200010426
645,95,55,98,3,2,0.0312159992754
646,447,291,7,3,2,0.056139998138
647,41,210,82,2,3,0.0114169996232
648,378,212,11,2,3,0.0141749996692
649,368,333,1,2,2,0.00427799997851
650,305,66,2,2,2,0.00143599999137
651,399,241,6,2,2,0.020380999893
652,274,30,117,3,2,0.0560970008373
653,245,386,5,2,3,0.00759800011292
654,293,66,4,2,3,0.00123900000472
655,164,247,16,2,3,0.0104040000588
656,189,409,5,3,2,0.0239899996668
657,246,420,9,2,2,0.0325439982116
658,107,81,69,3,3,0.0180389992893
659,326,330,1,2,3,0.00286499992944
660,51,241,6,3,3,0.00358600006439
661,198,71,68,2,3,0.0253580007702
662,312,248,2,3,3,0.00428099976853
663,298,276,1,2,3,0.00130600004923
664,6,283,446,2,2,0.026651000604
665,193,79,57,2,2,0.0304029993713
666,185,447,10,2,3,0.013148999773
667,325,434,5,3,3,0.0195540003479
668,352,338,5,3,2,0.0370140001178
669,257,432,8,2,2,0.0311140008271
670,440,329,1,3,3,0.00398499984294
671,407,103,1,2,2,0.00248400005512
672,162,79,73,2,2,0.0492120012641
673,388,154,5,3,3,0.0084079997614
674,386,282,4,3,3,0.0121499998495
675,326,247,4,2,3,0.00510099995881
676,99,319,7,2,2,0.00772299990058
677,339,59,8,2,2,0.00555999996141
678,319,39,15,2,3,0.00298100011423
679,326,170,3,3,2,0.0101810004562
680,319,112,15,2,2,0.0190060008317
681,435,7,106,2,3,0.00475599989295
682,37,91,135,3,2,0.027336999774
683,436,87,1,2,2,0.00134600000456
684,297,367,3,2,3,0.0052760001272
685,385,136,8,2,3,0.00656699994579
686,184,244,12,2,2,0.0237109996378
687,253,435,4,3,3,0.0205620005727
688,66,212,56,2,2,0.0323630012572
689,273,145,2,2,3,0.00125099997967
690,232,205,3,2,2,0.00499599985778
691,180,103,36,2,3,0.0106610003859
692,320,390,4,3,3,0.0141110001132
693,99,19,526,2,2,0.0337509997189
694,361,37,1,2,2,0.000479999987874
695,336,155,13,2,2,0.0236159991473
696,364,98,18,2,2,0.0229630004615
697,175,293,17,3,2,0.0548189990222
698,151,20,40,3,3,0.00309800007381
