,input_size_h,input_size_w,channels,filter_size,stride,runtime
152,115,299,6,2,3,0.00537300016731
153,95,279,11,2,2,0.0167909990996
154,382,270,8,3,2,0.0843160003424
155,95,346,15,2,3,0.0132039999589
156,226,359,2,2,3,0.00429699989036
157,121,203,24,3,3,0.0268259998411
158,363,351,5,2,3,0.0170970000327
159,191,192,12,3,2,0.0453759990633
160,339,396,7,3,2,0.0963580012321
161,195,137,32,3,2,0.0894780009985
162,223,332,8,2,2,0.035121999681
163,72,64,162,3,2,0.0737250000238
164,221,286,11,2,3,0.0184630006552
165,155,116,48,3,2,0.0877370014787
166,99,285,13,3,3,0.0172370001674
167,363,404,1,3,3,0.00679099978879
168,23,172,117,3,2,0.0454359985888
169,219,121,14,3,3,0.0174889992923
170,245,185,5,3,3,0.0105309998617
171,58,414,29,2,3,0.0181750003248
172,440,117,6,3,3,0.0144760003313
173,256,441,4,3,3,0.020881999284
174,286,205,1,3,2,0.00602200021967
175,267,368,3,3,3,0.0139009999111
176,29,402,70,3,2,0.0820989981294
177,205,263,18,3,2,0.100050002337
178,206,401,11,2,3,0.02400900051
179,248,218,10,3,2,0.0556179992855
180,230,389,8,2,3,0.0193579997867
181,153,50,124,3,2,0.0949300006032
182,161,145,29,3,3,0.0308159999549
183,204,394,12,2,2,0.056170001626
184,75,354,2,3,2,0.00543100014329
185,84,276,14,2,2,0.0189709998667
186,372,176,6,3,3,0.0180469993502
187,71,192,38,3,3,0.0234559997916
188,414,349,2,2,3,0.00759499985725
189,158,235,17,2,2,0.0370520018041
190,280,50,21,3,3,0.013248000294
191,252,215,2,2,2,0.00628300011158
192,263,348,1,2,3,0.00241700001061
193,178,146,6,2,3,0.0041899997741
194,213,61,20,3,3,0.012145999819
195,107,176,30,3,3,0.0255720000714
196,429,19,16,2,2,0.00732799991965
197,347,102,5,3,3,0.0081789996475
198,406,127,6,3,2,0.0320149995387
199,22,77,512,2,3,0.0224830005318
200,54,128,12,2,3,0.00223700003698
201,130,45,93,3,2,0.0554200001061
202,366,75,28,3,2,0.0780939981341
203,448,35,10,2,3,0.00432199984789
204,123,438,7,2,3,0.00992299988866
205,18,273,34,2,3,0.00443799979985
206,76,448,1,3,3,0.00161299994215
207,418,119,3,3,3,0.00681600021198
208,421,255,3,3,3,0.0152420001104
209,151,96,12,2,3,0.00460000010207
210,155,84,57,3,3,0.0340199992061
211,323,162,19,2,3,0.0261969994754
212,252,332,10,3,3,0.0390050001442
213,194,143,31,2,2,0.0498109981418
214,56,91,147,3,3,0.0336220003664
215,358,332,5,3,3,0.0276759993285
216,354,71,33,3,2,0.0841950029135
217,159,213,1,3,2,0.00350399990566
218,235,184,18,3,3,0.036194998771
219,288,170,14,2,2,0.0399879999459
220,137,153,41,2,2,0.049591999501
221,143,45,141,3,3,0.0422299988568
222,361,124,9,3,2,0.0409310013056
223,212,274,11,3,3,0.0293140001595
224,374,53,49,3,2,0.0998869985342
225,209,403,2,3,3,0.00773700000718
226,329,185,6,3,2,0.0376139990985
227,67,394,23,3,2,0.0618880018592
228,300,168,17,3,2,0.0889799967408
229,430,237,6,3,3,0.0284090004861
230,174,40,23,3,3,0.00740699982271
231,171,199,23,2,3,0.0204760003835
232,252,88,38,2,2,0.0502780005336
233,137,120,35,3,3,0.0269319992512
234,123,391,9,2,3,0.0116100003943
235,350,324,8,3,2,0.0926230028272
236,11,95,235,3,3,0.00943899992853
237,98,445,10,2,3,0.011648000218
238,277,199,6,3,3,0.0153449997306
239,426,332,5,2,2,0.0411899983883
240,41,91,198,2,3,0.0197720006108
241,85,326,3,2,3,0.00221899989992
242,129,32,72,2,2,0.0175940003246
243,286,122,14,3,2,0.0500110015273
244,132,201,22,2,2,0.0338799990714
245,197,366,4,3,2,0.0302600003779
246,2,94,793,3,3,0.0103930002078
247,374,27,34,3,2,0.0342999994755
248,348,286,6,2,2,0.0348169989884
249,32,262,13,3,3,0.00481100007892
250,441,42,6,3,2,0.0109860002995
251,212,74,45,2,2,0.0413120016456
252,111,236,5,2,2,0.00765299983323
253,220,214,10,3,2,0.0483679994941
254,365,19,58,3,2,0.0402050018311
255,189,178,10,2,3,0.00881700031459
256,51,248,20,2,3,0.00665199989453
257,413,287,6,2,3,0.0187989994884
258,183,42,57,2,2,0.0261979997158
259,133,265,7,2,3,0.00639000022784
260,82,290,10,3,3,0.0107930004597
261,361,363,5,2,3,0.0171620007604
262,35,195,15,3,2,0.0103810001165
263,71,341,22,2,3,0.0144180003554
264,95,212,18,3,3,0.0164390001446
265,133,223,4,2,2,0.00681600021198
266,140,22,99,3,3,0.0134739996865
267,9,7,6899,3,3,0.0196860004216
268,162,84,9,2,3,0.00331799988635
269,220,411,8,3,3,0.033601000905
270,277,200,10,2,2,0.0322020016611
271,175,282,7,2,2,0.0202660001814
272,280,95,12,3,3,0.0146679999307
273,288,240,3,3,2,0.0211699996144
274,340,293,3,3,2,0.0306599996984
275,150,193,29,3,2,0.0851790010929
276,437,331,5,3,3,0.0332299992442
277,211,161,5,3,2,0.0174560006708
278,263,259,1,3,2,0.00704499986023
279,116,82,78,2,3,0.0195749998093
280,386,272,5,2,2,0.0312639996409
281,286,228,5,3,3,0.0152550004423
282,382,304,4,3,3,0.0216589998454
283,11,406,3,2,2,0.000768999976572
284,187,6,19,2,3,0.000639999983832
285,423,385,5,2,2,0.0472159981728
286,202,11,293,2,3,0.019551999867
287,57,298,24,3,2,0.0412309989333
288,18,50,42,3,3,0.00175799999852
289,66,226,9,3,3,0.00623300019652
290,234,23,164,3,3,0.0383110009134
291,44,250,62,3,2,0.0669229999185
292,235,261,9,2,3,0.0144520001486
293,326,338,9,3,3,0.0459260009229
294,5,415,206,3,2,0.0355749987066
295,73,286,5,2,3,0.00272900005803
296,77,112,9,2,2,0.0045739999041
297,173,325,12,3,2,0.0694760009646
298,366,191,4,3,2,0.0289760008454
299,387,340,6,2,2,0.0469070002437
300,447,130,4,2,3,0.00605699978769
301,358,277,3,2,2,0.0173450000584
302,408,44,55,3,3,0.0441239997745
303,339,408,5,2,2,0.0402109995484
304,28,185,42,3,2,0.0211260002106
305,238,90,43,2,3,0.0241880007088
306,191,324,6,2,2,0.0215729996562
307,130,311,2,3,3,0.00376900006086
308,88,379,25,2,2,0.0488930009305
309,83,261,14,3,2,0.031279001385
310,333,119,1,2,2,0.00232400000095
311,29,239,100,3,3,0.029804000631
312,34,225,44,2,3,0.00861900020391
313,354,271,8,3,2,0.0806690007448
314,286,446,4,3,2,0.0523950010538
315,259,191,7,3,2,0.0355519987643
316,366,83,14,2,3,0.0116330003366
317,401,388,5,2,2,0.0452269986272
318,292,82,7,3,3,0.00783399958163
319,22,2,19223,2,2,0.0584329999983
320,54,71,152,2,2,0.0337609983981
321,408,260,6,2,2,0.0371269993484
322,307,29,10,3,3,0.00397899979725
323,38,202,24,3,2,0.0183879993856
324,74,97,70,3,3,0.0229020006955
325,264,212,12,3,3,0.0311919990927
326,252,224,7,3,2,0.0406560003757
327,32,129,143,3,3,0.0263340007514
328,339,383,2,3,2,0.0271060001105
329,287,446,5,2,2,0.0371749997139
330,167,432,13,2,3,0.0253439992666
331,302,13,56,3,3,0.00959600042552
332,202,215,13,2,2,0.0327970013022
333,58,239,4,3,3,0.00252699991688
334,239,399,8,3,3,0.0350320003927
335,373,175,3,3,3,0.00924300029874
336,82,184,29,3,3,0.0200089998543
337,390,166,9,3,2,0.0594549998641
338,139,376,11,2,3,0.0152329998091
339,68,57,84,3,2,0.0333830006421
340,425,123,14,3,2,0.0762410014868
341,251,255,9,2,2,0.0334159992635
342,337,352,4,3,3,0.021975999698
343,295,95,25,3,2,0.0741420015693
344,399,408,1,3,3,0.00763599993661
345,406,72,6,2,3,0.00467299995944
346,242,260,9,2,2,0.0331359989941
347,33,51,590,2,2,0.0562729984522
348,302,13,80,2,3,0.00811699964106
349,227,37,88,3,2,0.0745090022683
350,151,303,15,2,3,0.0180779993534
351,103,375,21,2,2,0.0471279993653
352,38,207,99,2,2,0.0461999997497
353,187,48,98,2,2,0.0517879985273
354,262,55,9,2,2,0.0075300000608
355,250,73,31,3,3,0.0261400006711
356,288,371,3,2,2,0.0188510008156
357,57,413,41,2,3,0.0256260000169
358,39,112,212,3,3,0.043095998466
359,83,235,46,2,3,0.0243510007858
360,163,168,24,3,3,0.0303939990699
361,283,244,1,3,2,0.0073060002178
362,148,169,27,3,2,0.0684650018811
363,407,7,234,2,3,0.0167360007763
364,319,215,12,3,3,0.0376549996436
365,390,321,5,3,2,0.0641599968076
366,369,129,9,3,3,0.0199110005051
367,192,246,5,3,3,0.0110539998859
368,154,110,18,3,2,0.0314199998975
369,14,47,1397,2,3,0.0274790003896
370,204,180,17,2,3,0.0165780000389
371,25,32,138,3,3,0.00471699982882
372,376,78,22,2,3,0.0169890001416
373,306,133,5,3,2,0.0209049992263
374,210,55,55,2,2,0.0365579985082
375,236,323,1,2,2,0.00443099997938
376,382,206,11,3,2,0.0902950018644
377,127,315,20,3,3,0.0368999987841
378,216,50,19,2,2,0.0123330000788
379,44,421,1,2,3,0.000532999983989
380,181,11,358,2,2,0.0389249995351
381,195,57,11,3,3,0.00583099992946
382,391,311,5,3,3,0.0279380008578
383,370,50,54,2,2,0.0586800016463
384,148,225,27,3,3,0.0418240018189
385,338,384,6,2,3,0.0204900000244
386,358,116,7,3,2,0.0295609999448
387,330,297,4,2,3,0.0105670001358
388,76,448,24,3,2,0.0837180018425
389,444,446,1,2,2,0.0116830002517
390,340,251,9,3,3,0.035188999027
391,259,313,1,3,3,0.00376600003801
392,215,127,20,2,2,0.0325499996543
393,311,388,1,3,2,0.0123690003529
394,263,238,15,2,3,0.0246729999781
395,281,198,8,3,2,0.0464930012822
396,95,225,28,3,2,0.0616939999163
397,6,431,350,3,3,0.0427119992673
398,371,138,11,2,3,0.0148769998923
399,24,247,79,3,3,0.0221679992974
400,299,333,10,2,2,0.0588879995048
401,311,274,9,2,2,0.0455150008202
402,390,161,3,2,3,0.00497299991548
403,102,172,26,2,3,0.0119449999183
404,233,126,6,2,2,0.0102760000154
405,259,94,15,3,2,0.0371959991753
406,433,250,5,2,2,0.031493999064
407,385,191,13,2,2,0.0564850009978
408,8,249,147,3,3,0.0102289998904
409,83,157,54,2,3,0.018673999235
410,324,172,5,3,2,0.0283579993993
411,100,341,14,3,2,0.048843998462
412,176,438,2,2,2,0.00902399979532
413,332,363,1,3,2,0.0123340003192
414,54,250,49,3,2,0.0669210031629
415,244,406,4,2,2,0.0231049992144
416,241,305,8,2,2,0.0343540012836
417,281,334,8,2,3,0.0201750006527
418,299,392,4,3,3,0.0217029992491
419,34,124,153,3,2,0.0634979978204
420,151,284,23,2,2,0.0576840005815
421,388,53,8,2,2,0.00958400033414
422,356,179,4,3,3,0.0115860002115
423,436,273,5,2,3,0.0156009998173
424,127,249,29,3,3,0.0422459989786
425,277,72,30,2,3,0.0157859995961
426,159,235,7,2,3,0.00695799989626
427,129,343,12,3,3,0.0246970001608
428,217,159,19,2,2,0.037854000926
429,27,109,245,3,2,0.0712599977851
430,134,127,51,2,2,0.0507409982383
431,363,153,17,2,2,0.0545269995928
432,25,292,116,3,3,0.0384929999709
433,176,415,3,2,3,0.00574700022116
434,13,18,573,2,3,0.00348499999382
435,383,416,6,3,2,0.0992500036955
436,128,273,16,3,2,0.0573050007224
437,420,448,2,3,2,0.03856100142
438,356,73,16,3,3,0.01900799945
439,42,56,2,2,3,0.000169999999343
440,260,358,10,2,2,0.0553469993174
441,145,372,11,2,2,0.0343410000205
442,323,154,3,3,3,0.00684599997476
443,180,176,25,2,2,0.0466479994357
444,203,221,4,2,3,0.00477400003001
445,313,52,15,3,2,0.0245409999043
446,71,116,4,3,2,0.00338199990802
447,158,365,1,2,2,0.00340500008315
448,191,11,410,2,2,0.0474909991026
449,82,441,1,3,3,0.00168400001712
450,46,428,26,3,2,0.0504710003734
451,262,309,10,2,3,0.0211629997939
452,337,331,6,3,3,0.030929999426
453,149,289,5,2,3,0.00572100002319
454,112,44,90,3,3,0.0200670007616
455,81,175,45,3,3,0.0295560006052
456,359,421,5,3,2,0.0786290019751
457,124,55,57,2,2,0.0226569995284
458,266,145,21,3,3,0.0370399989188
459,42,29,369,3,2,0.0432109981775
460,235,380,11,2,2,0.0569609999657
461,155,420,10,3,2,0.0667269974947
462,126,286,8,2,2,0.0168500002474
463,131,182,2,2,3,0.00133500003722
464,119,385,20,3,2,0.0939730033278
465,364,271,7,3,3,0.0317820012569
466,346,251,11,2,2,0.0554520003498
467,369,236,2,2,2,0.0101730003953
468,68,86,41,2,2,0.0142160002142
469,430,187,5,2,2,0.0233389995992
470,55,114,131,3,3,0.0379029996693
471,405,62,35,3,3,0.0407829992473
472,224,153,3,3,3,0.00479000015184
473,415,286,4,3,3,0.0218930002302
474,82,355,1,3,2,0.00297500006855
475,407,164,3,3,2,0.0207230001688
476,161,7,786,3,2,0.0826290026307
477,241,184,8,2,3,0.00924200005829
478,280,268,5,3,2,0.0384080000222
479,102,194,8,3,2,0.0163010004908
480,247,376,8,2,3,0.0195739995688
481,168,286,18,3,3,0.04041999951
482,283,195,8,3,3,0.0206729993224
483,438,59,37,2,3,0.0256910007447
484,368,98,1,3,3,0.00169800000731
485,329,305,3,2,3,0.00805700011551
486,41,343,56,2,2,0.0446930006146
487,220,160,7,3,3,0.0112870000303
488,91,199,13,3,2,0.0242619998753
489,270,213,6,3,3,0.0160859990865
490,53,325,8,2,2,0.00806399993598
491,411,358,2,3,3,0.0135690001771
492,412,240,7,2,2,0.0412169992924
493,155,92,49,3,2,0.0712530016899
494,430,174,1,2,2,0.00437200022861
495,267,204,14,2,3,0.0204900000244
496,332,332,7,2,2,0.0459030009806
497,252,422,3,3,2,0.0329889990389
498,243,292,5,2,3,0.00952299963683
499,285,122,1,3,2,0.00361400004476
500,96,443,10,3,2,0.0433069989085
501,276,399,1,3,2,0.0113880001009
502,13,374,40,2,3,0.00485800020397
503,191,250,13,3,3,0.0285000000149
504,228,9,288,2,3,0.0168329998851
505,72,73,40,3,2,0.0214559994638
506,291,51,13,3,3,0.00918800011277
507,63,142,16,3,3,0.00661200005561
508,406,296,2,3,2,0.025195999071
509,363,156,9,2,2,0.0296960007399
510,83,366,3,3,2,0.00927300006151
511,163,188,22,2,3,0.0181440003216
512,279,401,4,3,2,0.0460000000894
513,254,140,4,3,3,0.00646799989045
514,427,100,21,3,3,0.042066000402
515,294,50,66,2,2,0.0568500012159
516,154,123,52,2,3,0.0257479995489
517,383,209,2,2,2,0.00941099971533
518,273,230,10,3,2,0.0648790001869
519,413,247,8,2,3,0.0216060001403
520,413,430,2,3,2,0.0369799993932
521,375,407,2,3,3,0.0144140003249
522,334,193,14,2,2,0.0523269996047
523,135,289,25,2,2,0.0574540011585
524,430,417,3,3,3,0.0248649995774
525,413,65,26,2,3,0.0192220006138
526,380,73,29,3,2,0.0819960013032
527,29,130,214,2,3,0.0223239995539
528,35,159,119,3,3,0.0290229991078
529,115,131,62,2,2,0.0541330017149
530,279,129,18,3,3,0.0304610002786
531,262,330,1,3,2,0.00908300001174
532,377,400,1,2,3,0.00399600015953
533,151,431,4,3,2,0.02671200037
534,40,290,10,2,3,0.00307100010104
535,409,373,2,3,3,0.0141040002927
536,179,102,54,2,3,0.026107000187
537,339,88,20,3,2,0.0615670010448
538,329,264,4,2,3,0.00917499978095
539,415,89,16,2,2,0.0340799987316
540,252,57,65,2,2,0.0537000000477
541,445,409,4,3,2,0.0766440033913
542,373,116,11,2,3,0.0126269999892
543,329,368,2,3,2,0.0250250007957
544,56,336,15,2,2,0.0165100004524
545,165,89,66,3,2,0.0986080020666
546,320,329,7,2,3,0.0196690000594
547,220,47,6,3,2,0.00627100002021
548,403,67,30,3,3,0.0374509990215
549,188,7,720,2,3,0.0236099995673
550,224,272,1,2,2,0.00360699999146
551,147,48,64,3,3,0.0211980007589
552,291,422,2,2,2,0.0146369999275
553,160,69,73,2,3,0.021364999935
554,19,205,215,3,3,0.0370539985597
555,353,109,6,3,2,0.0239499993622
556,254,302,10,2,2,0.0456960014999
557,441,235,7,3,3,0.0335809998214
558,416,121,5,2,3,0.0066320002079
559,321,415,4,2,2,0.0308839995414
560,317,364,7,2,2,0.0481240004301
561,345,263,2,3,2,0.0189319998026
562,186,189,15,2,2,0.0305950008333
563,276,69,36,3,2,0.0694990009069
564,391,434,5,2,3,0.0227620005608
565,191,271,7,2,2,0.0209890007973
566,162,201,6,3,2,0.0201140008867
567,342,433,5,3,3,0.0345919989049
568,156,293,8,2,3,0.00989800039679
569,447,263,3,2,3,0.00932199973613
570,188,129,20,2,2,0.0283969994634
571,109,366,17,3,2,0.070676997304
572,365,116,20,3,3,0.0393589995801
573,408,255,5,3,3,0.0243989992887
574,8,311,62,2,2,0.00922300014645
575,417,111,15,2,3,0.0184700004756
576,360,215,10,2,2,0.0448900014162
577,98,424,9,3,2,0.0386409983039
578,257,204,16,3,2,0.0858929976821
579,276,428,5,2,2,0.0351620018482
580,58,89,141,3,2,0.0737560018897
581,36,410,60,2,3,0.0239220000803
582,79,402,8,3,2,0.0262790005654
583,213,373,2,2,2,0.0092399995774
584,289,309,11,2,2,0.0568079985678
585,414,11,118,3,3,0.0214089993387
586,287,328,3,2,2,0.016821000725
587,207,51,35,3,2,0.0384289994836
588,12,233,320,2,3,0.0236579999328
589,290,114,28,3,2,0.0957169979811
590,370,123,15,3,3,0.0315739996731
591,95,385,9,3,2,0.0345450006425
592,306,54,48,3,3,0.0377889983356
593,248,39,38,3,2,0.0369190014899
594,403,391,5,3,2,0.0819910019636
595,100,176,22,3,2,0.0397850014269
596,77,2,3803,3,2,0.0660500004888
597,73,175,21,3,2,0.0272589996457
598,189,408,1,2,2,0.00447899987921
599,425,375,1,3,2,0.0168680008501
600,434,420,5,3,2,0.0956059992313
601,211,98,37,2,2,0.0454960018396
602,229,105,5,3,3,0.00564099987969
603,431,190,4,2,3,0.00883399974555
604,308,389,1,2,2,0.0069450000301
605,41,162,106,3,3,0.0314759984612
606,238,153,10,2,3,0.00981900002807
607,39,146,47,3,3,0.0125430002809
608,414,153,8,3,3,0.0240800008178
609,209,329,6,2,2,0.0244309995323
610,106,116,67,3,3,0.0376869998872
611,331,140,20,3,3,0.0432039983571
612,217,376,3,2,3,0.00636699981987
613,36,414,1,2,2,0.000926000007894
614,160,11,536,2,2,0.05179399997
615,130,32,123,3,3,0.0228569991887
616,426,318,7,2,2,0.0564350001514
617,446,198,10,3,3,0.0408789999783
618,327,271,4,2,3,0.00939700007439
619,373,160,16,2,3,0.0256799999624
620,342,118,24,3,2,0.100161001086
621,166,134,34,2,3,0.0204000007361
622,51,191,85,3,3,0.0389890000224
623,92,213,37,2,2,0.0421180017292
624,142,71,50,3,2,0.052120000124
625,20,194,163,2,2,0.0369199998677
626,226,381,11,2,2,0.0555370002985
627,354,316,5,3,3,0.0259770005941
628,214,314,4,3,2,0.0276950001717
629,128,158,8,2,2,0.00948300026357
630,192,132,9,3,3,0.0105750001967
631,346,149,13,3,2,0.0700479969382
632,447,293,5,2,3,0.0172840002924
633,103,388,2,3,3,0.00377699988894
634,314,9,328,2,3,0.0264950003475
635,329,260,9,2,3,0.0204719994217
636,377,398,5,2,2,0.0436110012233
637,178,17,281,2,2,0.0487340018153
638,285,263,5,3,2,0.0386019982398
639,390,5,350,3,3,0.0203389991075
640,198,196,17,3,2,0.0676859989762
641,108,323,15,2,2,0.030409000814
642,109,367,24,2,2,0.055840998888
643,208,22,15,3,3,0.00317399995402
644,120,379,13,2,3,0.0156890004873
645,118,216,10,2,2,0.015061000362
646,105,170,55,3,3,0.0449899993837
647,145,236,5,2,2,0.0100589999929
648,287,398,3,3,2,0.0351839996874
649,220,190,19,3,3,0.0374090000987
650,382,25,18,3,3,0.0077220001258
651,252,28,141,3,2,0.0955770015717
652,69,196,60,3,2,0.0828730016947
653,401,186,12,3,2,0.0925619974732
654,191,120,24,2,2,0.0326699987054
655,400,165,14,2,2,0.0535730011761
656,395,372,5,2,2,0.0426919981837
657,213,12,45,3,3,0.00560999987647
658,222,396,4,3,2,0.0363349989057
659,292,225,15,2,3,0.0263839997351
660,373,188,2,2,3,0.0037060000468
661,358,112,2,3,3,0.00376099999994
662,254,186,7,3,3,0.015644999221
663,216,51,57,3,3,0.0295609999448
664,59,81,57,2,2,0.0155490003526
665,132,427,12,2,2,0.0397030003369
666,166,233,19,2,3,0.0192799996585
667,127,44,57,3,3,0.0142890000716
668,192,243,14,2,3,0.017330000177
669,400,20,20,2,2,0.00973900035024
670,409,111,12,3,3,0.0254909992218
671,116,434,7,2,2,0.0207560006529
672,437,96,16,2,2,0.0391650013626
673,49,219,69,2,2,0.0430120006204
674,350,11,152,3,2,0.0557960011065
675,137,129,2,3,3,0.00164499995299
676,270,268,1,2,3,0.00193300005049
677,112,265,28,2,3,0.0217560008168
678,447,23,90,2,3,0.0258440002799
679,16,283,163,2,3,0.0182280000299
680,276,38,72,3,3,0.0337890014052
681,100,173,19,2,2,0.0191220007837
682,57,381,3,2,2,0.00378299993463
683,365,299,4,3,3,0.0204269997776
684,13,78,763,3,3,0.0336080007255
685,258,323,9,3,2,0.0768349990249
686,284,359,2,2,3,0.00540400017053
687,13,151,283,3,2,0.0529160015285
688,381,21,104,2,3,0.0223970003426
689,38,447,16,3,3,0.0120339998975
690,87,319,5,3,3,0.00649800011888
691,205,57,41,3,3,0.0223270002753
692,244,15,162,2,3,0.0162390004843
693,377,434,4,3,3,0.0307199992239
694,248,35,81,3,2,0.0705770030618
695,433,52,16,3,2,0.0363299995661
696,290,111,16,3,2,0.0531059987843
697,71,85,101,3,2,0.0615100003779
698,429,81,9,2,2,0.0180500000715
