,input_size_h,input_size_w,channels,filter_size,stride,runtime
1375,334,350,6,3,2,0.0358589999378
1376,235,123,20,3,3,0.0133830001578
1377,335,207,9,3,3,0.0159869994968
1378,77,353,8,2,3,0.00580799998716
1379,15,190,263,2,3,0.0196649990976
1380,432,3,514,3,3,0.0187430009246
1381,370,90,25,2,2,0.024553000927
1382,184,33,28,2,2,0.00487399986014
1383,34,29,446,2,2,0.0126949995756
1384,122,208,29,2,3,0.0097359996289
1385,258,118,15,3,2,0.0232239998877
1386,316,38,69,2,2,0.0246779993176
1387,337,91,25,2,3,0.0100520001724
1388,432,159,8,2,2,0.0160130001605
1389,124,56,134,2,2,0.0276670008898
1390,253,127,22,3,3,0.0283000003546
1391,342,196,7,2,2,0.0137269999832
1392,193,261,6,2,2,0.00888300035149
1393,86,238,44,3,2,0.0457249991596
1394,220,437,6,2,2,0.0169360004365
1395,261,217,6,2,3,0.00451700016856
1396,26,179,207,2,3,0.0132600003853
1397,13,76,940,3,2,0.0433969981968
1398,55,284,17,3,3,0.00609399983659
1399,204,196,11,3,3,0.0101579995826
1400,153,433,11,3,3,0.0196780003607
1401,81,56,60,2,3,0.00730400020257
1402,418,173,9,2,3,0.0171799995005
1403,171,384,3,2,3,0.00359399989247
1404,413,46,29,3,2,0.0273269992322
1405,236,69,9,3,3,0.0033879999537
1406,206,406,9,2,2,0.0222309995443
1407,361,91,11,3,3,0.00828399974853
1408,328,294,8,3,3,0.0180949997157
1409,157,87,39,2,3,0.00703699979931
1410,133,239,2,2,3,0.000843000016175
1411,243,206,6,2,3,0.00397199997678
1412,16,325,116,2,2,0.0176020003855
1413,52,87,87,2,3,0.00517500005662
1414,14,163,342,2,2,0.0230139996856
1415,56,297,44,3,2,0.05341200158
1416,385,76,3,2,3,0.00114800001029
1417,158,233,2,2,2,0.00212999992073
1418,217,118,5,2,3,0.00167899997905
1419,82,263,22,2,3,0.00626999977976
1420,246,406,5,2,3,0.00662800017744
1421,425,128,18,3,3,0.0222740005702
1422,303,421,6,2,2,0.0224750004709
1423,12,438,43,3,3,0.00522699998692
1424,145,429,1,3,2,0.00319999991916
1425,243,201,5,3,2,0.0125959999859
1426,165,7,464,2,3,0.0066729998216
1427,243,378,1,3,3,0.0021279999055
1428,134,18,318,3,3,0.0178110003471
1429,52,271,39,3,3,0.0126419998705
1430,368,75,10,3,3,0.00645099999383
1431,321,116,13,3,2,0.0419169999659
1432,240,120,5,3,2,0.00730299996212
1433,9,44,2427,3,3,0.0218930002302
1434,417,98,1,3,3,0.000951000023633
1435,360,149,7,3,2,0.0194680001587
1436,171,24,98,3,2,0.0191610008478
1437,176,29,94,3,3,0.0103599997237
1438,48,206,82,2,2,0.0238850004971
1439,304,111,11,3,2,0.0190450008959
1440,127,169,6,2,3,0.00168600003235
1441,347,257,10,2,2,0.026217000559
1442,30,322,53,2,2,0.0197139997035
1443,413,349,6,3,2,0.0672689974308
1444,199,417,9,3,3,0.0174550004303
1445,437,162,11,3,2,0.039781998843
1446,227,387,5,2,3,0.00587099976838
1447,440,111,17,3,3,0.01938899979
1448,338,429,3,3,2,0.0226700007915
1449,328,222,10,2,2,0.0214549992234
1450,44,137,151,3,3,0.0202229991555
1451,14,416,20,3,3,0.00232500000857
1452,345,297,5,3,2,0.0431040003896
1453,167,336,16,3,3,0.0208630003035
1454,126,191,1,3,2,0.00124899996445
1455,153,72,73,2,2,0.0235980004072
1456,232,141,26,2,2,0.0246990006417
1457,370,269,3,2,3,0.00398600008339
1458,92,311,21,3,2,0.0306899994612
1459,209,360,6,2,3,0.0060419999063
1460,426,145,13,3,2,0.0415709987283
1461,61,212,68,2,3,0.0116050001234
1462,417,425,5,2,3,0.0118300002068
1463,266,54,60,3,2,0.0433330014348
1464,232,437,5,2,2,0.0147890001535
1465,406,178,5,3,2,0.0185979995877
1466,396,361,1,3,3,0.00330300000496
1467,281,16,205,3,2,0.0427649989724
1468,22,278,5,2,2,0.000908999994863
1469,261,405,4,3,3,0.00996099971235
1470,383,80,9,2,3,0.00371599989012
1471,93,260,15,2,3,0.00485499994829
1472,403,8,93,3,2,0.0120369996876
1473,363,164,12,3,2,0.0364169999957
1474,139,389,7,2,3,0.00494700018317
1475,379,437,5,2,3,0.0110259996727
1476,97,135,75,3,2,0.0503860004246
1477,176,19,26,2,2,0.00245600007474
1478,159,183,33,3,2,0.0494309999049
1479,326,98,27,3,3,0.0197540000081
1480,199,5,144,2,2,0.00365999992937
1481,261,51,66,2,2,0.0424930006266
1482,262,370,5,3,3,0.011206000112
1483,49,58,341,3,2,0.0483330003917
1484,24,287,54,3,2,0.017603000626
1485,170,32,179,2,3,0.0134770004079
1486,239,367,7,3,3,0.0142949996516
1487,217,134,30,2,2,0.02555700019
1488,412,21,101,2,2,0.0247300006449
1489,3,230,819,2,3,0.00755900004879
1490,82,328,8,2,3,0.00193899997976
1491,133,61,24,3,2,0.0197919998318
1492,394,217,9,3,3,0.0189800001681
1493,215,444,1,3,2,0.00489499978721
1494,185,322,14,3,3,0.0192300006747
1495,90,59,167,3,3,0.0200389996171
1496,63,340,18,2,2,0.0111170001328
1497,391,35,54,3,2,0.0374020002782
1498,383,248,1,3,2,0.00486199976876
1499,100,262,27,3,3,0.0164589993656
1500,334,180,9,2,3,0.00714700017124
1501,292,51,22,3,2,0.0168120004237
1502,228,72,46,2,2,0.029464000836
1503,328,23,54,3,3,0.011935999617
1504,373,380,1,3,2,0.00730900000781
1505,264,433,6,2,3,0.00906699988991
1506,303,345,5,3,3,0.0122290002182
1507,160,300,1,3,3,0.00113200000487
1508,166,315,16,2,3,0.0111050000414
1509,164,234,4,3,2,0.0077999997884
1510,126,436,13,2,3,0.00937199965119
1511,154,403,16,2,2,0.0293359998614
1512,281,194,13,3,3,0.0163950007409
1513,442,145,11,3,3,0.0162179991603
1514,192,33,136,3,2,0.0462820008397
1515,356,293,1,2,3,0.00278199999593
1516,64,267,18,2,3,0.00799900013953
1517,208,156,17,2,3,0.0148600004613
1518,85,246,19,2,3,0.00521800015122
1519,445,117,17,3,2,0.045867998153
1520,79,75,165,2,2,0.0280980002135
1521,270,224,16,2,2,0.0284380000085
1522,109,334,25,2,3,0.0119150001556
1523,180,406,7,3,2,0.0264979992062
1524,416,107,15,2,2,0.0193760003895
1525,46,259,9,2,2,0.00310899992473
1526,38,183,81,2,3,0.00764300022274
1527,340,10,216,2,3,0.0183659996837
1528,73,410,12,2,2,0.0104280002415
1529,367,366,3,3,3,0.00939099956304
1530,236,392,8,3,3,0.0170370005071
1531,47,230,70,3,3,0.0168190002441
1532,224,142,21,3,2,0.0343570001423
1533,271,43,76,3,3,0.0202799998224
1534,284,84,17,2,3,0.00545200007036
1535,328,34,16,2,3,0.00230500008911
1536,217,24,24,3,2,0.00599400000647
1537,392,96,22,3,2,0.04225499928
1538,262,51,26,3,3,0.00823699962348
1539,87,109,58,3,3,0.0127389999107
1540,256,314,6,3,2,0.0249610003084
1541,266,8,371,3,3,0.0143919996917
1542,234,293,10,2,2,0.0203350000083
1543,199,230,2,3,3,0.00215999991633
1544,205,318,11,2,2,0.020870000124
1545,134,37,18,2,2,0.00261799991131
1546,350,232,7,3,2,0.02940900065
1547,381,242,4,2,3,0.00500500015914
1548,28,224,41,2,3,0.00334000005387
1549,339,239,8,2,2,0.0190089996904
1550,12,59,510,3,2,0.0156619995832
1551,237,40,16,2,3,0.00201499997638
1552,41,92,222,3,3,0.0182039998472
1553,337,391,4,3,2,0.0275229997933
1554,407,53,11,3,2,0.0123399998993
1555,218,424,1,3,3,0.00218200008385
1556,428,94,17,3,3,0.0158910006285
1557,170,140,30,2,3,0.00959699973464
1558,323,275,7,2,2,0.01823999919
1559,278,232,4,3,3,0.00599400000647
1560,446,335,6,3,3,0.0208509992808
1561,344,346,3,3,3,0.00836899969727
1562,306,414,6,3,3,0.0176279991865
1563,1,122,149,2,3,0.000750000006519
1564,113,343,10,3,3,0.0088099995628
1565,386,219,11,2,2,0.0272230003029
1566,165,317,12,2,3,0.00838099978864
1567,45,28,320,2,2,0.0117110004649
1568,99,241,10,2,2,0.00692099984735
1569,129,319,10,2,2,0.011993999593
1570,199,396,12,3,3,0.021812999621
1571,240,130,32,2,3,0.0130759999156
1572,143,152,19,2,3,0.00554300006479
1573,96,262,2,3,2,0.00255200010724
1574,294,83,24,2,2,0.0284100007266
1575,85,422,1,2,3,0.00065399997402
1576,446,427,4,3,2,0.0392690002918
1577,117,434,13,2,2,0.0192389991134
1578,62,180,2,2,2,0.000676000025123
1579,69,167,45,2,2,0.0148769998923
1580,1,304,1972,2,3,0.0236930008978
1581,263,383,1,2,3,0.00135000003502
1582,359,401,3,2,2,0.0125660002232
1583,317,143,7,3,2,0.0162860006094
1584,268,208,15,3,3,0.0192900002003
1585,215,183,18,3,3,0.0162749998271
1586,294,110,30,2,2,0.0436620004475
1587,72,268,7,3,3,0.00323999999091
1588,129,160,5,3,2,0.00523900007829
1589,82,31,117,2,3,0.00381899997592
1590,12,328,249,2,3,0.0128819998354
1591,148,291,3,3,3,0.00302199996077
1592,161,283,14,2,3,0.00842399988323
1593,123,189,39,2,3,0.0119540002197
1594,30,348,45,2,3,0.00618200004101
1595,158,439,10,3,3,0.0159469991922
1596,207,420,8,3,2,0.0361119993031
1597,96,206,15,2,3,0.00392800010741
1598,391,312,1,3,3,0.00283299991861
1599,422,33,40,3,2,0.0320970006287
1600,103,51,73,2,3,0.0101020000875
1601,402,370,4,3,2,0.0451549999416
1602,370,214,11,2,2,0.0257649999112
1603,290,400,2,2,2,0.00678799999878
1604,398,285,2,2,3,0.00301199988462
1605,54,74,59,2,3,0.00314699998125
1606,301,105,17,3,2,0.0275890007615
1607,400,335,6,2,2,0.0237000007182
1608,49,48,54,2,2,0.00364000000991
1609,292,321,3,2,2,0.00823600031435
1610,403,367,2,3,3,0.00679499981925
1611,86,18,352,3,3,0.0128290001303
1612,284,433,5,3,2,0.0375850014389
1613,370,107,7,3,2,0.0286149997264
1614,277,44,63,2,3,0.0120839998126
1615,26,238,114,2,2,0.0206569992006
1616,80,207,22,3,2,0.0184659995139
1617,117,200,29,2,3,0.00909399986267
1618,377,247,10,3,2,0.048218999058
1619,293,438,1,2,2,0.00374500011094
1620,206,239,8,2,2,0.0114810001105
1621,448,256,2,3,3,0.00526499981061
1622,350,136,10,2,2,0.0139539996162
1623,346,384,6,3,2,0.0476589985192
1624,285,1,684,3,2,0.000151000000187
1625,148,4,578,2,3,0.00382099999115
1626,111,404,21,3,3,0.0218000002205
1627,287,346,8,3,2,0.0410370007157
1628,130,380,9,2,3,0.00590099999681
1629,17,188,231,2,3,0.0105130001903
1630,377,230,7,2,3,0.00805099960417
1631,45,240,40,2,2,0.0125449998304
1632,41,376,51,3,3,0.0175049994141
1633,174,44,5,2,3,0.000540999986697
1634,368,3,711,2,2,0.0171910002828
1635,243,374,10,3,2,0.0641829967499
1636,150,410,12,3,3,0.0172509998083
1637,135,274,7,2,2,0.00756599986926
1638,385,371,5,3,3,0.0164219997823
1639,88,342,24,2,2,0.0211100000888
1640,104,34,282,3,2,0.048381999135
1641,74,176,50,2,2,0.0193060003221
1642,80,24,374,3,3,0.0166880004108
1643,163,134,25,3,2,0.0279370006174
1644,269,306,6,3,3,0.0214120000601
1645,312,109,24,3,2,0.0425119996071
1646,299,54,13,2,3,0.00281099998392
1647,429,85,10,3,2,0.0188159998506
1648,403,125,8,3,2,0.0209470000118
1649,426,431,5,2,3,0.0121710002422
1650,243,358,3,2,3,0.00340500008315
1651,190,435,9,3,3,0.0172000005841
1652,428,419,5,3,3,0.0208180006593
1653,117,103,55,3,2,0.0340769998729
1654,85,375,19,2,2,0.0289309993386
1655,385,64,37,3,3,0.0208139996976
1656,49,133,129,3,3,0.0193440001458
1657,232,419,7,2,2,0.0199580006301
1658,168,257,13,3,2,0.0290229991078
1659,135,343,4,2,3,0.0024389999453
1660,15,180,336,3,3,0.0212399996817
1661,128,154,32,3,3,0.0145549997687
1662,117,152,18,3,2,0.0164039991796
1663,19,362,79,2,3,0.00687800021842
1664,399,337,2,3,3,0.00619299989194
1665,187,163,11,3,2,0.020767999813
1666,125,84,19,2,2,0.0116219995543
1667,110,398,14,3,2,0.0311450008303
1668,91,141,57,3,2,0.0374940000474
1669,64,260,34,3,2,0.0286970008165
1670,273,122,5,2,2,0.00486799981445
1671,239,383,5,2,3,0.00607800018042
1672,37,425,39,2,3,0.0078889997676
1673,316,307,5,2,2,0.0142379999161
1674,278,415,5,3,3,0.0133389998227
1675,80,316,13,3,3,0.00747099984437
1676,326,74,27,2,2,0.0192419998348
1677,31,110,8,2,3,0.000738999980967
1678,247,232,6,2,3,0.00898800045252
1679,73,336,16,2,3,0.0101899998263
1680,66,403,34,3,3,0.0223299991339
1681,181,111,12,2,3,0.00319100008346
1682,5,135,698,3,3,0.00670500006527
1683,360,64,21,2,3,0.00632999977097
1684,295,98,7,2,3,0.00268599996343
1685,270,274,7,2,2,0.0151620004326
1686,254,312,8,3,3,0.0145979998633
1687,369,13,78,3,3,0.00833399966359
1688,35,103,123,3,2,0.0221360009164
1689,59,25,594,2,2,0.0245670005679
1690,435,100,4,2,2,0.00509699992836
1691,405,414,3,2,2,0.0147479996085
1692,83,377,9,2,2,0.00816300045699
1693,5,441,105,2,3,0.00728899985552
1694,73,158,84,2,3,0.0202619992197
1695,318,309,2,3,3,0.00455999979749
1696,109,174,45,2,3,0.0111739998683
1697,26,257,24,2,3,0.00219599995762
1698,169,279,2,3,2,0.00483299978077
1699,140,429,1,3,2,0.00307300011627
1700,245,353,9,2,2,0.0227419994771
1701,288,427,4,3,2,0.0254439990968
1702,95,359,22,3,2,0.0388070009649
1703,227,321,7,2,3,0.00676900008693
1704,286,179,5,3,2,0.013088000007
1705,295,289,8,3,3,0.0158300008625
1706,282,181,12,2,3,0.011435999535
1707,369,163,16,2,3,0.0202779993415
1708,305,16,18,2,3,0.00113600003533
1709,92,52,13,3,2,0.00313200009987
1710,219,403,7,3,2,0.0319800004363
1711,398,177,1,2,2,0.00205000001006
1712,368,50,24,2,2,0.0130099998787
1713,328,264,6,2,2,0.0152080003172
1714,307,439,7,3,2,0.0489079989493
1715,124,402,12,2,3,0.00782399997115
1716,217,386,5,3,3,0.00973400007933
1717,14,305,135,2,2,0.0169229991734
1718,117,203,21,2,2,0.0215290002525
1719,369,45,24,3,2,0.0404760017991
1720,87,333,23,2,2,0.0191890001297
1721,110,154,30,3,2,0.02555100061
1722,49,285,38,2,2,0.0152550004423
1723,91,244,5,3,3,0.00255499989726
1724,441,194,1,2,2,0.00251500005834
1725,285,188,14,3,3,0.0174209997058
1726,19,150,104,2,3,0.00371300010011
1727,221,119,32,3,2,0.043435998261
1728,302,232,11,2,3,0.0102000003681
1729,442,316,1,2,3,0.0018459999701
1730,203,101,40,3,2,0.0590800009668
1731,145,65,55,2,3,0.00697499979287
1732,321,90,10,2,2,0.00844400003552
1733,109,50,119,3,2,0.032053001225
1734,138,153,37,2,2,0.0228349994868
1735,396,118,11,2,2,0.0150769995525
1736,162,155,16,3,2,0.0207889992744
1737,121,134,56,3,3,0.0206419993192
1738,14,412,86,2,3,0.00697200000286
1739,421,385,3,2,3,0.0064489999786
1740,349,54,10,3,3,0.00440600002185
1741,93,296,10,2,2,0.0079650003463
1742,245,355,11,3,3,0.0392329990864
1743,95,155,64,3,2,0.0483260005713
1744,423,23,53,2,3,0.00721399998292
1745,98,271,33,3,3,0.0198550000787
1746,100,80,33,3,2,0.0132560003549
1747,354,340,6,2,2,0.021099999547
1748,30,426,65,2,2,0.0245660003275
1749,81,221,35,3,2,0.0324090011418
1750,315,260,6,2,3,0.00657599978149
1751,271,108,9,3,2,0.0269820000976
1752,231,262,12,3,2,0.0373080000281
1753,444,208,8,3,2,0.0378089994192
1754,243,431,8,3,2,0.0433849990368
1755,215,67,57,3,2,0.0418750010431
1756,295,329,5,3,3,0.0112829999998
1757,433,5,440,2,2,0.0250240005553
1758,350,265,2,2,2,0.011048999615
1759,267,69,52,2,3,0.0253240000457
1760,369,341,6,3,2,0.0391490012407
1761,349,67,30,2,2,0.0202220007777
1762,352,154,16,2,3,0.0115860002115
1763,357,318,6,3,2,0.0353900007904
1764,15,262,228,3,2,0.0429949983954
1765,290,50,29,3,2,0.0208240002394
1766,38,363,4,2,3,0.000755999993999
1767,274,353,5,2,3,0.00639999983832
1768,328,61,48,2,2,0.0280600003898
1769,20,7,5729,3,3,0.0158200003207
1770,399,309,3,2,2,0.0108340000734
1771,448,88,8,3,3,0.00726500013843
1772,346,163,4,3,2,0.011706000194
1773,105,238,11,3,3,0.00632699998096
1774,374,33,18,2,3,0.00297600007616
1775,121,169,47,3,3,0.0221670009196
1776,180,120,19,2,2,0.012035000138
1777,107,252,27,2,2,0.0212089996785
1778,37,37,487,2,2,0.0186829995364
1779,416,302,5,2,3,0.00832199957222
1780,154,357,5,2,2,0.0161760002375
1781,197,263,18,3,2,0.0484150014818
1782,350,187,3,2,3,0.00258699990809
1783,378,33,48,3,2,0.0301109999418
1784,196,438,6,3,3,0.0119789997116
1785,370,203,2,2,2,0.00440899981186
1786,284,225,9,3,3,0.0134180001915
1787,155,6,1046,3,2,0.035381000489
1788,262,103,19,2,3,0.0067670000717
1789,433,400,1,3,2,0.00891700014472
1790,137,157,40,2,3,0.011427000165
1791,295,72,20,3,3,0.0199599992484
1792,423,370,1,3,3,0.00365899992175
1793,434,106,15,3,2,0.035202998668
1794,225,422,3,2,2,0.00838300026953
1795,277,402,3,2,3,0.00442299991846
1796,289,251,1,3,2,0.00380100007169
1797,109,225,10,3,3,0.00570000009611
1798,374,2,1285,2,2,0.0315489992499
1799,414,393,5,3,2,0.0421140007675
1800,283,163,14,2,3,0.00854699965566
1801,305,62,39,3,2,0.0448770001531
1802,215,376,10,3,2,0.0453779995441
1803,215,317,8,3,2,0.0280019994825
1804,123,31,157,2,3,0.0078609995544
1805,264,288,2,3,2,0.00788300018758
1806,232,113,17,3,2,0.0229310002178
1807,57,15,142,2,3,0.00169800000731
1808,286,14,21,3,3,0.00171500002034
1809,440,75,3,3,2,0.00504700001329
1810,126,40,18,3,2,0.00441800011322
1811,145,71,10,2,3,0.00137800001539
1812,173,194,19,3,2,0.0325860008597
1813,42,402,43,3,2,0.0530299991369
1814,4,376,353,3,3,0.00934999994934
1815,369,332,7,2,2,0.0250000003725
1816,193,379,5,3,3,0.00848599988967
1817,228,134,17,3,2,0.0264810007066
1818,379,103,10,2,3,0.00511799985543
1819,383,340,5,3,3,0.0150849996135
1820,229,374,2,2,3,0.00227600010112
1821,12,417,81,3,3,0.00940799992532
1822,409,368,1,2,2,0.00442800018936
1823,117,375,17,3,3,0.0175170004368
1824,391,404,6,3,2,0.0655020028353
1825,405,289,7,3,2,0.0421219989657
1826,263,321,2,2,2,0.00494300015271
1827,374,183,3,3,3,0.00475900014862
1828,436,321,5,3,2,0.0363540016115
1829,3,79,391,3,2,0.00321200001054
1830,375,282,5,3,2,0.0270949993283
1831,363,390,3,3,3,0.00993600022048
1832,49,257,72,3,3,0.0205979999155
1833,29,116,176,3,2,0.0300520006567
1834,265,122,3,3,3,0.00446800002828
1835,288,192,14,3,3,0.0200709998608
1836,283,355,7,2,2,0.0204429998994
1837,432,222,9,3,2,0.0443970002234
1838,322,196,13,3,2,0.041889000684
1839,135,29,38,2,2,0.00423400010914
1840,61,220,30,3,3,0.00921399984509
1841,127,218,10,3,2,0.0141169996932
1842,232,56,21,2,3,0.00366099993698
1843,324,29,38,2,3,0.00494700018317
1844,407,105,14,2,3,0.00792399980128
1845,235,412,8,3,2,0.0396969988942
1846,282,211,7,3,3,0.00973000004888
1847,146,28,43,3,3,0.00391800003126
1848,412,363,1,3,2,0.00780799984932
1849,395,141,10,3,2,0.0289370007813
1850,437,211,8,2,2,0.0214089993387
1851,125,272,17,2,3,0.00778400013223
1852,235,297,3,3,3,0.00485000014305
1853,233,272,13,2,3,0.0109500000253
1854,221,149,16,3,2,0.02701099962
1855,436,379,2,3,2,0.0224559996277
1856,110,288,10,2,2,0.0151610001922
1857,310,82,12,2,2,0.00894199963659
1858,94,114,23,2,3,0.0032460000366
1859,283,180,8,2,3,0.00541799981147
1860,365,32,77,3,2,0.0441550016403
1861,222,375,2,2,3,0.00222199992277
1862,233,12,49,2,2,0.00411699991673
1863,42,72,9,2,2,0.000808999990113
1864,440,409,4,3,3,0.0167650002986
1865,377,312,6,2,3,0.0093160001561
1866,370,217,11,3,3,0.020320000127
1867,165,188,1,3,3,0.000734000001103
1868,261,428,4,3,3,0.010390999727
1869,148,74,46,3,2,0.0280220005661
1870,316,120,22,2,2,0.0322429984808
1871,38,87,120,2,2,0.0115809999406
1872,216,356,5,3,2,0.0196449998766
1873,245,295,3,2,2,0.00638000015169
1874,77,351,34,2,2,0.0264660008252
1875,351,431,2,3,2,0.0158619992435
1876,185,289,15,3,3,0.0184729993343
1877,93,169,46,2,3,0.00948600005358
1878,86,434,11,3,2,0.020881999284
1879,98,350,29,2,2,0.029061999172
1880,234,273,8,2,2,0.0149889998138
1881,339,40,27,2,2,0.0108479997143
1882,208,4,880,3,2,0.0201960001141
1883,409,417,1,2,3,0.00223199999891
1884,190,247,11,2,2,0.0152489999309
1885,319,248,6,3,2,0.0243239998817
1886,232,133,14,3,3,0.00999800022691
1887,382,301,6,3,2,0.0354200005531
1888,268,166,22,2,2,0.0286279991269
1889,321,153,11,3,3,0.0167539995164
1890,148,334,5,2,3,0.00656200014055
1891,21,239,106,2,3,0.0143919996917
1892,4,349,469,2,2,0.0382019989192
1893,264,431,1,3,2,0.00585100008175
1894,42,189,2,3,3,0.000388999993447
1895,16,26,377,2,2,0.00473299995065
1896,221,405,4,3,3,0.0082729998976
1897,36,133,179,2,2,0.0249240007252
1898,84,18,392,3,2,0.0269949994981
1899,55,258,5,3,2,0.00363599997945
1900,291,234,13,2,2,0.0257900003344
1901,58,435,7,3,3,0.00403100019321
1902,286,312,5,2,2,0.0130529999733
1903,71,125,21,3,3,0.00417400011793
1904,285,65,43,2,2,0.0230829995126
1905,404,431,5,3,2,0.06180800125
1906,385,184,12,2,3,0.0111090000719
1907,106,150,15,2,3,0.00310000008903
1908,29,365,9,2,2,0.00269700004719
1909,321,202,13,3,3,0.0194460004568
1910,319,96,23,2,2,0.0207020007074
1911,95,202,20,2,3,0.00509200012311
1912,382,13,94,2,2,0.0129979997873
1913,22,61,42,3,2,0.00266700005159
1914,296,365,7,3,2,0.0393529981375
1915,424,32,32,3,2,0.0212650001049
1916,200,39,74,2,3,0.0137059995905
1917,275,58,30,3,3,0.0217780005187
1918,145,444,4,2,2,0.0123760001734
1919,282,227,7,2,3,0.00600000005215
1920,38,43,461,2,2,0.0219829995185
1921,111,318,15,2,2,0.0153310000896
1922,315,1,3,3,3,9.20000020415e-05
1923,349,337,2,3,3,0.00551899988204
1924,121,328,7,3,2,0.0141949998215
1925,151,184,5,3,2,0.00709100021049
1926,137,360,8,2,3,0.00526200002059
1927,373,354,6,3,2,0.0407430008054
1928,163,262,3,2,3,0.00168600003235
1929,429,231,6,2,3,0.00784999970347
1930,349,60,16,2,3,0.00447699986398
1931,444,435,2,2,3,0.00512700015679
1932,96,183,3,3,3,0.00126199994702
1933,409,193,3,2,2,0.0138889998198
1934,56,338,24,3,2,0.0430000014603
1935,421,389,4,3,3,0.0153480004519
1936,333,365,7,3,3,0.0197829995304
1937,390,154,9,2,3,0.00708799995482
1938,260,411,8,3,3,0.0198040008545
1939,124,346,22,3,2,0.0477910004556
1940,311,324,6,2,3,0.00798700004816
1941,408,367,3,2,3,0.00590500002727
1942,320,281,8,3,3,0.0166699998081
1943,436,398,4,3,3,0.0162060000002
1944,73,365,20,3,2,0.0424050018191
1945,432,441,4,2,2,0.0223520006984
1946,256,446,6,2,3,0.00899900030345
1947,348,91,10,2,2,0.00928399991244
1948,73,308,40,2,2,0.0262400005013
1949,166,171,7,3,3,0.00467499997467
1950,163,332,4,3,3,0.0050180000253
1951,243,341,3,2,3,0.0032619999256
1952,226,213,14,3,3,0.0157970003784
1953,286,188,15,3,3,0.0186020005494
1954,257,196,11,3,2,0.0282809995115
1955,149,282,4,3,3,0.00386899989098
1956,114,270,16,3,2,0.0362609997392
1957,1,435,1014,2,2,0.0259949993342
1958,440,257,2,2,2,0.00667400006205
1959,393,273,7,3,3,0.0175359994173
1960,407,205,7,2,3,0.00767799979076
1961,360,175,6,3,2,0.0195150002837
1962,263,49,66,2,2,0.0244050007313
1963,271,329,2,2,2,0.00527099985629
1964,250,146,5,3,2,0.00942699983716
1965,196,31,22,2,3,0.00174099998549
1966,296,99,2,3,2,0.00306400004774
1967,326,281,7,2,3,0.00856400001794
1968,262,50,55,2,2,0.0211869999766
1969,204,197,2,3,3,0.00184699997772
1970,93,183,16,3,2,0.0277689993382
1971,58,418,13,2,2,0.00928900018334
1972,73,166,58,3,2,0.0360269993544
1973,162,389,6,2,3,0.0049809999764
1974,156,284,7,3,3,0.00723400013521
1975,352,77,18,3,2,0.0252010002732
1976,432,175,7,2,3,0.0069360001944
1977,241,333,5,3,3,0.00939099956304
1978,33,76,199,3,3,0.011490999721
1979,428,214,6,2,3,0.00725199980661
1980,408,173,6,3,3,0.00972199998796
1981,107,93,27,3,3,0.00615500006825
1982,220,181,10,3,3,0.00917300023139
1983,297,238,13,3,2,0.0645579993725
1984,59,310,4,2,2,0.00210599997081
1985,45,191,75,2,3,0.00858800020069
1986,219,440,8,2,2,0.0224109999835
1987,381,179,1,2,2,0.00196800008416
1988,44,244,69,3,2,0.0363270007074
1989,92,161,47,2,2,0.0203850008547
1990,173,219,6,3,2,0.0117380004376
1991,275,62,33,3,2,0.0284470003098
1992,249,8,269,2,3,0.00848099961877
1993,250,174,2,2,2,0.0025579999201
1994,148,144,7,2,2,0.00877500046045
1995,239,416,10,2,2,0.051809001714
1996,255,195,7,2,2,0.0101030003279
1997,412,394,2,2,2,0.00957299955189
1998,345,401,3,2,3,0.0054910001345
1999,363,402,4,2,2,0.0170249994844
2000,154,241,15,2,2,0.0163279995322
2001,429,437,1,3,2,0.00967300031334
2002,306,382,3,2,3,0.0045969998464
2003,170,201,9,2,2,0.00910599995404
2004,123,4,1838,2,3,0.0102270003408
2005,181,218,11,3,3,0.0100400000811
2006,50,89,188,2,3,0.0115419998765
2007,69,249,38,3,3,0.0152810001746
2008,182,163,13,3,3,0.00886400043964
2009,303,281,7,3,3,0.0274950005114
2010,375,347,1,3,2,0.00667899986729
2011,442,187,12,3,3,0.0229959990829
2012,91,306,33,3,3,0.0212210007012
2013,10,48,1080,2,2,0.015456000343
2014,140,59,119,2,3,0.0133419996127
2015,390,237,5,2,3,0.00609100004658
2016,180,46,26,2,3,0.00282700010575
2017,363,331,5,3,3,0.0140209998935
2018,53,75,44,2,2,0.00496699986979
2019,415,406,3,3,3,0.0116729997098
2020,377,106,25,2,2,0.0291799996048
2021,84,67,11,3,3,0.00143599999137
2022,440,386,1,2,2,0.00501899980009
2023,139,149,14,3,2,0.0261780004948
2024,369,86,22,2,3,0.0093339998275
2025,35,76,175,3,2,0.0228899996728
2026,418,204,4,3,2,0.0174100007862
2027,26,427,80,2,2,0.0260489992797
2028,255,357,1,3,2,0.00474900007248
2029,380,39,1,2,3,0.000218999994104
2030,416,104,20,2,2,0.0253190007061
2031,44,72,240,3,3,0.017045000568
2032,181,262,4,3,2,0.00978999957442
2033,415,323,4,2,2,0.0155959995463
2034,67,420,8,3,3,0.0051640002057
2035,236,447,7,2,2,0.037854000926
2036,320,19,3,2,2,0.000530000019353
2037,170,85,63,3,3,0.0208449997008
2038,279,3,88,2,3,0.00110899994615
2039,136,94,51,2,3,0.00851299986243
2040,342,90,12,2,2,0.0109249996021
