,input_size_h,input_size_w,channels,filter_size,stride,runtime
694,305,270,11,2,2,0.0268370006233
695,96,246,27,2,2,0.0186630003154
696,441,100,9,2,3,0.00534000014886
697,392,336,4,2,2,0.0154299996793
698,393,20,78,3,3,0.0132219996303
699,396,9,91,2,2,0.00885399989784
700,1,392,582,2,2,0.0133670000359
701,304,142,2,3,3,0.00204799999483
702,23,365,70,2,3,0.00830399990082
703,393,323,2,3,2,0.013472000137
704,24,198,137,2,2,0.0190660003573
705,339,337,8,2,2,0.026778999716
706,200,128,29,3,3,0.0170310009271
707,23,23,92,3,3,0.00100599997677
708,79,275,34,3,3,0.017045000568
709,273,240,14,2,3,0.0120909996331
710,236,172,15,2,3,0.00800599996001
711,35,76,142,3,2,0.0188359990716
712,295,104,14,3,2,0.0220790002495
713,61,425,10,3,2,0.0132870003581
714,282,252,8,3,2,0.0290150009096
715,50,285,64,2,3,0.0122330002487
716,440,202,6,3,3,0.012424999848
717,211,344,5,2,3,0.00475900014862
718,25,186,206,2,2,0.0268849991262
719,148,112,5,2,2,0.00243999995291
720,165,200,26,2,3,0.0114449998364
721,402,193,9,2,3,0.00921399984509
722,212,211,12,2,2,0.0158140007406
723,68,214,43,2,3,0.00842299964279
724,247,63,18,2,2,0.00820400007069
725,143,136,38,3,2,0.0554829984903
726,153,399,8,2,3,0.00646399985999
727,113,179,14,2,2,0.00824599992484
728,55,215,48,3,2,0.0287389997393
729,107,236,8,2,2,0.00586100015789
730,259,41,94,3,2,0.0508080013096
731,278,153,18,2,2,0.0225380007178
732,357,205,8,2,3,0.00766899995506
733,283,312,9,3,3,0.0186369996518
734,394,266,6,2,3,0.0108810001984
735,356,377,4,3,3,0.0209589991719
736,439,184,8,3,3,0.0148820001632
737,355,417,1,2,2,0.0043069999665
738,11,241,300,2,2,0.0213769990951
739,279,415,5,3,3,0.0134250000119
740,425,16,108,3,3,0.0161869991571
741,112,300,13,2,3,0.00572799984366
742,209,107,1,2,3,0.000318000005791
743,105,1,7728,2,2,0.0531390011311
744,222,51,22,2,2,0.00728699984029
745,259,237,10,3,3,0.014190999791
746,292,64,8,3,2,0.00759699987248
747,241,430,6,3,3,0.0143240001053
748,247,382,1,2,2,0.00273600011133
749,176,411,1,3,3,0.00167899997905
750,87,228,5,2,3,0.00130700005684
751,400,12,38,2,3,0.00251100002788
752,160,122,1,2,3,0.000277000013739
753,99,76,128,2,3,0.012582000345
754,15,413,81,2,2,0.0138520002365
755,184,399,7,3,3,0.0119860004634
756,399,386,2,2,3,0.00406299997121
757,156,278,19,2,3,0.0109519995749
758,296,357,7,3,2,0.0382830016315
759,319,242,2,2,3,0.00203499989584
760,404,117,18,2,2,0.0248540006578
761,371,274,9,2,2,0.0425730012357
762,39,175,87,3,3,0.0137109998614
763,104,442,12,3,3,0.0125169996172
764,306,190,2,2,2,0.00338299991563
765,94,273,10,2,2,0.0074869999662
766,375,111,18,3,3,0.0173930004239
767,240,55,64,2,2,0.0245099999011
768,405,348,4,2,2,0.0166469998658
769,6,12,1583,2,2,0.00357099995017
770,196,146,17,2,2,0.0142510002479
771,280,377,9,3,3,0.0219950005412
772,64,49,9,3,3,0.000666000007186
773,215,66,67,2,3,0.0168849993497
774,213,6,137,2,2,0.0109090004116
775,165,287,2,3,2,0.00487999990582
776,196,426,6,2,3,0.00655800011009
777,416,444,2,3,3,0.00853000022471
778,249,10,318,3,3,0.0172070004046
779,330,392,2,2,3,0.00340600009076
780,40,94,215,3,3,0.0181409996003
781,107,209,32,3,3,0.0163460001349
782,267,411,7,3,3,0.0178120005876
783,394,264,8,2,2,0.0244609992951
784,33,424,25,2,3,0.00458599999547
785,438,257,5,2,3,0.00753099983558
786,131,310,3,3,2,0.00620999978855
787,140,16,413,3,3,0.0221779998392
788,394,441,2,3,3,0.0165400002152
789,262,343,5,3,2,0.0233640000224
790,248,419,8,2,2,0.0245140008628
791,446,147,5,3,3,0.00765200005844
792,87,123,73,2,3,0.0103120002896
793,44,204,19,2,3,0.00227999989875
794,440,436,3,2,2,0.0169280003756
795,277,429,3,2,3,0.00474300002679
796,158,183,19,2,3,0.00737700005993
797,76,265,15,3,2,0.0152150001377
798,6,410,340,3,3,0.0194010008126
799,333,361,6,3,3,0.0166800003499
800,35,178,55,3,3,0.00746899982914
801,414,447,1,2,3,0.00486099999398
802,224,413,3,2,3,0.00730299996212
803,288,390,6,3,2,0.0347120016813
804,333,203,1,2,3,0.000913999974728
805,331,205,11,3,3,0.0172070004046
806,58,332,18,3,3,0.00786300003529
807,422,39,1,2,3,0.00023799999326
808,5,121,1267,2,3,0.0121349999681
809,15,109,328,3,2,0.026217000559
810,43,160,121,2,2,0.0239199995995
811,126,321,14,3,2,0.02902200073
812,407,343,3,3,3,0.00965099968016
813,254,86,38,3,2,0.058502998203
814,238,34,27,2,3,0.00281099998392
815,233,142,4,2,2,0.00386400008574
816,152,232,8,2,3,0.00369399995543
817,330,243,10,2,3,0.0105699999258
818,423,123,1,3,3,0.00125900004059
819,318,248,3,2,3,0.00315200001933
820,242,108,1,3,2,0.00135100004263
821,189,118,2,3,2,0.00227800011635
822,119,259,26,3,3,0.0185080002993
823,263,70,41,2,2,0.0223340000957
824,417,100,14,3,2,0.0295889992267
825,213,286,8,3,3,0.0115050002933
826,18,353,112,3,3,0.0166970007122
827,44,427,40,2,2,0.0367520004511
828,76,243,12,3,3,0.00511700008065
829,209,55,30,2,3,0.00451199989766
830,446,172,2,2,3,0.00201799999923
831,340,406,6,2,2,0.024191999808
832,433,57,1,2,2,0.000729000021238
833,213,266,3,2,3,0.00227700010873
834,335,289,9,3,2,0.0448959991336
835,355,77,34,2,2,0.0271409992129
836,370,39,18,3,2,0.0132219996303
837,228,289,6,2,2,0.0115170003846
838,179,353,12,3,3,0.0175030007958
839,261,389,6,2,2,0.0305320005864
840,27,319,6,2,2,0.00147100002505
841,276,224,7,3,3,0.00996300019324
842,146,414,9,3,2,0.028008999303
843,338,286,9,2,2,0.0257450006902
844,25,288,46,2,3,0.00419399980456
845,323,1,734,2,3,0.0103249996901
846,73,375,5,3,3,0.00316000008024
847,336,194,4,2,3,0.00342700001784
848,125,281,26,3,3,0.0207800008357
849,269,304,1,3,2,0.00426199985668
850,266,122,10,3,2,0.0165780000389
851,147,216,27,2,2,0.024904999882
852,331,322,5,2,2,0.0265159998089
853,219,135,23,3,2,0.0348040014505
854,60,269,5,3,2,0.00405200012028
855,202,120,25,2,2,0.0177539996803
856,113,409,1,2,3,0.000628000008874
857,279,182,1,3,2,0.00263300002553
858,157,390,10,3,2,0.031346000731
859,239,151,18,2,2,0.0190350003541
860,383,242,1,3,2,0.0048259999603
861,259,166,20,3,2,0.0443889982998
862,426,306,6,2,3,0.0134260002524
863,349,367,4,2,3,0.0135159995407
864,16,71,720,2,2,0.0237840004265
865,240,135,30,2,3,0.013085000217
866,71,289,3,2,2,0.00177700002678
867,153,1,3884,2,2,0.0383599996567
868,290,271,5,3,3,0.00909600034356
869,49,106,59,2,3,0.00394400022924
870,270,299,1,3,2,0.00418400019407
871,86,115,35,2,3,0.00461799977347
872,26,13,621,2,2,0.00595899997279
873,324,435,6,3,2,0.0437050014734
874,372,284,4,3,2,0.0285700000823
875,94,365,9,3,2,0.0202159993351
876,375,297,8,2,2,0.0258639995009
877,36,9,1391,3,2,0.0204770006239
878,109,221,38,3,2,0.0470630005002
879,248,152,17,2,2,0.0187679994851
880,55,71,158,3,3,0.0138229997829
881,285,1,1303,2,2,0.0239509996027
882,296,399,1,3,2,0.0061220000498
883,195,398,1,3,2,0.00400799978524
884,437,200,10,3,2,0.0614099986851
885,444,269,5,2,3,0.00790200009942
886,291,353,9,2,3,0.0121870003641
887,152,291,22,2,2,0.0283240005374
888,325,292,5,3,2,0.0244890004396
889,80,20,321,3,3,0.0107289999723
890,335,247,6,3,2,0.025794999674
891,214,396,10,3,2,0.0436590015888
892,274,435,6,2,2,0.0356709994376
893,378,427,2,3,2,0.0167789999396
894,206,8,526,3,2,0.0347529985011
895,79,36,87,2,3,0.00330099998973
896,282,387,3,2,2,0.00956199970096
897,182,261,6,2,2,0.00832900032401
898,204,185,7,3,3,0.0060470001772
899,107,171,18,2,3,0.00445599993691
900,132,257,15,2,2,0.0148339997977
901,435,431,4,3,2,0.0389089994133
902,289,191,8,3,3,0.0101190004498
903,425,170,5,2,3,0.00483200000599
904,238,50,56,3,2,0.0502719990909
905,117,186,6,2,2,0.00376400002278
906,103,65,70,2,2,0.0134290000424
907,360,389,2,3,2,0.014530999586
908,240,338,5,3,3,0.00942800007761
909,280,42,77,2,3,0.0120879998431
910,448,389,4,2,2,0.0203089993447
911,324,382,5,3,3,0.0145659996197
912,405,333,3,2,2,0.01177299954
913,443,378,3,3,2,0.0261310003698
914,94,430,8,2,3,0.00425500003621
915,435,443,4,2,3,0.0101709999144
916,173,270,6,3,2,0.0190670005977
917,388,37,43,2,2,0.0360689982772
918,442,438,1,3,2,0.0100769996643
919,394,337,1,3,2,0.00691499980167
920,446,373,2,2,3,0.00437099998817
921,336,175,10,2,3,0.00770500022918
922,122,278,8,3,2,0.0138389999047
923,154,400,1,2,3,0.000827000010759
924,251,257,12,2,2,0.0224869996309
925,412,39,3,2,2,0.00140299997292
926,323,255,8,3,2,0.0338889993727
927,66,430,9,2,2,0.00748600019142
928,324,387,3,3,3,0.00871399976313
929,370,100,20,3,3,0.0169830005616
930,98,129,52,3,3,0.0151519998908
931,130,350,15,2,3,0.00894900038838
932,233,318,12,3,3,0.0204489994794
933,66,27,440,3,2,0.0382689982653
934,145,40,49,2,3,0.00364700006321
935,340,355,7,3,3,0.019538000226
936,216,256,15,3,2,0.0422610007226
937,43,269,38,2,2,0.0126040000468
938,234,297,2,2,3,0.00183299998753
939,131,146,18,3,3,0.00776199996471
940,20,134,221,3,2,0.0295039992779
941,371,40,7,3,3,0.00473800022155
942,5,68,1643,2,3,0.0186470001936
943,207,374,5,3,3,0.0115179996938
944,370,35,8,2,2,0.00295899994671
945,362,252,1,2,2,0.00265999999829
946,305,319,4,3,3,0.00894000008702
947,57,124,84,2,2,0.0172879993916
948,256,422,4,3,2,0.0221050009131
949,29,368,39,2,2,0.0117669999599
950,55,251,12,3,2,0.00853700004518
951,178,418,9,3,3,0.0154809998348
952,297,322,6,2,2,0.0168280005455
953,193,276,18,3,3,0.0224019996822
954,278,294,11,2,3,0.0118709998205
955,286,39,77,3,2,0.0599329993129
956,33,341,22,2,2,0.00710200006142
957,68,119,115,3,2,0.0470549985766
958,328,7,61,2,3,0.00172900001053
959,33,128,191,2,2,0.0229400005192
960,181,169,20,2,2,0.0176839996129
961,334,289,10,3,2,0.0498480014503
962,432,339,4,3,3,0.0137649998069
963,107,259,18,3,3,0.0150739997625
964,401,227,1,2,2,0.00528000015765
965,362,344,5,3,3,0.0145680001006
966,78,134,91,2,3,0.012645999901
967,303,200,11,2,2,0.0195530001074
968,142,161,42,2,3,0.0127290003002
969,154,30,203,3,2,0.0456430017948
970,336,344,2,2,2,0.00675999978557
971,40,434,37,3,3,0.0145610002801
972,177,397,3,2,2,0.00612000003457
973,49,230,4,2,2,0.00130000000354
974,102,31,189,2,3,0.00774700008333
975,327,262,4,3,2,0.0176960006356
976,19,76,592,2,3,0.0180539991707
977,157,344,6,3,3,0.0149299995974
978,244,181,18,3,2,0.0492799989879
979,401,294,6,2,3,0.00932700000703
980,406,387,2,2,2,0.00923599954695
981,442,120,8,2,2,0.0124239996076
982,168,443,9,3,3,0.0154550001025
983,174,131,11,3,3,0.00581000000238
984,285,188,2,3,2,0.00554799987003
985,9,397,156,2,2,0.0146800000221
986,109,7,1196,2,2,0.0243730004877
987,307,386,7,2,2,0.0241279993206
988,193,307,8,2,2,0.0137520004064
989,325,122,14,2,2,0.0305150002241
990,244,152,3,2,3,0.00149000005331
991,75,258,37,2,3,0.00952900014818
992,444,26,22,2,3,0.00355500006117
993,359,329,2,3,2,0.0121769998223
994,145,186,24,2,2,0.0190389994532
995,284,15,68,2,2,0.00815299991518
996,274,228,12,3,2,0.0381660014391
997,226,305,1,2,2,0.00202600006014
998,385,103,20,3,3,0.0183819998056
999,107,306,25,3,3,0.0186230000108
1000,151,354,18,2,3,0.0125780003145
1001,292,70,24,3,3,0.0114320004359
1002,221,270,2,3,3,0.00557200005278
1003,15,31,1829,2,3,0.0225719995797
1004,78,106,78,2,2,0.0212520007044
1005,208,266,16,3,3,0.0205409992486
1006,153,135,25,3,2,0.0265459995717
1007,255,33,64,2,3,0.00727800000459
1008,88,22,451,2,2,0.0259230006486
1009,33,48,422,2,2,0.0194760002196
1010,262,385,8,3,3,0.0187759995461
1011,119,437,19,3,2,0.0513119995594
1012,19,114,76,2,3,0.00412999978289
1013,281,379,1,2,2,0.00618099980056
1014,250,252,1,2,3,0.000853999983519
1015,48,145,81,3,3,0.0130179999396
1016,165,173,25,3,2,0.0367080010474
1017,407,112,7,3,2,0.0162090007216
1018,173,337,16,2,2,0.0273129995912
1019,195,330,9,2,2,0.0168459992856
1020,315,241,7,3,2,0.0273630004376
1021,70,189,45,2,3,0.00777800008655
1022,300,110,23,2,3,0.0100999996066
1023,233,283,3,3,3,0.00463300012052
1024,209,133,8,3,2,0.0189549997449
1025,337,99,16,2,3,0.0116839995608
1026,253,315,8,2,3,0.00846500042826
1027,115,440,11,3,2,0.028425000608
1028,57,256,59,3,2,0.0436999984086
1029,299,19,58,3,3,0.00743399979547
1030,165,47,103,2,3,0.0108390003443
1031,139,179,31,2,3,0.010214000009
1032,408,314,1,3,3,0.00295399990864
1033,328,344,8,3,3,0.0210870001465
1034,1,203,4882,3,2,0.000387999985833
1035,151,287,23,3,2,0.0679569989443
1036,333,257,1,2,3,0.00115899997763
1037,411,127,6,3,2,0.0162010006607
1038,98,48,42,3,2,0.00976799987257
1039,277,98,35,2,3,0.012803000398
1040,326,229,13,2,2,0.0282279998064
1041,412,114,2,3,3,0.00217500003055
1042,241,299,10,2,3,0.00953599996865
1043,47,278,10,3,2,0.00657500000671
1044,420,342,6,3,2,0.0443629994988
1045,264,96,29,3,3,0.017064999789
1046,221,436,8,2,3,0.0101570002735
1047,207,217,13,2,3,0.0152799999341
1048,287,261,6,2,3,0.00939400028437
1049,263,231,5,2,2,0.00883900001645
1050,338,409,6,2,3,0.010924000293
1051,150,29,173,2,2,0.0215230006725
1052,254,280,5,2,2,0.0104670003057
1053,22,301,136,2,3,0.0113639999181
1054,222,293,6,3,3,0.00908599980175
1055,391,129,5,3,3,0.00589699996635
1056,29,306,96,2,2,0.0243309997022
1057,84,93,80,3,3,0.0147700002417
1058,196,39,104,2,2,0.0229609999806
1059,357,120,2,3,2,0.0043819998391
1060,38,85,308,3,3,0.0322530008852
1061,180,372,8,2,2,0.0157520007342
1062,249,54,5,2,2,0.00197899993509
1063,399,81,25,3,2,0.0412929989398
1064,238,34,50,2,3,0.00529500003904
1065,87,418,21,2,3,0.0100809996948
1066,207,441,9,2,3,0.010937999934
1067,377,235,5,3,2,0.0230219997466
1068,101,166,43,2,3,0.00977099966258
1069,207,325,5,2,2,0.00984000042081
1070,123,190,19,2,2,0.0129810003564
1071,233,115,29,2,3,0.0103369997814
1072,216,155,28,3,3,0.0320050008595
1073,139,302,12,2,2,0.0152230001986
1074,224,384,9,2,3,0.0102909998968
1075,159,123,29,3,2,0.0293829999864
1076,428,89,12,2,3,0.00613699993119
1077,79,134,77,3,2,0.0414710007608
1078,32,324,18,2,3,0.00253599998541
1079,215,427,5,2,3,0.00611100019887
1080,198,64,36,3,2,0.0230470001698
1081,39,62,260,2,2,0.0182739999145
1082,81,372,26,3,2,0.0403419993818
1083,158,153,8,3,3,0.00446399999782
1084,409,388,3,3,3,0.0109860002995
1085,271,20,11,3,3,0.00130100001115
1086,66,443,16,2,3,0.00616700015962
1087,358,57,16,3,2,0.0167820006609
1088,271,289,3,3,2,0.0120860002935
1089,229,432,6,2,3,0.00781700015068
1090,201,134,37,2,3,0.013419999741
1091,350,77,22,2,2,0.0171760004014
1092,123,79,75,3,2,0.0370679982007
1093,306,118,26,3,2,0.0650520026684
1094,228,387,4,3,2,0.0183550007641
1095,192,326,3,3,2,0.00973199959844
1096,401,293,7,2,2,0.0238860007375
1097,168,318,6,3,3,0.0074410000816
1098,282,10,192,2,3,0.00680899992585
1099,182,390,14,2,2,0.0293899998069
1100,297,383,8,2,2,0.0265679992735
1101,278,28,96,2,3,0.00969799980521
1102,143,263,18,3,2,0.0351659990847
1103,205,325,14,3,3,0.0326730012894
1104,27,28,1222,3,2,0.0431989990175
1105,343,345,8,3,3,0.0218790005893
1106,275,313,9,3,2,0.0401050001383
1107,121,300,9,2,2,0.00948399957269
1108,6,404,291,3,2,0.0246149990708
1109,105,357,24,3,3,0.0208369996399
1110,4,64,2714,2,2,0.0229720007628
1111,7,219,344,3,2,0.0320479981601
1112,316,310,4,3,2,0.0201999992132
1113,184,230,4,3,2,0.00861299969256
1114,223,25,113,3,3,0.0142329996452
1115,231,304,14,2,3,0.0130500001833
1116,254,93,10,3,2,0.0122229997069
1117,123,279,12,2,2,0.0120599996299
1118,136,305,15,3,2,0.0316400006413
1119,303,129,25,3,2,0.0501450002193
1120,217,412,8,2,2,0.0368670001626
1121,366,232,8,2,3,0.00890299957246
1122,127,127,46,3,2,0.0378119982779
1123,160,329,15,2,2,0.0231529995799
1124,393,362,3,2,2,0.0126170003787
1125,303,390,4,2,3,0.00621700007468
1126,396,420,6,2,3,0.0131449997425
1127,262,348,5,2,3,0.00599499978125
1128,201,90,45,3,2,0.0416189990938
1129,194,178,9,2,3,0.00414999993518
1130,378,127,18,2,2,0.0415679998696
1131,265,52,9,3,2,0.00626800023019
1132,246,440,4,2,3,0.00578599981964
1133,201,425,11,2,2,0.027535000816
1134,207,330,8,3,2,0.0282279998064
1135,329,8,364,3,2,0.0383480004966
1136,11,59,567,2,3,0.00552000012249
1137,199,206,20,3,3,0.0190030001104
1138,43,165,86,2,2,0.017567999661
1139,423,446,4,3,3,0.0176999997348
1140,100,257,29,3,3,0.0171220004559
1141,410,230,9,3,2,0.0433060005307
1142,176,87,8,2,2,0.00354399997741
1143,145,355,6,3,3,0.00723600015044
1144,165,77,27,3,2,0.0174909997731
1145,434,264,5,2,2,0.0167459994555
1146,176,20,124,3,2,0.020773999393
1147,415,258,2,3,2,0.0112260002643
1148,445,144,15,2,2,0.0284340009093
1149,368,423,1,2,3,0.0020530000329
1150,437,274,7,3,2,0.0605360008776
1151,294,126,24,3,3,0.0206259991974
1152,350,159,9,2,3,0.00670100003481
1153,239,312,7,2,3,0.0070020002313
1154,263,229,2,2,3,0.00158000004012
1155,441,423,3,3,2,0.0288319997489
1156,407,356,2,2,3,0.00382800004445
1157,79,88,79,3,2,0.0277660004795
1158,133,218,9,2,2,0.00757799996063
1159,145,265,10,3,3,0.00899199955165
1160,205,420,11,3,2,0.0574040003121
1161,12,276,95,3,2,0.0159850008786
1162,309,66,8,3,3,0.00385099998675
1163,46,346,44,3,2,0.0344979986548
1164,407,335,1,3,2,0.00703800003976
1165,183,230,17,2,2,0.0210710000247
1166,284,101,31,2,3,0.0120329996571
1167,222,186,21,2,3,0.0115050002933
1168,294,140,13,2,3,0.00714999996126
1169,139,231,13,3,2,0.0213569998741
1170,55,362,33,2,3,0.00858800020069
1171,335,9,57,2,2,0.00467800023034
1172,92,378,25,2,2,0.0311159994453
1173,425,65,36,2,2,0.0338269993663
1174,193,420,3,3,2,0.0126620000228
1175,173,221,14,2,2,0.0156129999086
1176,245,33,54,2,2,0.0125569999218
1177,38,432,45,2,2,0.021588999778
1178,15,88,469,3,2,0.0293300002813
1179,298,55,36,2,3,0.00766600016505
1180,259,282,9,3,2,0.0340560004115
1181,222,383,3,3,3,0.00585999991745
1182,332,119,16,3,2,0.0503179989755
1183,163,209,12,3,3,0.00941499974579
1184,115,78,88,2,3,0.0103580001742
1185,54,314,45,3,2,0.0377959981561
1186,354,347,3,3,2,0.0190260000527
1187,223,390,2,3,2,0.00893200002611
1188,38,194,17,2,3,0.00171500002034
1189,46,274,6,3,3,0.00176300003659
1190,119,39,152,2,3,0.00961800012738
1191,138,291,12,2,2,0.0140399998054
1192,157,95,64,2,3,0.0126769999042
1193,31,306,98,2,2,0.026610000059
1194,106,425,9,3,2,0.038286998868
1195,443,263,3,2,3,0.00468199979514
1196,87,148,23,2,3,0.00388600002043
1197,153,83,30,2,3,0.00508899986744
1198,153,216,29,2,2,0.0278520006686
1199,270,251,6,2,2,0.0118540003896
1200,173,138,13,3,3,0.0072260000743
1201,443,135,6,3,3,0.00830200035125
1202,300,363,6,3,2,0.0334869995713
1203,414,367,1,2,3,0.00200499990024
1204,306,366,8,3,3,0.0209160000086
1205,332,217,3,3,3,0.00500199990347
1206,83,181,38,3,3,0.0130460001528
1207,331,101,5,3,2,0.0086850002408
1208,404,378,2,3,3,0.014303999953
1209,267,349,8,3,3,0.0319110006094
1210,216,144,15,3,3,0.0108300000429
1211,182,72,21,3,3,0.0064170002006
1212,71,400,16,2,2,0.013198999688
1213,339,158,14,2,3,0.0100090000778
1214,407,376,1,2,2,0.00450399983674
1215,130,138,34,2,3,0.00797700043768
1216,62,92,123,3,2,0.0349569991231
1217,370,303,5,2,2,0.0163289997727
1218,277,418,4,2,3,0.00604999996722
1219,365,18,3,2,3,0.000287000002572
1220,301,7,356,2,3,0.00922400038689
1221,126,20,101,2,2,0.00757300015539
1222,190,27,142,2,3,0.0097179999575
1223,26,11,1534,2,3,0.00921900011599
1224,162,398,7,2,2,0.0217230003327
1225,39,36,698,2,2,0.0285379998386
1226,295,157,10,2,3,0.00602900004014
1227,294,177,14,3,2,0.0372559987009
1228,336,50,49,2,2,0.0241659991443
1229,100,266,6,3,3,0.00367800006643
1230,235,242,14,3,3,0.0182419996709
1231,314,80,25,3,3,0.014301000163
1232,407,235,2,3,3,0.00445199990645
1233,260,246,8,2,3,0.00684599997476
1234,274,148,8,2,3,0.00427599996328
1235,357,360,6,2,2,0.0341500006616
1236,122,402,16,3,2,0.039712999016
1237,346,89,17,3,2,0.0266910009086
1238,286,280,2,2,3,0.00210399995558
1239,8,1,55293,2,2,0.0341570004821
1240,256,335,10,2,3,0.0113469995558
1241,74,379,28,2,3,0.0104369996116
1242,443,302,2,2,3,0.00351299997419
1243,388,282,4,2,3,0.00575099978596
1244,265,435,1,3,3,0.00269100000151
1245,24,291,135,2,3,0.0124479997903
1246,98,445,2,2,3,0.00115799997002
1247,240,202,8,2,2,0.0113930003718
1248,268,256,7,3,2,0.0247930008918
1249,86,119,56,2,3,0.00771099980921
1250,132,195,36,2,2,0.0272659994662
1251,141,396,2,3,2,0.00574100017548
1252,181,387,7,3,2,0.0251790005714
1253,226,159,18,2,2,0.018927000463
1254,355,43,56,3,2,0.0432539992034
1255,106,235,37,3,3,0.0210790000856
1256,244,224,10,2,3,0.00721399998292
1257,16,202,147,2,2,0.0140110002831
1258,55,232,5,2,2,0.00183600001037
1259,239,312,11,3,2,0.0421710014343
1260,86,133,23,3,2,0.0133199999109
1261,83,77,134,2,2,0.0247809998691
1262,403,327,4,3,2,0.0271390005946
1263,187,61,60,3,3,0.0158060006797
1264,386,388,1,2,3,0.00198299996555
1265,417,60,18,2,2,0.0132879996672
1266,16,88,517,3,2,0.0491609983146
1267,409,59,10,3,2,0.012303000316
1268,44,427,17,2,2,0.0093289995566
1269,7,73,1328,3,2,0.029912000522
1270,227,132,16,2,2,0.0139790000394
1271,93,356,20,3,3,0.0153759997338
1272,425,321,1,2,3,0.00182600005064
1273,86,361,20,3,2,0.0318100005388
1274,178,13,403,3,3,0.0205390006304
1275,87,418,5,3,2,0.00938499998301
1276,410,104,2,2,2,0.00249699992128
1277,95,181,24,3,3,0.00939899962395
1278,230,71,48,2,2,0.0382150001824
1279,435,142,6,3,3,0.00865899957716
1280,353,341,3,3,3,0.00841999985278
1281,74,60,128,3,3,0.0129850003868
1282,261,110,14,3,3,0.00928900018334
1283,276,26,61,2,3,0.00615100003779
1284,444,95,13,2,3,0.00734200002626
1285,48,174,98,3,2,0.0401559993625
1286,276,255,7,3,2,0.0252219997346
1287,144,416,11,3,3,0.0154520003125
1288,136,253,13,2,3,0.0058129997924
1289,54,191,37,2,2,0.0111189996824
1290,63,125,50,3,2,0.0358720012009
1291,267,210,9,3,2,0.026162000373
1292,77,427,1,3,2,0.00170300004538
1293,54,439,24,3,2,0.0287350006402
1294,165,39,81,3,2,0.0264929998666
1295,354,40,18,3,3,0.00581200001761
1296,46,361,44,3,2,0.0367260016501
1297,232,149,5,3,3,0.00393600016832
1298,109,435,13,3,2,0.0318170003593
1299,228,349,2,3,3,0.00372999999672
1300,409,1,781,3,3,0.0399999991059
1301,335,427,4,3,3,0.013145999983
1302,76,8,1117,2,2,0.0210369993001
1303,289,294,6,2,3,0.00676900008693
1304,361,181,6,2,2,0.0115179996938
1305,258,330,7,3,3,0.0140300001949
1306,247,422,5,3,3,0.011977000162
1307,27,125,25,2,2,0.00239000003785
1308,114,220,15,2,3,0.00496600009501
1309,164,166,34,3,2,0.04695700109
1310,124,229,15,3,2,0.0218749996275
1311,141,358,10,3,3,0.0209630001336
1312,205,431,6,2,2,0.0192290004343
1313,84,164,17,3,3,0.00540400017053
1314,414,405,5,2,2,0.0245820004493
1315,28,309,10,2,2,0.00255599990487
1316,358,55,4,2,2,0.00228199991398
1317,70,286,22,2,2,0.0130820004269
1318,183,439,4,2,2,0.00943399965763
1319,124,9,125,3,3,0.00337500008754
1320,382,363,6,3,3,0.0192290004343
1321,117,370,7,3,2,0.0156890004873
1322,303,294,2,3,3,0.00419999985024
1323,91,69,22,3,2,0.00713599985465
1324,12,443,186,3,2,0.0449859984219
1325,443,309,1,3,2,0.0141770001501
1326,324,81,25,3,2,0.0337760001421
1327,356,45,4,2,2,0.00187399995048
1328,137,353,6,3,3,0.00656800018623
1329,390,49,14,3,2,0.0138140004128
1330,394,419,2,3,2,0.0169649999589
1331,218,289,7,3,3,0.0100990002975
1332,411,238,6,3,2,0.030523000285
1333,396,49,50,3,2,0.0490589998662
1334,238,376,10,3,2,0.0634139999747
1335,154,222,26,2,2,0.0259600002319
1336,306,207,1,2,2,0.00183600001037
1337,285,207,5,3,2,0.015177000314
1338,288,425,1,2,3,0.0016230000183
1339,11,380,104,2,3,0.00625800015405
1340,227,10,413,2,3,0.0118239996955
1341,267,383,4,3,2,0.021215999499
1342,18,356,116,2,2,0.021903000772
1343,67,331,30,3,2,0.0343980006874
1344,406,109,2,2,2,0.00256299995817
1345,124,336,15,2,3,0.00833700038493
1346,268,282,8,3,2,0.0420560017228
1347,293,17,196,3,2,0.0479330010712
1348,197,311,8,3,3,0.0111830001697
1349,1,288,1242,3,3,0.0248830001801
1350,378,75,6,3,3,0.00395399983972
1351,198,295,12,2,2,0.0204109996557
1352,286,379,9,2,3,0.0128380004317
1353,119,424,15,2,3,0.0100189996883
1354,422,146,10,2,3,0.00820599962026
1355,322,73,41,3,3,0.0260199997574
1356,68,251,52,2,2,0.0324149988592
1357,271,202,10,2,2,0.0159579999745
1358,206,113,29,2,3,0.0090389996767
1359,57,319,54,2,2,0.0283989999443
1360,323,93,7,3,2,0.0107659995556
1361,333,138,19,2,2,0.0256329998374
1362,32,315,33,2,3,0.00452800001949
1363,67,124,44,3,2,0.0186800006777
1364,378,112,17,2,2,0.0210539996624
1365,307,287,3,3,3,0.0060470001772
1366,280,36,43,3,3,0.0102490000427
1367,201,379,13,2,2,0.0407349988818
1368,45,208,18,3,3,0.00388299999759
1369,32,323,30,2,2,0.00905399955809
1370,229,208,17,3,3,0.0188570003957
1371,230,404,10,2,3,0.012306000106
1372,117,82,37,2,2,0.010332999751
1373,410,228,7,2,2,0.0191259998828
1374,110,84,39,3,2,0.0182370003313
