,input_size_h,input_size_w,channels,filter_count,filter_size,stride,runtime
238,20,20,33,53,10,2,0.0273679997772
239,33,20,8,33,6,1,0.0143029997125
240,5,3,13,20,2,2,0.000222000002395
241,137,20,219,137,4,2,0.447115987539
242,219,13,13,5,10,2,0.0241049993783
243,53,13,5,20,6,1,0.00724700000137
244,85,3,33,33,2,1,0.00248900009319
245,53,5,137,13,4,1,0.0315209999681
246,53,53,33,85,4,2,0.0526520013809
247,137,85,219,137,8,2,6.65597295761
248,33,33,351,3,10,2,0.344981998205
249,20,137,33,53,8,1,0.427473992109
250,137,20,137,137,10,2,1.2063549757
251,137,137,3,85,8,2,0.129991993308
252,33,85,20,5,8,2,0.0419330000877
253,33,3,351,219,2,2,0.0229439996183
254,219,33,5,219,8,1,0.561016023159
255,13,8,53,3,2,1,0.00120399997104
256,53,53,20,33,8,2,0.063718996942
257,5,33,219,3,4,2,0.00758400000632
258,85,85,85,219,4,2,0.636183977127
259,53,33,20,5,10,1,0.135269001126
260,20,137,5,137,2,2,0.00807499978691
261,219,33,85,137,8,2,1.48839497566
262,137,8,20,219,4,1,0.0929720029235
263,219,13,8,137,6,2,0.0339879989624
264,53,33,20,219,6,1,0.303090006113
265,20,137,85,33,8,1,0.877570986748
266,85,8,351,137,4,2,0.196285992861
267,53,137,219,20,4,1,1.67079699039
268,13,53,137,3,2,1,0.0198040008545
269,20,137,85,85,2,1,0.13529099524
270,20,33,53,219,4,1,0.147686004639
271,219,137,351,137,8,1,111.34172821
272,219,137,13,3,2,2,0.0223680008203
273,33,20,20,20,10,2,0.0149980001152
274,8,33,8,8,4,1,0.00200399989262
275,137,33,137,5,2,2,0.0363009981811
276,53,5,85,20,2,1,0.00572199979797
277,33,33,53,8,6,1,0.0982030034065
278,85,13,3,13,10,1,0.0102390004322
279,3,137,219,85,2,2,0.0122889997438
280,53,85,20,13,4,2,0.025079999119
281,85,219,137,8,2,1,0.572136998177
282,20,33,3,137,4,2,0.00304299988784
283,85,219,351,3,2,1,1.36943995953
284,85,13,137,20,4,1,0.153025001287
285,85,13,85,5,8,2,0.0519779995084
286,219,219,137,137,2,1,4.9819021225
287,137,137,137,85,4,2,1.3414080143
288,33,137,3,219,6,1,0.157861992717
289,137,53,85,20,10,2,0.881941020489
290,13,20,137,85,8,1,0.159211993217
291,85,137,219,85,6,1,11.1679143906
292,33,13,3,3,6,2,0.000651000009384
293,137,13,5,33,8,1,0.0320269986987
294,219,33,13,85,6,1,0.417450994253
295,53,13,13,20,8,1,0.023022999987
296,137,33,85,5,4,2,0.086727000773
297,5,219,5,5,4,1,0.0045309998095
298,20,20,13,8,4,1,0.00489100022241
299,219,33,53,13,2,2,0.0301430001855
300,85,13,33,53,2,1,0.0174480006099
301,85,85,219,85,6,2,1.741279006
302,33,53,5,137,2,2,0.00505199981853
303,137,13,20,85,6,2,0.0365759991109
304,8,219,20,3,6,1,0.0437549985945
305,53,8,33,219,6,2,0.0382519997656
306,20,85,3,85,10,2,0.018153000623
307,20,20,351,33,8,1,0.439938008785
308,219,5,53,85,2,1,0.0299219992012
309,85,13,5,219,4,1,0.0333979986608
310,85,137,5,3,8,1,0.18479500711
311,33,13,20,13,6,2,0.00437799980864
312,20,219,33,137,4,1,0.421752005816
313,219,53,8,219,8,2,0.366493999958
314,20,8,8,8,4,1,0.00129299995024
315,219,20,33,8,2,1,0.0341949984431
316,33,137,8,85,10,1,0.378679007292
317,20,137,20,13,6,2,0.0293259993196
318,13,85,33,3,4,1,0.0305029992014
319,5,5,13,33,2,2,0.00027200000477
320,33,137,219,219,10,1,18.7214202881
321,20,20,85,33,8,1,0.107510998845
322,33,137,13,33,4,2,0.0221209991723
323,33,3,137,33,2,1,0.00428499979898
324,219,13,20,5,4,2,0.0130610000342
325,219,20,53,33,2,2,0.022423999384
326,20,85,8,137,2,2,0.0059529999271
327,137,8,137,3,2,1,0.0299580004066
328,219,20,20,8,8,1,0.232894003391
329,53,219,219,5,8,1,7.97501420975
330,20,85,85,33,4,2,0.0496280007064
331,8,137,219,8,2,2,0.0144189996645
332,85,5,13,5,2,1,0.00128199998289
333,85,53,53,85,10,1,2.45890498161
334,13,20,33,85,4,2,0.00633900007233
335,20,219,13,3,10,1,0.195295006037
336,5,5,8,13,2,2,0.000178000002052
337,20,33,219,85,8,1,0.805243015289
338,13,8,33,137,4,2,0.00532899983227
339,137,5,3,33,2,1,0.00171300000511
340,20,53,20,137,2,1,0.0225300006568
341,219,53,13,3,6,2,0.0707110017538
342,33,85,351,13,2,1,0.243626996875
343,13,20,8,8,10,1,0.00428299978375
344,20,3,137,13,2,2,0.00101600005291
345,85,20,53,85,2,2,0.0143879996613
346,13,53,20,3,10,1,0.0304249990731
347,33,20,85,8,10,2,0.0485239997506
348,137,33,53,13,2,1,0.0731690004468
349,137,137,8,8,2,2,0.0108580002561
350,33,53,8,53,6,1,0.0502719990909
351,8,85,137,33,4,2,0.0329860001802
352,33,219,53,33,10,1,2.38094711304
353,53,8,20,13,6,2,0.00436200015247
354,219,20,5,137,2,1,0.0481970012188
355,53,8,53,85,4,2,0.0156950000674
356,85,5,219,3,4,1,0.0631669983268
357,33,53,5,53,6,2,0.00862300023437
358,53,13,53,3,8,1,0.0778260007501
359,20,20,137,5,10,2,0.0478640012443
360,3,53,137,33,2,2,0.00253900000826
361,33,53,3,8,6,1,0.0106779998168
362,33,33,13,85,6,2,0.0170900002122
363,53,219,53,137,2,1,0.498100012541
364,85,8,33,13,6,1,0.0323959998786
365,53,33,219,13,6,1,0.745748996735
366,33,5,219,137,4,1,0.112024001777
367,33,85,5,53,8,2,0.0212210007012
368,85,13,137,3,4,2,0.0305659994483
369,3,5,5,5,2,1,0.00016300000425
370,13,137,53,33,2,2,0.00855300016701
371,33,219,53,5,6,1,0.68560397625
372,8,20,219,20,4,1,0.0364409983158
373,33,20,85,3,4,2,0.0124920001253
374,20,137,5,13,8,2,0.0120059996843
375,33,137,5,137,10,1,0.326646000147
376,8,20,20,5,2,2,0.000380000012228
377,20,85,33,137,10,2,0.185757994652
378,33,20,137,3,2,2,0.00523199979216
379,85,33,8,219,8,2,0.0843560025096
380,219,137,53,8,8,1,5.37681913376
381,8,13,85,33,6,2,0.0104459999129
382,33,53,3,137,8,2,0.0150960003957
383,85,53,137,85,4,1,1.25939500332
384,8,8,5,137,2,2,0.000478000001749
385,13,219,13,33,2,2,0.0042929998599
386,33,85,20,3,6,1,0.0994459986687
387,33,33,5,53,6,1,0.0197870004922
388,85,13,53,33,4,2,0.0190360005945
389,20,85,13,137,2,2,0.00744599988684
390,53,219,85,8,8,1,3.12420296669
391,3,20,85,53,2,2,0.00150200002827
392,219,85,33,53,2,2,0.0745320022106
393,5,85,5,219,4,2,0.00346700008959
394,33,85,13,3,10,2,0.0364999994636
395,13,219,13,33,8,2,0.0317090004683
396,53,5,33,33,4,2,0.00357499998063
397,137,5,3,8,4,1,0.00199600006454
398,8,20,219,53,4,1,0.0574680007994
399,8,53,3,85,2,2,0.000873000011779
400,219,219,13,13,4,2,0.166552007198
401,137,5,219,20,4,2,0.0362580008805
402,219,33,85,219,4,1,2.46557211876
403,5,85,85,219,2,2,0.0112920003012
404,20,3,219,13,2,1,0.00320699997246
405,137,20,219,219,8,1,7.03288984299
406,53,20,13,20,4,1,0.0166190005839
407,137,13,3,8,6,2,0.00245100003667
408,20,8,33,3,2,2,0.000493000028655
409,137,219,3,5,10,1,0.474952995777
410,85,20,137,5,6,1,0.387042999268
411,137,85,351,8,2,1,0.897862017155
412,137,13,53,33,2,1,0.0330680012703
413,85,13,13,5,6,2,0.00605800002813
414,53,33,33,33,6,2,0.0398130007088
415,219,20,137,13,10,1,2.38557600975
416,20,13,53,20,2,2,0.00125800003298
417,85,8,20,85,2,1,0.00927499961108
418,85,20,5,5,6,2,0.00433399993926
419,137,33,33,5,10,1,0.619265973568
420,53,85,53,85,10,1,2.45500993729
421,85,33,219,20,8,1,2.11435294151
422,137,219,8,85,2,1,0.264407992363
423,20,20,3,85,8,1,0.00770300021395
424,219,85,13,85,2,1,0.209713995457
425,33,85,351,5,10,1,3.92753911018
426,53,137,3,8,2,2,0.00223400001414
427,219,20,137,53,6,1,1.82176399231
428,137,5,20,137,2,1,0.0127879995853
429,137,53,351,13,10,1,13.1007385254
430,33,85,219,3,4,2,0.127636000514
431,219,137,20,20,2,2,0.0494460016489
432,8,13,8,3,2,1,0.000339999998687
433,8,20,85,53,6,1,0.0379199981689
434,85,13,8,137,10,2,0.0230039991438
435,8,3,53,20,2,2,0.000440000003437
436,85,33,8,5,10,2,0.0243200007826
437,219,137,85,219,8,1,38.780834198
438,13,13,33,53,4,2,0.00330099998973
439,219,20,13,20,6,2,0.0332639999688
440,20,20,137,219,4,1,0.241888001561
441,219,8,85,137,6,1,0.606881976128
442,219,137,33,85,8,1,7.71660995483
443,219,5,53,137,4,1,0.143935993314
444,13,8,137,3,4,2,0.00364000000991
445,85,33,13,137,2,2,0.0119890002534
446,33,219,33,219,8,2,0.83987402916
447,20,219,53,5,10,1,0.826745986938
448,13,13,137,137,4,2,0.0249770004302
449,20,219,137,33,10,2,0.857599020004
450,33,219,20,20,8,2,0.132806003094
451,53,13,3,5,2,2,0.000303000007989
452,5,85,20,85,2,1,0.00539400009438
453,8,137,33,5,2,1,0.00802300032228
454,13,53,85,13,4,2,0.0143999997526
455,33,53,13,8,8,1,0.0651620030403
456,53,85,137,85,10,1,6.3331489563
457,137,33,85,8,8,2,0.289986997843
458,137,8,5,8,4,1,0.00516799977049
459,219,13,351,13,10,1,2.80346798897
460,85,13,351,13,4,2,0.0929180011153
461,20,219,219,219,10,2,4.30756187439
462,219,33,5,3,4,2,0.00873200036585
463,20,8,20,137,4,2,0.00514400005341
464,8,53,20,53,4,2,0.00483699981123
465,33,5,20,3,2,2,0.000308999995468
466,85,219,53,13,6,2,0.533142983913
467,20,8,5,219,2,2,0.0010890000267
468,5,85,53,13,2,2,0.00152799999341
469,20,219,85,13,2,1,0.0952749997377
470,53,8,5,3,4,1,0.00187000003643
471,53,85,13,137,8,1,0.614126980305
472,13,33,33,8,6,2,0.0060049998574
473,137,8,137,13,6,1,0.214074000716
474,137,137,33,85,8,2,1.22692203522
475,13,33,85,8,2,1,0.00856400001794
476,53,85,33,53,8,2,0.210286006331
477,53,33,8,137,10,2,0.0512490011752
478,53,137,53,8,6,1,0.716627001762
479,20,137,3,8,8,2,0.00653999997303
480,33,33,219,20,4,2,0.0637900009751
481,219,33,20,53,4,2,0.0646229982376
482,85,13,53,219,8,1,0.592499017715
483,13,33,13,219,6,1,0.043698001653
484,53,137,351,8,10,2,2.94507789612
485,33,219,8,137,10,2,0.213540002704
486,20,20,219,137,10,1,0.826578974724
487,53,33,219,219,10,2,1.89318203926
488,137,20,13,8,4,2,0.00913199968636
489,8,137,219,13,4,1,0.215605005622
490,13,8,351,137,2,2,0.0135840000585
491,53,20,5,85,10,2,0.0135420002043
492,53,85,13,219,10,1,1.23167300224
493,85,53,13,8,8,2,0.046845998615
494,33,8,53,85,2,2,0.0032389999833
495,13,13,13,13,6,1,0.00367100001313
496,13,137,5,85,10,1,0.0559000000358
497,20,137,20,53,4,1,0.0950499996543
498,53,13,53,33,2,1,0.0129380002618
499,13,5,85,8,2,1,0.00124799995683
500,33,13,8,8,2,1,0.00141000002623
501,85,5,219,219,2,2,0.0268309991807
502,20,219,3,20,10,1,0.0615990012884
503,85,20,85,8,4,2,0.0332879982889
504,8,13,33,85,6,2,0.00847200024873
505,8,5,351,53,4,2,0.021154999733
506,20,137,219,20,10,1,2.4983549118
507,137,13,33,13,2,1,0.0162899997085
508,137,20,219,85,8,1,3.58187699318
509,8,33,13,53,6,1,0.00889299996197
510,137,33,3,53,8,2,0.0221640001982
511,33,33,5,219,8,1,0.0793600007892
512,137,137,3,8,6,1,0.131723001599
513,3,20,5,219,2,1,0.00104600004852
514,137,20,3,85,4,1,0.0292269997299
515,137,85,13,219,2,2,0.0729700028896
516,85,219,8,20,8,2,0.162281006575
517,33,8,219,5,2,2,0.00385199999437
518,53,20,219,137,4,1,0.647569000721
519,219,85,85,85,4,1,3.30862092972
520,137,20,33,219,6,1,0.719102025032
521,219,85,3,13,6,2,0.0346469990909
522,137,5,5,219,2,1,0.00995500013232
523,8,85,33,20,4,1,0.022804999724
524,219,13,33,20,2,2,0.00712900003418
525,13,13,53,3,4,2,0.00210199994035
526,33,85,351,33,10,2,1.50740599632
527,13,13,219,3,2,1,0.00715800002217
528,13,137,8,8,6,2,0.00618400005624
529,85,53,20,137,6,2,0.143622994423
530,219,53,85,53,2,2,0.109794996679
531,8,13,8,137,4,1,0.00328100007027
532,33,33,5,219,4,2,0.00946999993175
533,53,33,5,3,2,2,0.000714000023436
534,5,13,85,13,4,2,0.0021349999588
535,85,85,5,33,8,1,0.190465003252
536,219,137,137,53,8,1,24.3856506348
537,137,5,85,219,4,1,0.208037003875
538,33,219,137,219,10,1,18.9601802826
539,20,85,13,3,2,2,0.00149599998258
540,20,219,13,219,2,1,0.106106996536
541,33,219,13,85,2,1,0.0819989964366
542,219,20,33,13,2,1,0.0393760018051
543,53,219,33,137,2,1,0.348107993603
544,85,33,219,53,2,2,0.0633419975638
545,8,33,13,13,6,2,0.00191300001461
546,219,20,219,85,4,2,0.512489020824
547,219,137,5,137,2,1,0.340528011322
548,53,53,85,3,8,2,0.169052004814
549,20,137,53,13,10,2,0.155499994755
550,219,53,8,8,8,1,0.3044950068
551,137,85,20,33,10,2,0.422881990671
552,20,13,33,85,10,2,0.0241100005805
553,85,8,33,5,2,2,0.00153300003149
554,137,85,219,5,2,2,0.143251001835
555,85,137,20,53,2,2,0.03233499825
556,8,8,53,20,4,2,0.00217900006101
557,85,13,351,219,8,1,3.83767604828
558,3,53,137,85,2,2,0.00480900006369
559,5,85,13,137,4,2,0.00487700011581
560,85,219,13,3,6,2,0.113765999675
561,137,13,219,219,6,2,0.756546020508
562,5,137,20,3,4,2,0.00275300000794
563,33,8,53,85,6,1,0.0456969998777
564,20,13,219,219,6,1,0.4339889884
565,219,53,20,219,4,2,0.26931899786
566,219,3,219,20,2,1,0.0277169998735
567,20,85,3,137,10,1,0.0651210024953
568,8,5,85,20,2,2,0.000742000003811
569,13,8,8,13,4,2,0.000444000004791
570,20,20,8,85,8,1,0.0242679994553
571,33,219,85,3,4,2,0.13237400353
572,13,137,351,13,10,1,1.74259197712
573,13,219,33,137,10,1,0.764083981514
574,85,33,53,3,10,2,0.14553399384
575,20,20,219,53,2,1,0.0362709984183
576,20,85,53,33,6,1,0.222470998764
577,137,13,5,13,4,1,0.0102500002831
578,8,20,53,13,4,2,0.00318500003777
579,137,53,8,33,10,2,0.10288400203
580,219,13,3,13,6,2,0.00454099988565
581,219,85,53,8,8,2,0.818944990635
582,5,3,33,33,2,2,0.00042699999176
583,137,219,351,3,4,2,2.21488308907
584,137,85,20,3,4,1,0.198276996613
585,20,85,20,5,4,1,0.0312959998846
586,137,33,20,5,4,1,0.0816069990396
587,219,85,3,137,10,2,0.262167990208
588,8,53,33,85,2,2,0.00296700000763
589,137,53,13,20,8,1,0.360632002354
590,5,3,3,33,2,1,0.000182999996468
591,53,53,13,5,4,1,0.0345650017262
592,8,13,8,3,4,1,0.000769999984186
593,20,33,5,13,4,2,0.001200000057
594,53,5,53,219,4,2,0.0217300001532
595,85,33,85,3,10,2,0.232839003205
596,219,85,33,137,4,1,1.85362505913
597,53,219,5,20,2,2,0.00732599990442
598,137,219,351,85,6,1,46.7766685486
599,5,20,219,85,2,2,0.00646599987522
600,20,5,351,137,2,2,0.0154029997066
601,13,33,33,85,8,2,0.0246980004013
602,8,33,20,85,6,2,0.0076649999246
603,13,13,8,137,2,2,0.00103399995714
604,85,13,8,8,8,1,0.0243229996413
605,13,20,8,8,6,1,0.00333300000057
606,137,13,5,53,8,1,0.0389170013368
607,8,13,351,33,2,1,0.0118009997532
608,53,53,3,5,6,1,0.0170879997313
609,219,13,85,219,6,1,1.68797504902
610,137,219,351,137,2,1,7.52702283859
611,20,20,3,8,2,2,0.000262999994447
612,85,8,8,3,6,1,0.00709699979052
613,20,33,85,33,6,2,0.0396299995482
614,20,8,5,53,4,1,0.00185100000817
615,53,33,20,20,2,1,0.0116149997339
616,5,33,33,137,2,2,0.00207399995998
617,8,13,85,8,2,1,0.0020300000906
618,5,53,3,137,2,1,0.00298199988902
619,20,219,33,33,8,1,0.557485997677
620,85,5,5,3,2,2,0.000265999988187
621,53,20,219,137,6,2,0.368786007166
622,20,8,20,33,6,2,0.00331400008872
623,33,137,53,137,10,1,3.20236492157
624,137,20,3,33,2,1,0.00768199982122
625,85,219,13,5,6,2,0.11880800128
626,8,5,219,8,4,1,0.0080719999969
627,137,5,85,5,4,1,0.0425920002162
628,8,20,20,13,4,2,0.00134800001979
629,219,53,53,219,4,2,0.643145024776
630,137,33,13,85,4,2,0.0358089990914
631,219,20,53,20,8,1,0.733618021011
632,3,219,5,137,2,1,0.00520299980417
633,20,219,8,53,10,1,0.244274005294
634,53,13,13,33,8,1,0.0280189998448
635,33,33,219,20,4,1,0.257140010595
636,53,20,33,13,6,2,0.0180590003729
637,13,85,20,3,2,2,0.00133100000676
638,33,13,219,20,10,1,0.244071006775
639,85,85,33,137,8,2,0.628512024879
640,219,8,3,137,6,1,0.0299469996244
641,20,33,219,85,8,2,0.263150990009
642,219,137,20,20,6,1,1.4207290411
643,219,85,85,85,2,1,0.892444014549
644,33,13,85,8,6,1,0.0524949990213
