,input_size_h,input_size_w,channels,filter_count,filter_size,stride,runtime
61,33,85,53,3,10,1,0.464787006378
62,33,137,137,53,4,2,0.202426999807
63,8,85,53,85,4,1,0.0567720010877
64,53,5,3,5,2,2,0.000159000002895
65,5,20,53,20,2,2,0.000551000004634
66,8,13,137,5,2,1,0.00243299989961
67,85,53,33,53,10,2,0.247445002198
68,5,85,5,85,2,2,0.000661999976728
69,219,3,219,137,2,1,0.0636560022831
70,3,219,53,5,2,1,0.0047050002031
71,13,53,219,53,2,2,0.0127339996397
72,137,8,85,85,6,1,0.225438997149
73,33,85,8,13,8,1,0.062392000109
74,137,8,53,33,4,1,0.0576499998569
75,5,13,351,85,4,2,0.0216879993677
76,137,33,53,219,6,1,1.59125900269
77,20,219,85,85,4,2,0.163036003709
78,5,5,3,219,2,2,0.000292000011541
79,33,137,137,20,8,1,1.76078402996
80,13,33,219,53,6,2,0.0665170028806
81,137,137,85,8,10,1,6.45810079575
82,20,137,351,3,10,1,2.54935693741
83,85,53,53,85,8,2,0.351790994406
84,137,85,3,13,2,2,0.0036549998913
85,219,137,53,3,8,2,1.03296899796
86,20,13,351,8,2,2,0.00440199999139
87,53,137,8,85,4,2,0.0312079992145
88,20,33,13,13,4,2,0.00211800006218
89,53,53,219,3,2,2,0.0274580009282
90,33,33,351,3,4,1,0.255632013083
91,13,85,53,13,8,2,0.0297049991786
92,20,53,8,85,8,1,0.0432300008833
93,85,33,351,3,4,1,0.663700997829
94,85,137,33,5,2,2,0.0191489998251
95,20,53,33,137,2,2,0.00741699989885
96,13,85,13,8,4,2,0.00276999990456
97,8,219,85,85,4,2,0.0686049982905
98,5,20,219,8,4,1,0.0138929998502
99,137,137,33,85,6,1,2.2634780407
100,219,5,20,85,2,1,0.0110280001536
101,13,85,8,3,6,1,0.0115670002997
102,13,53,85,20,10,2,0.039608001709
103,137,137,351,219,8,2,19.8034915924
104,5,8,85,8,2,1,0.000752999971155
105,20,13,351,20,4,2,0.0218150001019
106,33,20,5,3,8,1,0.00649400008842
107,137,20,3,5,4,2,0.00183900003321
108,13,53,20,8,10,2,0.00719999987632
109,20,219,8,3,8,2,0.0205090008676
110,5,85,53,85,4,1,0.0331490002573
111,219,53,85,8,4,1,0.700634002686
112,20,8,351,53,4,1,0.0737110003829
113,85,85,351,20,6,2,1.1830329895
114,20,219,8,5,4,2,0.00726999994367
115,8,20,13,53,6,1,0.00466600013897
116,5,20,3,5,2,2,0.000132999994094
117,20,137,5,3,6,1,0.0200859997422
118,20,20,53,137,8,2,0.0505120009184
119,33,219,13,3,6,1,0.147725999355
120,20,137,33,85,2,2,0.0127050001174
121,137,85,351,137,8,1,33.5745887756
122,5,20,351,137,2,1,0.0244839992374
123,5,13,351,5,2,2,0.00135499995667
124,219,13,351,33,10,2,0.767168998718
125,3,8,137,53,2,2,0.00167400005739
126,20,20,3,13,10,2,0.00120399997104
127,13,13,351,85,6,1,0.184275999665
128,137,85,33,8,6,2,0.15225699544
129,20,20,13,20,10,2,0.00520600005984
130,137,33,219,13,6,1,1.6079659462
131,53,137,33,219,4,2,0.213293001056
132,33,33,219,5,4,2,0.0412160009146
133,8,85,351,137,4,1,0.494533002377
134,53,53,137,137,8,1,2.90623998642
135,8,13,53,137,4,1,0.0142769999802
136,33,219,219,85,4,2,0.648504018784
137,8,53,33,8,4,2,0.00295599992387
138,13,137,33,137,8,1,0.331380009651
139,20,85,5,53,6,2,0.00680200010538
140,8,20,85,219,4,2,0.0243640001863
141,13,137,13,137,2,1,0.0228059999645
142,8,137,8,13,6,2,0.00350999995135
143,13,5,13,219,2,2,0.000714999972843
144,219,33,20,8,2,2,0.00770100019872
145,85,219,53,8,6,2,0.390803992748
146,137,20,13,219,8,1,0.35817399621
147,219,13,85,8,10,2,0.124408997595
148,53,137,3,3,4,2,0.00430800020695
149,8,8,351,53,2,2,0.0054339999333
150,20,137,13,33,6,2,0.0208400003612
151,3,53,351,13,2,2,0.00318800006062
152,53,13,85,85,8,1,0.244233995676
153,13,137,137,53,6,2,0.142811000347
154,33,13,8,3,10,2,0.00178399996366
155,219,20,8,3,2,2,0.00190599996131
156,53,85,137,5,6,2,0.230446994305
157,85,53,33,219,4,1,0.515407025814
158,13,53,5,20,8,2,0.00209999992512
159,8,33,137,3,4,1,0.0215429998934
160,85,53,13,85,8,1,0.350614011288
161,3,5,20,8,2,1,0.000174000000698
162,85,85,20,53,10,2,0.255488008261
163,33,13,33,137,2,2,0.00299299997278
164,219,53,351,219,8,2,11.7315406799
165,53,85,13,53,8,1,0.269127011299
166,53,85,219,3,8,1,2.32653689384
167,13,219,53,53,6,2,0.0874530002475
168,33,137,20,8,10,2,0.0795350000262
169,85,8,33,20,4,2,0.00914299953729
170,13,8,351,33,4,2,0.0151420002803
171,33,20,5,219,2,2,0.00254300003871
172,219,219,219,3,10,2,10.5638122559
173,20,85,33,85,4,2,0.0266960002482
174,137,85,20,53,6,1,0.656368017197
175,20,53,33,13,10,1,0.103674001992
176,137,219,33,33,8,1,3.93536305428
177,53,3,13,219,2,2,0.00113500002772
178,20,53,8,13,10,1,0.0263420008123
179,8,137,33,5,6,2,0.0111990002915
180,8,8,219,3,6,1,0.0120190000162
181,137,53,13,85,6,2,0.0941530019045
182,13,8,219,137,4,2,0.0260889995843
183,53,20,8,53,10,2,0.0126480003819
184,5,219,8,219,4,1,0.03232299909
185,33,85,3,53,10,1,0.0567939989269
186,5,219,53,3,2,1,0.00912399962544
187,13,33,137,13,6,1,0.0760610029101
188,53,33,3,3,6,1,0.0080080004409
189,20,3,3,85,2,1,0.000357999990229
190,13,53,8,137,8,1,0.032526999712
191,33,33,219,8,6,2,0.0819690003991
192,33,13,13,85,4,2,0.00318200001493
193,85,137,53,13,4,2,0.127570003271
194,5,53,53,13,2,1,0.00270200008526
195,20,85,53,33,4,1,0.0941850021482
196,20,20,85,85,4,1,0.0579149983823
197,3,33,20,219,2,2,0.00128299999051
198,33,13,13,13,4,1,0.00469300011173
199,33,5,3,33,2,1,0.00042100000428
200,53,8,8,85,4,1,0.00674000009894
201,20,137,8,33,2,2,0.002623999957
202,53,33,5,3,10,1,0.0372730009258
203,5,219,137,8,2,2,0.00602299999446
204,85,5,219,33,2,1,0.0209800004959
205,3,53,53,53,2,1,0.00260300002992
206,33,20,33,13,2,2,0.00141400005668
207,20,33,5,8,6,1,0.00478099985048
208,13,33,137,53,4,2,0.0203220006078
209,33,137,351,219,2,2,0.346228003502
210,137,137,8,137,6,1,0.851000010967
211,8,219,219,20,4,1,0.296947985888
212,20,85,137,13,2,2,0.0127060003579
213,137,219,33,85,4,2,0.437777012587
214,33,33,219,137,6,1,1.04944205284
215,53,85,53,5,6,2,0.0908560007811
216,20,85,219,85,4,2,0.16249999404
217,53,3,13,33,2,1,0.000702999997884
218,20,13,351,13,2,1,0.0170569997281
219,85,137,8,5,8,1,0.247521996498
220,5,219,351,13,4,1,0.253919988871
221,137,137,219,53,6,1,11.3878746033
222,53,53,8,137,2,2,0.00759000005201
223,53,5,20,85,2,1,0.00292299990542
224,33,219,8,137,8,2,0.121441997588
225,13,53,33,85,8,2,0.0266970004886
226,3,8,3,8,2,1,0.000142000004416
227,8,13,20,5,4,1,0.0015269999858
228,53,53,137,13,2,1,0.0803069993854
229,137,53,20,85,4,2,0.0688140019774
230,53,13,53,85,10,2,0.0566359981894
231,85,219,219,5,10,1,16.3527469635
232,219,85,20,8,10,1,1.51145994663
233,20,33,5,5,8,2,0.00197799992748
234,13,8,13,20,6,1,0.0019490000559
235,13,137,3,5,10,2,0.00304899993353
236,13,33,53,13,4,1,0.017681999132
237,219,219,351,85,10,2,40.6657981873
238,33,53,219,3,4,1,0.253405988216
239,20,13,85,5,10,1,0.0339290015399
240,85,137,219,20,6,2,1.18750405312
241,85,20,20,219,4,1,0.132745996118
242,85,33,5,85,4,1,0.0340149998665
243,53,13,20,13,6,1,0.0196870006621
244,13,219,137,53,4,2,0.122289001942
245,219,85,20,5,2,2,0.0186459999532
246,53,8,33,20,6,1,0.0171780008823
247,5,20,219,53,2,2,0.00361600005999
248,137,5,13,5,4,1,0.00573999993503
249,53,33,13,53,6,1,0.0620170012116
250,33,219,351,20,4,1,2.16559696198
251,33,85,20,20,2,2,0.00376600003801
252,33,13,20,20,2,1,0.00220200000331
253,137,8,5,137,4,2,0.00526099978015
254,20,137,219,20,6,1,0.977017998695
255,219,53,5,8,4,2,0.0120780002326
256,219,8,8,8,4,1,0.0105180004612
257,219,53,20,33,2,2,0.0199839994311
258,137,219,13,219,2,2,0.154726997018
259,13,13,33,8,6,1,0.00612000003457
260,137,33,8,85,6,1,0.139108002186
261,219,53,20,13,10,2,0.252469003201
262,5,219,219,3,4,2,0.0339859984815
263,53,20,85,33,2,1,0.0253749992698
264,137,85,33,20,10,1,1.82006895542
265,53,137,53,53,6,1,1.0411670208
266,219,13,33,219,6,1,0.544252991676
267,85,20,13,33,2,2,0.00224300008267
268,20,53,53,8,4,2,0.0105940001085
269,5,13,85,13,2,2,0.000523999973666
270,219,85,137,13,4,2,0.514236986637
271,33,20,13,3,4,2,0.00170999998227
272,137,219,33,5,2,1,0.184738993645
273,5,20,33,219,4,1,0.0141949998215
274,8,137,219,3,6,2,0.0689759999514
275,137,13,5,219,2,2,0.00596999982372
276,8,85,33,13,2,1,0.00464500021189
277,85,137,3,13,10,1,0.175969004631
278,137,13,33,5,6,1,0.0750949978828
279,85,219,8,20,10,2,0.186357006431
280,137,53,33,53,4,1,0.319445997477
281,53,8,13,219,4,1,0.0207819994539
282,13,20,5,3,8,1,0.00196300004609
283,137,219,5,33,4,2,0.0509979985654
284,8,53,5,85,4,2,0.00164300005417
285,3,33,85,33,2,2,0.00107700005174
286,3,5,33,33,2,2,0.000342000013916
287,137,13,351,20,6,2,0.249779000878
288,5,5,219,219,2,2,0.00974300038069
289,20,219,3,33,10,1,0.0621509999037
290,137,53,351,33,6,1,5.56716918945
291,33,85,8,33,10,1,0.112158998847
292,20,13,3,33,4,2,0.000456999987364
293,53,33,8,5,6,2,0.00559999980032
294,219,13,219,13,4,2,0.134483993053
295,3,85,219,85,2,1,0.0183169990778
296,13,33,8,85,8,2,0.00506100011989
297,219,219,13,85,8,1,4.10301685333
298,8,219,53,5,2,1,0.016962999478
299,53,85,20,53,4,2,0.0327459983528
300,137,137,219,219,6,1,28.5976200104
301,5,53,20,5,4,2,0.00107100000605
302,8,33,33,219,2,1,0.00952399987727
303,85,219,351,219,8,1,77.6321182251
304,8,137,85,20,2,2,0.0059299999848
305,5,85,85,13,2,1,0.0064719999209
306,5,85,53,219,2,2,0.0059299999848
307,53,53,351,33,8,2,0.884939014912
308,219,20,3,137,4,2,0.0146430004388
309,219,13,3,85,4,2,0.00613200012594
310,137,20,33,53,4,2,0.0325350016356
311,13,219,53,5,2,2,0.00718400022015
312,8,20,13,137,6,1,0.00925900042057
313,5,53,85,53,2,2,0.0025420000311
314,20,8,85,20,2,1,0.00311399996281
315,85,13,5,8,10,2,0.00310300011188
316,20,85,3,33,6,2,0.0035429999698
317,85,219,85,20,6,2,0.753978013992
318,85,53,5,219,10,1,0.400525987148
319,85,33,85,20,6,2,0.106435999274
320,137,8,33,33,2,2,0.00312800006941
321,33,53,13,137,10,1,0.236763998866
322,137,137,33,53,8,2,0.748169004917
323,53,20,13,137,4,2,0.0107100000605
324,53,20,8,137,2,2,0.00309900008142
325,13,13,85,219,2,1,0.0140680000186
326,137,85,85,13,2,1,0.209295004606
327,33,137,5,3,10,1,0.0757979974151
328,219,33,5,219,2,1,0.102613002062
329,53,13,53,20,2,2,0.00228299992159
330,13,137,5,53,2,2,0.00176000001375
331,33,20,137,20,2,1,0.0199369993061
332,20,53,5,20,8,2,0.00396999996156
333,85,20,85,137,4,2,0.0900589972734
334,85,33,219,137,8,2,1.20924794674
335,137,85,85,85,6,1,3.54385399818
336,53,13,5,13,10,1,0.00771299982443
337,85,33,5,53,10,2,0.0235990006477
338,8,219,5,219,2,2,0.00639300001785
339,13,13,351,85,10,1,0.225411996245
340,53,20,137,8,4,1,0.101425997913
341,13,53,20,137,4,1,0.0349569991231
342,8,8,13,13,4,2,0.000456000008853
343,20,20,13,33,2,1,0.00195099995472
344,53,33,20,137,10,2,0.0973799973726
345,13,53,85,5,10,1,0.120874002576
346,8,8,53,5,2,2,0.000353999988874
347,53,33,137,33,4,1,0.245082005858
348,85,53,85,219,6,1,2.61806702614
349,53,5,5,20,2,1,0.000557999999728
350,20,219,33,137,4,2,0.0929009988904
351,53,33,53,219,4,1,0.32452198863
352,219,8,5,53,6,2,0.00595499994233
353,5,5,137,219,4,1,0.0277989991009
354,85,137,53,5,6,2,0.242541000247
355,219,137,20,53,4,1,0.829261004925
356,3,219,13,33,2,1,0.00231399992481
357,219,8,20,85,2,1,0.0191619992256
358,33,13,351,8,6,1,0.173830002546
359,33,8,3,3,2,2,0.000142000004416
360,20,13,219,8,8,2,0.0280809998512
361,8,13,219,13,6,1,0.0269450005144
362,3,13,8,20,2,1,0.000211000005947
363,13,137,20,33,6,1,0.0687590017915
364,137,137,53,137,4,1,2.33726191521
365,219,5,137,53,4,1,0.163423001766
366,13,219,85,33,6,2,0.113351002336
367,13,53,3,20,8,2,0.00133500003722
368,85,219,20,13,10,1,1.67985296249
369,8,219,351,53,6,1,1.12676501274
370,219,137,20,3,8,1,1.58488297462
371,20,13,219,33,4,2,0.0175800006837
372,3,13,13,20,2,2,0.000213999999687
373,137,85,219,8,10,2,2.53067088127
374,53,5,53,3,2,2,0.000671999994665
375,219,20,85,13,6,1,0.572999000549
376,5,53,53,8,2,1,0.00237599993125
377,85,137,219,5,4,1,1.81094002724
378,13,13,351,13,8,1,0.0902549996972
379,33,33,13,13,4,2,0.00321900006384
380,219,85,3,53,8,1,0.300963997841
381,20,13,53,8,8,1,0.0192540008575
382,219,85,219,85,6,2,3.64888000488
383,219,219,5,20,6,2,0.125734001398
384,85,53,3,137,6,1,0.0884630009532
385,33,33,3,53,4,1,0.00692000007257
386,20,5,13,5,4,2,0.000384999992093
387,13,137,53,5,4,2,0.0166619997472
388,5,219,137,13,4,2,0.0273039992899
389,8,137,5,3,6,1,0.00612699985504
390,137,20,137,8,6,2,0.13986800611
391,53,33,13,8,2,2,0.00136400002521
392,13,3,53,5,2,1,0.000418999989051
393,53,53,33,53,4,1,0.127618998289
394,33,85,137,13,2,1,0.0792889967561
395,137,219,219,3,6,2,2.45380997658
396,33,53,13,219,10,2,0.0937850028276
397,53,85,33,85,4,1,0.272316008806
398,219,33,8,13,2,1,0.0159339997917
399,53,5,33,8,4,1,0.00553000019863
400,8,137,53,13,6,2,0.0206950008869
401,33,53,13,8,10,1,0.0739869996905
402,5,219,33,85,2,1,0.0160230007023
403,8,20,3,33,4,1,0.000830999983009
404,53,53,351,85,4,1,1.60880494118
405,53,85,8,137,6,1,0.197745993733
406,219,219,351,5,8,1,46.0938911438
407,8,8,219,13,2,2,0.00159300002269
408,3,219,20,53,2,2,0.00126399996225
409,13,219,137,137,6,1,1.54359102249
410,137,5,53,219,2,2,0.00930800009519
411,33,3,3,85,2,1,0.000483000010718
412,20,53,13,53,4,2,0.00556899979711
413,33,85,3,85,6,2,0.00984099972993
414,137,20,137,8,10,1,1.0615940094
415,5,20,137,53,4,2,0.00867300014943
416,20,33,5,20,2,2,0.000460999988718
417,13,219,13,3,10,1,0.0744519978762
418,85,20,13,85,4,1,0.0424359999597
419,33,53,33,20,2,1,0.01485699974
420,13,53,5,3,6,1,0.00435800012201
421,137,53,5,13,4,2,0.00898800045252
422,85,85,137,33,2,1,0.270056009293
423,137,20,33,33,4,1,0.0966769978404
424,85,20,137,219,10,2,0.900498986244
425,33,85,351,3,6,2,0.33969900012
426,20,53,219,3,2,2,0.0103839999065
427,33,219,53,8,10,1,1.31993699074
428,8,53,219,5,6,1,0.0889559984207
429,13,137,5,219,10,2,0.0270889997482
430,8,85,137,5,2,1,0.0155950002372
431,137,53,5,219,6,1,0.302312999964
432,20,137,219,85,8,2,0.828480005264
433,85,8,219,137,4,1,0.310795009136
434,33,137,219,13,6,2,0.419039011002
435,33,33,85,5,8,2,0.0495640002191
436,33,85,219,5,2,2,0.0280099995434
437,219,33,33,20,4,1,0.20827999711
438,20,85,33,33,6,1,0.113986000419
439,219,20,137,20,6,1,1.00239896774
440,53,219,85,33,8,1,3.68956398964
441,33,8,351,8,2,2,0.00495100021362
442,20,137,13,13,6,2,0.0158959999681
443,137,53,53,33,2,1,0.111844003201
444,53,8,3,33,4,2,0.000666000007186
445,5,53,13,85,4,2,0.00221699988469
446,8,85,5,53,6,1,0.00751900020987
447,53,5,351,3,2,1,0.0130209997296
448,13,53,85,219,4,2,0.0534100010991
449,33,33,137,20,6,1,0.258484005928
450,20,137,219,3,4,1,0.39363399148
451,5,20,5,13,4,1,0.000526999996509
452,13,219,3,13,10,2,0.00555900018662
453,20,219,3,8,4,2,0.00297600007616
454,219,137,3,5,6,2,0.0379460006952
455,8,33,3,13,6,1,0.00114700000267
456,13,137,351,53,10,1,2.26663088799
457,3,13,3,219,2,2,0.000318000005791
458,219,5,3,53,2,2,0.00087699998403
459,53,85,8,53,2,1,0.0222130008042
460,8,219,85,219,2,2,0.0385689996183
461,33,20,3,137,10,1,0.0188679993153
462,20,219,13,3,8,2,0.0327939987183
463,33,219,8,219,2,2,0.0300980005413
464,13,53,53,13,8,2,0.0184039995074
465,5,5,219,219,2,1,0.0197090003639
466,137,53,8,219,8,1,0.705157995224
467,53,137,33,5,10,1,0.885360002518
468,33,20,5,20,2,1,0.00136999995448
469,13,53,53,20,2,2,0.00224400009029
470,8,13,85,33,2,2,0.00108499999624
471,3,13,13,33,2,2,0.000236000007135
472,53,13,53,33,8,1,0.0903180018067
473,219,85,85,13,4,1,1.28428602219
474,8,33,53,20,2,1,0.00316200009547
475,219,20,351,33,10,2,1.75076794624
476,8,3,351,13,2,1,0.0023799999617
477,53,33,13,33,2,1,0.00859500002116
478,13,20,13,33,6,1,0.00632499996573
479,33,85,85,20,8,1,0.675750017166
480,137,13,351,8,10,2,0.321370989084
481,85,33,8,13,6,1,0.0401710011065
482,53,20,5,5,6,2,0.00213699997403
483,8,85,351,85,2,2,0.0283179990947
484,33,13,53,13,4,1,0.0173349995166
485,219,20,5,5,2,1,0.00489100022241
486,137,53,219,53,8,1,7.11986398697
487,53,53,13,5,2,1,0.00739500019699
488,219,53,53,33,8,1,2.29148888588
489,8,13,3,20,2,2,0.000165999997989
490,219,13,8,20,2,1,0.00726900016889
491,5,20,33,33,4,1,0.00371699989773
492,13,219,53,53,2,1,0.0524590015411
493,13,5,13,33,2,2,0.00023799999326
494,3,5,219,33,2,1,0.00189199997112
495,33,13,33,53,10,1,0.0466939993203
496,85,3,13,8,2,1,0.000593999982812
497,20,53,5,13,6,2,0.00250599998981
498,137,13,5,137,4,2,0.00749900005758
499,5,3,5,8,2,1,0.000130999993416
500,33,33,137,8,6,1,0.220740005374
501,33,5,53,53,4,1,0.010937999934
502,3,53,85,3,2,1,0.00182799994946
503,33,137,20,53,8,2,0.100404001772
504,85,20,137,85,4,2,0.105967998505
505,85,33,53,137,10,1,1.55706298351
506,33,137,53,53,2,2,0.0228560008109
507,53,13,219,5,4,1,0.100174002349
508,137,53,3,8,2,2,0.00178499997128
509,3,5,85,33,2,2,0.000751000014134
510,53,20,5,85,4,2,0.00353999994695
511,20,85,13,3,2,1,0.00418200017884
512,5,33,33,20,2,2,0.00049200002104
513,13,20,219,20,4,1,0.0452179983258
514,13,53,85,13,10,1,0.121308997273
515,219,137,8,8,8,2,0.167722001672
516,85,33,53,85,10,1,1.14033198357
517,85,13,8,20,2,2,0.000820000015665
518,13,219,219,33,4,2,0.173297002912
519,219,219,33,5,4,2,0.287990003824
520,20,137,3,8,10,2,0.00712700001895
521,137,13,53,8,2,2,0.00452500022948
522,13,8,219,5,2,1,0.00369799998589
523,20,5,33,5,4,2,0.000880000006873
524,5,137,5,33,2,1,0.0016609999584
525,20,8,33,219,6,2,0.0189200006425
526,33,5,219,53,4,1,0.0440099984407
527,8,3,3,53,2,2,0.000157999995281
528,13,33,13,53,8,1,0.0172930005938
529,53,53,5,20,10,1,0.0621239989996
530,219,33,53,137,8,2,0.745131015778
531,137,53,351,33,4,2,0.664287984371
532,85,137,33,3,8,2,0.243186995387
533,137,13,351,13,2,1,0.11975800246
534,13,53,53,53,10,1,0.126580998302
535,219,8,219,13,6,2,0.133520007133
536,85,219,219,20,4,1,3.47494602203
537,53,137,3,137,2,2,0.0147110000253
538,219,13,5,53,10,2,0.0151169998571
539,219,53,137,8,2,2,0.0747120007873
540,85,13,5,33,4,2,0.00191600003745
541,20,137,5,20,2,2,0.00149199995212
542,219,20,85,13,10,1,1.2249879837
543,20,137,85,33,10,2,0.268373012543
544,137,219,219,219,6,1,46.3241844177
545,219,20,8,33,10,1,0.167475000024
546,219,33,13,53,4,1,0.133347004652
547,53,53,53,85,10,2,0.314195007086
548,20,33,85,20,8,1,0.128931000829
549,5,5,20,5,4,2,0.000350999995135
550,53,20,13,53,4,1,0.0202680006623
551,219,85,13,137,8,1,2.1404979229
552,53,53,20,3,4,2,0.0105750001967
553,53,53,137,13,10,2,0.395186007023
554,3,85,5,8,2,1,0.000342999992426
555,85,8,85,13,6,1,0.0661510005593
556,13,5,85,13,4,1,0.00413700006902
557,13,8,53,53,2,2,0.000928000023123
558,137,13,20,219,2,2,0.0111490003765
559,20,53,8,219,6,2,0.0184569992125
560,137,13,8,33,4,1,0.0174240004271
561,219,20,20,53,8,1,0.351790010929
562,137,53,33,13,8,2,0.176078006625
563,20,85,33,5,10,2,0.0409010015428
564,33,8,5,8,2,2,0.000205999996979
565,13,33,137,85,2,2,0.00742600020021
566,85,85,137,85,4,1,1.62207305431
567,13,137,33,20,6,2,0.0229550004005
568,85,20,13,137,8,1,0.153621003032
569,33,33,33,20,4,2,0.00840099994093
570,13,85,137,219,4,2,0.12815900147
571,85,20,53,85,10,1,0.59542298317
572,8,5,8,20,2,2,0.00017200000002
573,137,20,8,3,8,2,0.0125709995627
574,13,137,20,5,6,1,0.0457950010896
575,8,33,13,137,2,2,0.001304000034
576,53,20,219,20,8,1,0.571524977684
577,8,8,137,137,6,1,0.0497209988534
578,8,137,5,13,2,1,0.00169199996162
579,8,5,20,8,2,1,0.000264000002062
580,219,53,85,33,4,1,1.04335594177
581,53,85,13,5,6,1,0.0897839963436
582,13,53,13,33,10,2,0.00808599963784
583,13,3,85,20,2,2,0.000589000002947
584,13,20,219,219,8,1,0.432446986437
585,219,219,3,53,8,2,0.202176004648
586,20,33,351,8,4,2,0.0434280000627
587,8,8,85,53,4,2,0.00517700007185
588,53,219,8,5,10,1,0.36781001091
589,5,137,20,85,2,1,0.00702100014314
590,20,20,33,13,8,1,0.0252739991993
591,20,137,219,33,4,1,0.605226993561
592,20,8,219,5,2,1,0.00586100015789
593,33,13,5,8,8,1,0.00372399995103
594,219,53,53,219,8,1,7.11361503601
595,219,8,53,219,2,1,0.0813099965453
596,137,20,33,13,4,1,0.0737700015306
597,53,33,13,20,10,2,0.0226189997047
598,219,8,8,5,6,2,0.00473299995065
599,13,13,3,137,2,2,0.00044999999227
600,137,13,53,137,10,1,0.613206982613
601,53,53,351,33,4,2,0.259333997965
602,20,5,13,8,4,2,0.000418000010541
603,85,8,13,137,2,1,0.00835500005633
604,85,5,5,20,2,1,0.000789000012446
605,137,20,33,5,10,2,0.068599998951
606,85,137,20,219,8,2,0.72691398859
607,53,85,13,13,4,2,0.0135589996353
608,13,20,351,137,2,2,0.0182819999754
609,8,53,137,85,6,1,0.144069999456
610,20,33,3,8,8,1,0.00420999992639
611,13,33,137,33,6,2,0.0326219983399
612,33,53,219,20,8,1,1.02973103523
613,85,85,33,3,2,2,0.01185800042
614,219,137,13,219,8,2,1.25777602196
615,33,8,33,5,2,2,0.000587999995332
616,137,5,3,20,2,1,0.00103199994192
617,53,20,351,3,2,2,0.0161540005356
618,85,13,33,13,2,1,0.00801900029182
619,33,137,3,20,4,1,0.0156999994069
620,219,8,3,85,2,1,0.00812199991196
621,219,137,8,5,8,1,0.65632802248
622,20,13,3,53,2,2,0.000338000012562
623,20,20,85,20,4,2,0.00883900001645
624,20,53,85,8,8,1,0.179794996977
625,137,53,8,13,8,2,0.0448170006275
626,33,5,33,20,4,2,0.00157900003251
627,53,33,53,137,6,2,0.116177000105
628,85,33,137,85,6,1,1.30604302883
629,33,33,3,53,8,2,0.00406600022689
630,5,137,3,5,2,1,0.000575000012759
631,33,85,137,5,4,1,0.269190013409
632,137,13,351,8,8,1,1.08500599861
633,13,219,137,137,4,1,0.834634006023
634,8,53,85,53,6,1,0.0675339996815
635,20,20,351,219,6,1,0.873737990856
636,137,33,13,20,8,2,0.0445180013776
637,137,33,351,219,2,2,0.334751009941
638,13,13,137,33,10,1,0.0482329986989
639,53,85,85,219,4,1,1.24831902981
640,8,53,13,5,4,1,0.00392000004649
641,53,53,85,3,2,2,0.0111819999292
642,137,85,5,53,6,1,0.183688998222
643,20,219,137,13,10,1,1.93693399429
