,input_size_h,input_size_w,channels,filter_count,filter_size,stride,runtime
640,20,53,900,8,8,2,0.508710980415
641,13,351,351,3,6,1,1.89542996883
642,85,33,3,137,10,2,0.0274829994887
643,33,5,33,33,4,2,0.00209000008181
644,5,3,562,5,2,2,0.00153799995314
645,219,137,219,900,8,1,276.794281006
646,351,8,900,3,4,1,1.5284229517
647,8,53,8,85,2,1,0.00280599994585
648,219,5,137,562,4,2,0.278250992298
649,219,13,13,53,4,2,0.0134560000151
650,53,351,8,351,4,1,0.972281992435
651,13,13,137,13,8,1,0.0352270007133
652,85,137,3,53,4,1,0.0719339996576
653,3,5,3,351,2,2,0.000362999999197
654,53,8,53,1441,6,1,0.655559003353
655,5,137,351,8,4,1,0.141097992659
656,33,8,3,3,4,2,0.000273999990895
657,562,13,33,20,2,1,0.05649600178
658,562,20,13,20,8,1,0.39185500145
659,53,137,219,53,4,1,1.99679803848
660,13,85,3,3,2,2,0.000296000012895
661,53,562,1441,8,6,1,65.3534011841
662,351,33,85,1441,6,1,35.6270561218
663,562,137,1441,3,6,1,166.959289551
664,351,137,13,20,10,1,3.18210601807
665,33,20,219,351,8,1,1.91690802574
666,8,5,33,219,4,2,0.00595200015232
667,137,53,3,53,10,2,0.0430109985173
668,562,53,53,1441,8,2,25.4232730865
669,20,8,351,53,6,2,0.0730490013957
670,562,8,351,13,6,2,0.547517001629
671,137,351,53,3,2,1,0.464199990034
672,53,13,20,85,2,1,0.00803599972278
673,219,137,3,8,8,1,0.260850012302
674,8,33,351,8,2,1,0.0149079998955
675,33,137,20,8,4,1,0.0673009976745
676,137,13,20,33,10,2,0.0285020004958
677,13,351,900,900,4,2,11.0892133713
678,20,85,33,900,4,1,0.673340976238
679,33,20,53,5,8,2,0.0184770002961
680,20,85,20,351,2,1,0.0649980008602
681,562,5,137,900,2,1,0.992968976498
682,562,351,3,1441,2,1,
683,85,53,900,5,2,2,0.183243006468
684,85,351,219,219,2,2,1.37434196472
685,351,3,219,3,2,1,0.0282519999892
686,13,137,351,20,10,2,0.395999997854
687,13,351,53,13,4,1,0.185543000698
688,33,351,13,20,10,2,0.162803992629
689,219,137,33,85,8,1,6.35095596313
690,219,562,1441,85,10,1,1746.10241699
691,13,13,5,137,10,1,0.00504799978808
692,562,53,13,85,4,1,0.729283988476
693,13,8,5,351,4,2,0.00189299997874
694,13,85,85,20,4,1,0.0773049965501
695,562,33,219,8,6,1,6.00032186508
696,20,13,13,20,8,2,0.00240099988878
697,85,8,13,900,6,1,0.168275997043
698,8,5,85,53,2,2,0.0011490000179
699,20,13,53,1441,6,2,0.218008995056
700,33,33,5,13,6,2,0.00249599991366
701,137,5,33,562,4,1,0.159727007151
702,219,13,900,20,10,1,6.24229192734
703,85,219,900,3,2,2,0.717522025108
704,351,20,1441,33,4,2,2.67142796516
705,33,3,562,219,2,2,0.0291409995407
706,33,85,3,351,2,2,0.0139110004529
707,85,5,5,137,2,1,0.00320899998769
708,137,562,3,85,2,1,0.42015299201
709,5,13,137,3,2,1,0.0014380000066
710,562,219,33,8,8,2,2.84916400909
711,20,562,33,53,8,1,1.43586695194
712,351,8,351,5,4,2,0.180346995592
713,20,20,5,562,4,1,0.0243289992213
714,85,53,8,900,10,2,0.570581018925
715,13,85,8,351,6,1,0.091340996325
716,85,137,8,137,2,2,0.0318569988012
717,85,85,562,13,10,1,17.3212909698
718,8,20,85,5,2,1,0.00255699991249
719,137,53,562,3,10,2,3.64829397202
720,13,20,85,33,6,2,0.0137229999527
721,351,33,562,85,6,1,21.8263168335
722,13,13,53,900,6,2,0.116988003254
723,85,3,53,20,2,2,0.000859000021592
724,8,8,1441,1441,4,1,2.76088309288
725,13,8,13,137,6,1,0.0068279998377
726,351,219,33,5,4,1,1.816650033
727,33,13,900,1441,6,1,12.1174631119
728,85,137,562,85,8,1,39.40807724
729,562,351,137,5,10,2,29.2271900177
730,351,33,219,562,4,1,18.0600299835
731,137,13,13,900,10,2,0.245615005493
732,562,137,20,53,4,1,2.13215303421
733,219,351,13,33,2,2,0.0937559977174
734,8,137,8,351,2,2,0.00748000014573
735,53,33,53,13,2,1,0.0210510008037
736,3,85,137,53,2,1,0.00890200026333
737,562,219,5,33,8,1,2.66743803024
738,8,33,3,3,6,2,0.00037200000952
739,562,137,1441,900,4,2,308.853363037
740,85,219,33,900,10,1,38.6998558044
741,137,562,3,20,6,1,0.503720998764
742,219,20,351,85,10,2,2.82494091988
743,53,53,20,562,8,1,1.4356110096
744,351,219,1441,5,6,2,43.5714874268
745,562,219,351,5,4,1,30.7358036041
746,219,351,53,900,4,2,12.0935182571
747,20,219,3,8,4,2,0.00301100010984
748,20,137,562,900,6,2,9.35675525665
749,13,33,1441,33,8,2,0.477221995592
750,3,20,85,85,2,1,0.00295299990103
751,33,53,1441,137,10,1,25.3062362671
752,137,53,53,8,6,2,0.149124994874
753,219,562,900,3,6,2,42.1048278809
754,53,137,351,13,2,2,0.143528997898
755,13,53,85,900,8,2,0.522873997688
756,53,13,137,137,6,1,0.403151988983
757,219,137,1441,1441,10,2,
758,33,85,8,562,8,1,0.578799009323
759,33,351,562,20,2,1,1.38374495506
760,8,351,20,219,4,1,0.187771007419
761,351,8,137,351,4,2,0.509815990925
762,351,219,20,137,4,1,3.93907594681
763,20,219,33,20,10,1,0.507950007915
764,562,53,351,1441,2,1,47.4163017273
765,20,562,8,20,4,1,0.0843719989061
766,5,562,8,219,4,2,0.021353000775
767,33,562,137,562,4,1,18.4968662262
768,13,13,562,53,4,2,0.0409400016069
769,13,351,3,1441,8,1,0.760600984097
770,53,53,351,219,2,1,0.816030025482
771,351,20,20,351,8,2,0.568071007729
772,13,13,900,219,2,2,0.0503530018032
773,13,13,900,219,4,2,0.194398000836
774,137,351,900,20,10,2,54.1422119141
775,13,219,85,137,2,2,0.0386979989707
776,33,13,900,53,10,1,1.2375099659
777,20,13,8,33,4,1,0.00249299989082
778,137,351,1441,20,10,1,347.613677979
779,20,33,8,900,10,2,0.0874549970031
780,351,13,33,53,4,2,0.0497689992189
781,137,351,351,562,2,1,31.8642730713
782,351,5,20,85,2,1,0.0178249999881
783,13,13,20,351,10,2,0.0351140014827
784,53,33,562,351,4,1,4.65300607681
785,53,85,33,33,2,1,0.0458530001342
786,5,53,85,53,4,2,0.00925699993968
787,351,219,53,85,6,2,3.79832196236
788,85,219,5,8,8,1,0.257241994143
789,20,20,3,33,4,1,0.00185799994506
790,219,5,33,1441,4,1,0.606491982937
791,53,53,562,351,8,2,6.5899977684
792,20,85,3,20,10,2,0.00522800022736
793,53,562,562,85,8,2,24.9509372711
794,85,20,5,13,2,1,0.00279300007969
795,562,53,1441,900,6,1,1016.80718994
796,3,20,8,85,2,2,0.00029799999902
797,33,20,13,900,8,1,0.284325003624
798,137,219,137,20,2,1,0.910987019539
799,53,20,562,1441,2,2,0.799683988094
800,8,20,562,20,4,1,0.0731180012226
801,351,8,219,351,2,1,0.70016002655
802,85,5,900,20,4,1,0.267217993736
803,20,33,3,562,2,1,0.0199270006269
804,351,33,3,13,8,2,0.0274749994278
805,5,53,562,562,4,2,0.436545014381
806,351,219,13,1441,10,1,108.786048889
807,8,219,5,13,2,1,0.00266300002113
808,8,562,900,562,6,1,41.7792358398
809,5,562,219,351,4,1,2.42794108391
810,137,13,33,3,8,1,0.0999599993229
811,219,219,137,85,2,2,0.736368000507
812,20,137,13,351,6,1,0.361463993788
813,351,219,13,3,2,1,0.186855003238
814,219,20,900,900,10,1,176.919113159
815,53,53,5,20,10,1,0.0631439983845
816,53,137,1441,351,8,1,175.994033813
817,85,137,8,219,8,1,1.18470597267
818,13,20,20,33,10,1,0.0133360000327
819,13,33,20,137,2,2,0.00208600005135
820,85,219,137,85,6,2,2.31740903854
821,13,219,900,562,2,1,4.39942979813
822,137,20,3,53,4,1,0.0168219991028
823,53,85,3,1441,10,1,1.47011101246
824,219,13,351,5,10,2,0.513343989849
825,137,137,8,137,6,2,0.217923000455
826,20,33,8,137,8,1,0.0353330001235
827,5,5,13,3,4,1,0.000315999990562
828,13,20,562,1441,4,1,2.67800092697
829,137,351,3,85,4,2,0.10701200366
830,53,20,8,219,10,1,0.126043006778
831,13,85,20,1441,2,2,0.0421169996262
832,13,20,1441,219,2,2,0.109099000692
833,5,137,562,3,4,1,0.213249996305
834,219,13,900,900,4,2,7.16611623764
835,20,53,85,33,2,2,0.00693299993873
836,13,20,3,900,10,1,0.0333410017192
837,351,33,900,219,8,1,113.147224426
838,20,13,219,8,2,2,0.00283299991861
839,219,20,13,351,4,2,0.0873750001192
840,351,351,8,351,2,2,0.800643026829
841,137,137,5,5,4,2,0.0185819994658
842,53,8,33,351,6,2,0.0476559996605
843,137,53,53,1441,4,2,1.83689105511
844,5,20,13,900,2,2,0.00372799998149
845,137,219,8,1441,4,1,5.93240118027
846,351,85,85,5,10,2,2.58464503288
847,562,562,5,137,8,1,15.9770097733
848,33,219,8,8,8,1,0.146402001381
849,5,219,351,33,4,2,0.0912929996848
850,20,562,562,3,6,1,8.26209545135
851,33,13,13,53,8,2,0.00583800021559
852,562,219,8,351,6,1,12.4065246582
853,20,13,8,13,6,1,0.00306700007059
854,85,53,53,900,6,1,5.7449631691
855,137,3,3,53,2,2,0.000385999999708
856,8,5,562,33,2,1,0.00796100031585
857,351,53,137,562,8,2,16.8101577759
858,85,219,53,13,6,2,0.440275013447
859,20,219,33,137,8,1,0.991203010082
860,3,5,8,900,2,2,0.00161299994215
861,562,219,900,13,2,1,22.3514499664
862,351,20,137,1441,10,1,68.446105957
863,33,13,219,137,8,2,0.191900998354
864,33,562,900,219,2,2,3.36819291115
865,5,219,85,562,2,2,0.048640999943
866,20,137,8,562,8,2,0.143295004964
867,85,219,219,137,4,1,9.17220211029
868,53,137,5,3,4,2,0.00715600000694
869,562,219,562,351,6,2,186.640930176
870,33,13,137,13,4,1,0.0437799990177
871,5,562,219,53,4,1,0.64022898674
872,53,53,137,53,4,2,0.126330003142
873,53,137,351,33,8,2,2.35594296455
874,13,219,1441,85,10,2,5.28044891357
875,13,137,20,351,10,2,0.150557994843
876,13,8,3,5,6,2,0.000243000002229
877,562,20,900,900,6,2,58.4505729675
878,351,351,1441,53,4,2,56.4972496033
879,137,33,53,562,2,2,0.136109992862
880,351,33,5,562,10,2,0.571317017078
881,8,20,1441,20,2,1,0.0473090000451
882,33,13,85,8,10,2,0.0200989991426
883,351,20,85,20,10,1,2.08060908318
884,137,33,137,20,2,2,0.0360709987581
885,219,219,85,3,4,1,2.81038999557
886,351,85,13,900,4,2,1.33428704739
887,5,13,33,33,2,2,0.000373999995645
888,33,20,13,85,4,1,0.0166120007634
889,33,8,8,137,2,2,0.00100299995393
890,13,85,53,137,10,1,0.380039006472
891,137,53,137,20,4,1,0.867199003696
892,53,219,137,8,2,1,0.28727298975
893,85,85,3,137,6,1,0.145987004042
894,562,53,562,3,2,2,0.719672977924
895,5,20,8,219,2,1,0.00178699998651
896,219,20,5,8,6,1,0.0333320014179
897,137,85,562,3,6,2,2.40356492996
898,20,33,562,219,10,2,1.55846595764
899,53,8,8,33,2,2,0.000545000017155
900,85,13,900,5,8,1,1.69353795052
901,20,351,33,85,6,2,0.203789994121
902,137,219,219,53,2,2,0.540874004364
903,562,219,900,562,6,1,1771.27770996
904,5,219,13,5,2,2,0.000714999972843
905,33,8,1441,85,2,2,0.0609439983964
906,33,351,33,900,8,1,14.954750061
907,3,137,5,351,2,2,0.00188200001139
908,13,5,8,137,4,1,0.00181100005284
909,53,562,53,219,8,1,18.6087799072
910,13,53,219,562,4,2,0.318188995123
911,13,13,219,8,6,1,0.0405460000038
912,562,351,33,562,8,1,189.611373901
913,137,562,137,562,6,1,172.055618286
914,53,85,13,351,4,1,0.335996985435
915,13,351,219,351,2,1,1.20131897926
916,33,85,8,20,8,1,0.0671140030026
917,562,53,33,900,10,1,60.5341186523
918,33,33,53,13,2,2,0.00334800011478
919,219,53,85,13,4,2,0.204102993011
920,33,351,562,219,4,2,5.24609804153
921,33,53,20,33,8,2,0.0303370002657
922,562,20,20,900,4,2,0.76587498188
923,53,562,137,137,8,2,8.37087726593
924,5,219,8,562,2,2,0.00966599956155
925,137,85,137,3,10,2,1.51900005341
926,53,137,5,85,4,2,0.022594999522
927,5,13,5,8,4,2,0.000188000005437
928,8,219,13,53,2,1,0.0106109995395
929,85,85,351,13,4,1,2.03248906136
930,13,351,53,219,6,1,1.41370296478
931,20,85,85,219,6,1,0.898777008057
932,562,351,219,137,2,2,6.43956613541
933,562,562,85,1441,6,2,266.692749023
934,351,33,562,33,10,2,8.30797672272
935,219,219,219,3,10,1,42.1446037292
936,5,53,562,13,2,1,0.0252289995551
937,5,20,562,900,2,1,0.213789001107
938,20,20,8,137,8,2,0.00821399968117
939,13,351,13,1441,10,1,3.14627408981
940,13,13,219,1441,6,1,1.37962496281
941,53,137,53,5,6,1,0.579702973366
942,33,5,562,5,2,2,0.00434699980542
943,20,562,13,33,10,2,0.173554003239
944,137,5,85,13,2,2,0.00298199988902
945,85,53,53,137,4,2,0.146423995495
946,20,351,33,5,6,2,0.0876960009336
947,5,562,3,1441,2,1,0.186014994979
948,20,219,8,8,4,2,0.00754600018263
949,137,137,137,3,8,2,1.64796102047
950,53,53,137,5,2,2,0.0183460004628
951,3,13,53,20,2,2,0.000383000005968
952,85,351,85,1441,4,2,11.5377111435
953,137,8,33,33,6,1,0.055667001754
954,13,53,85,1441,4,1,1.03005599976
955,13,351,53,900,10,2,2.08912205696
956,3,562,8,137,2,2,0.00331300008111
957,137,13,351,53,4,2,0.193209007382
958,20,137,562,13,2,2,0.0810090005398
959,219,85,85,900,4,1,18.2517414093
960,137,562,8,53,6,2,0.480693995953
961,219,20,13,1441,2,2,0.137833997607
962,33,20,137,219,2,1,0.0794309973717
963,33,219,53,33,4,1,0.400000989437
964,3,5,8,3,2,2,0.000134000001708
965,33,219,900,219,10,2,25.7000102997
966,219,8,13,85,4,2,0.0121280001476
967,5,20,1441,562,4,1,1.36716794968
968,137,33,8,13,8,1,0.101994998753
969,33,13,562,8,10,2,0.145846992731
970,562,351,219,85,2,1,18.4632205963
971,33,219,900,900,4,2,18.076713562
972,562,219,8,351,10,2,7.56614923477
973,13,33,5,3,2,1,0.00052100000903
974,562,85,137,13,4,1,5.27947282791
975,85,351,219,5,10,1,26.2293624878
976,351,8,8,53,6,2,0.0146700004116
977,13,5,20,562,2,1,0.00447499984875
978,20,219,53,85,4,1,0.382802009583
979,562,53,53,219,8,2,4.65396308899
980,53,351,20,351,4,2,0.515295982361
981,137,85,900,137,2,2,1.50550699234
982,5,85,5,219,2,2,0.00139400002081
983,562,85,8,85,2,2,0.0856309980154
984,33,13,20,85,10,1,0.0372169986367
985,85,5,351,1441,2,2,0.204536005855
986,85,5,3,53,2,2,0.000411999993958
987,5,219,85,3,4,2,0.0133459996432
988,20,8,8,53,2,2,0.000384000013582
989,13,562,351,13,10,2,1.53308200836
990,85,53,53,8,10,2,0.219257995486
991,562,5,5,13,2,2,0.00105900003109
992,351,53,351,8,8,1,16.8691768646
993,33,137,5,85,8,1,0.140285000205
994,20,20,8,13,2,1,0.000960999983363
995,85,13,3,8,2,1,0.00107799994294
996,33,85,33,900,6,1,2.17373800278
997,53,85,20,562,6,2,0.393550008535
998,562,8,351,1441,2,2,1.89582800865
999,137,33,13,562,10,2,0.558933973312
