,input_size_h,input_size_w,channels,filter_count,filter_size,stride,runtime
652,13,20,5,137,4,2,0.00187699997332
653,20,85,562,219,8,2,3.27169704437
654,5,351,5,219,4,2,0.012424999848
655,53,562,219,53,6,2,5.51956701279
656,137,219,137,1441,2,1,24.6488208771
657,20,351,8,351,8,1,1.07710897923
658,20,13,137,219,10,2,0.227742999792
659,137,33,8,1441,6,1,1.94326198101
660,8,219,8,8,2,2,0.00121200003196
661,219,33,219,1441,10,2,42.4994354248
662,33,53,3,1441,10,1,0.617218017578
663,8,20,53,5,4,2,0.00259699998423
664,53,13,33,1441,6,2,0.30789899826
665,351,33,13,13,8,2,0.132476001978
666,85,13,219,3,8,1,0.488642990589
667,85,5,562,219,2,2,0.0669149979949
668,137,5,33,85,4,1,0.0428429991007
669,13,219,562,219,2,2,0.400177001953
670,33,13,219,219,4,1,0.374228000641
671,137,85,13,53,2,1,0.0945760011673
672,20,351,562,219,6,2,8.25339412689
673,13,351,20,900,2,2,0.127274006605
674,562,562,219,562,8,2,618.870422363
675,33,8,8,900,4,1,0.0416610017419
676,13,20,219,1441,2,2,0.127430006862
677,137,85,562,20,8,1,25.4056606293
678,5,219,33,3,2,2,0.00187299994286
679,137,137,562,137,4,1,29.3524627686
680,33,53,13,13,8,1,0.0747909992933
681,351,33,562,3,2,2,0.349429011345
682,53,33,5,3,6,1,0.0163400005549
683,13,13,900,137,4,2,0.163488999009
684,219,562,562,219,2,1,69.5964736938
685,8,53,562,562,2,1,0.537270009518
686,219,20,33,13,2,2,0.0109010003507
687,20,20,219,20,2,1,0.023083999753
688,562,13,33,562,10,1,6.37147521973
689,137,562,1441,13,4,2,27.5795593262
690,5,562,219,13,4,1,0.506889998913
691,20,33,8,1441,10,2,0.170478001237
692,85,13,219,562,4,2,0.581045985222
693,20,85,1441,562,2,1,5.33622503281
694,351,33,85,85,10,1,9.88264846802
695,53,219,33,351,8,2,2.10353398323
696,137,3,20,53,2,2,0.00115300004836
697,8,53,137,137,6,1,0.252245992422
698,33,20,20,13,6,1,0.0247310008854
699,33,20,5,1441,10,1,0.292320996523
700,219,5,85,5,4,1,0.0678860023618
701,8,33,8,219,6,2,0.00740400003269
702,53,85,13,351,6,2,0.204944998026
703,33,351,20,8,10,1,1.00563204288
704,562,219,351,3,2,1,9.1116476059
705,562,53,3,219,4,1,0.707593977451
706,137,85,562,5,2,1,1.42512905598
707,53,13,900,8,10,1,1.39610803127
708,33,351,8,137,2,2,0.0389890000224
709,13,8,8,13,6,1,0.00145500001963
710,137,33,137,8,6,2,0.290628999472
711,85,219,85,33,10,1,11.505358696
712,219,8,33,351,6,2,0.166674003005
713,85,562,53,85,8,2,4.96058988571
714,53,219,1441,33,2,2,1.3416980505
715,85,33,53,562,6,2,0.749778985977
716,5,20,1441,20,2,1,0.0373089984059
717,219,13,5,3,8,1,0.032460000366
718,85,13,1441,20,2,1,0.402680009604
719,85,53,85,13,6,2,0.205421000719
720,53,562,13,33,4,1,0.541442990303
721,137,20,3,33,2,2,0.00209599989466
722,351,53,33,53,2,2,0.0754989981651
723,20,8,351,85,4,2,0.0556420013309
724,53,351,13,351,10,2,2.02832198143
725,53,85,3,13,8,1,0.0522719994187
726,85,562,219,53,4,2,4.13942480087
727,13,137,20,219,4,2,0.0413619987667
728,53,33,33,562,10,2,0.660327970982
729,85,137,33,219,4,2,0.424192011356
730,351,33,13,33,4,2,0.0558920018375
731,20,5,562,53,4,2,0.0439979992807
732,3,5,137,351,2,2,0.0118559999391
733,85,562,5,85,4,2,0.176424995065
734,351,8,85,1441,2,2,0.422024011612
735,13,13,137,562,8,2,0.346230000257
736,13,562,3,8,6,2,0.0100929997861
737,5,20,1441,351,4,1,1.08545005322
738,351,20,20,219,8,1,1.72629904747
739,53,20,20,219,4,1,0.0964189991355
740,137,219,85,8,4,1,2.274050951
741,33,13,5,562,6,1,0.0437199994922
742,562,351,351,137,8,1,761.234558105
743,13,219,8,85,10,2,0.0389080010355
744,351,562,8,5,2,2,0.10157199949
745,351,562,5,351,10,2,9.70229053497
746,562,351,20,8,6,2,1.98113405704
747,8,8,8,351,4,2,0.00367500004359
748,53,13,8,20,2,1,0.0022539999336
749,85,85,562,1441,4,2,22.0759716034
750,219,33,562,8,8,2,3.03247404099
751,351,33,53,53,6,1,2.00924491882
752,137,33,3,5,6,2,0.00697100022808
753,53,20,8,13,6,1,0.0175919998437
754,562,8,8,562,4,2,0.117388002574
755,219,85,137,53,8,1,15.0175523758
756,13,13,351,13,8,2,0.0478800013661
757,351,13,8,13,8,1,0.0941990017891
758,351,85,351,33,6,1,29.2392272949
759,137,351,8,20,4,1,0.458301991224
760,219,351,219,8,8,1,57.8345146179
761,137,20,53,137,8,1,1.22627604008
762,137,351,900,85,10,2,129.257751465
763,33,8,53,351,6,1,0.146902993321
764,351,137,562,33,8,1,133.081726074
765,137,85,20,5,8,1,0.754199028015
766,13,562,13,8,10,2,0.0632390007377
767,137,137,13,900,10,1,20.0498504639
768,351,85,13,219,8,1,6.0883140564
769,219,137,20,562,4,2,1.59210598469
770,219,85,85,8,6,1,3.02867698669
771,5,13,219,137,4,2,0.0253369994462
772,219,85,219,219,2,1,4.24502086639
773,20,13,219,20,6,2,0.0338770002127
774,85,219,53,85,6,2,1.10955202579
775,33,137,85,137,10,2,1.35073804855
776,20,85,562,351,8,1,16.4648265839
777,562,219,1441,8,4,1,157.094482422
778,20,53,3,13,6,1,0.00707900011912
779,13,13,53,900,10,1,0.35201600194
780,85,53,85,5,2,1,0.0865449979901
781,5,8,219,85,4,1,0.029373999685
782,137,219,900,900,8,1,1415.38171387
783,3,562,219,562,2,1,0.62226998806
784,33,219,33,219,4,1,1.01456594467
785,137,33,5,53,4,2,0.0125590004027
786,13,85,33,219,2,1,0.0463830009103
787,53,53,13,1441,4,1,0.965084016323
788,53,219,53,8,8,2,0.499220013618
789,137,53,5,85,8,1,0.303613007069
790,85,20,13,85,4,2,0.0143339997157
791,53,219,3,562,2,1,0.445066004992
792,13,53,137,53,4,1,0.143665000796
793,13,33,137,351,8,1,0.891030013561
794,351,137,5,3,10,2,0.306623011827
795,33,137,1441,85,6,1,26.8626918793
796,351,85,13,3,2,2,0.0226099994034
797,33,562,3,1441,6,2,0.9459400177
798,53,562,5,53,8,1,0.929480016232
799,20,5,1441,5,4,1,0.113302998245
