,input_size_h,input_size_w,channels,filter_count,filter_size,stride,runtime
551,13,20,53,33,2,1,0.00488599995151
552,219,13,1441,1441,8,1,224.117630005
553,20,219,351,3,10,1,5.16078186035
554,562,562,351,1441,4,2,611.810974121
555,20,8,85,85,2,2,0.00378399994224
556,33,562,85,351,4,2,2.3837659359
557,53,20,53,85,6,1,0.225109994411
558,53,13,137,8,8,1,0.189036995173
559,53,137,3,8,10,1,0.107409000397
560,351,20,1441,219,8,2,32.9955329895
561,351,562,219,5,6,1,84.7423095703
562,20,20,53,53,4,2,0.0116189997643
563,562,219,53,219,2,1,7.75521278381
564,85,20,33,219,4,1,0.23778000474
565,562,351,8,53,2,2,0.310400009155
566,351,33,137,8,10,1,6.83898210526
567,13,53,1441,53,8,2,1.04990303516
568,85,351,5,562,8,2,1.48849904537
569,351,85,20,219,8,1,9.16050815582
570,13,13,1441,900,2,1,0.930176973343
571,137,219,20,1441,6,1,30.395614624
572,85,137,5,562,2,2,0.124742999673
573,85,351,137,20,6,2,2.38500595093
574,53,219,1441,5,10,1,77.5371780396
575,13,219,3,85,6,2,0.010769999586
576,53,137,562,1441,4,1,87.2086791992
577,20,351,85,13,10,2,0.663043022156
578,351,13,900,33,4,2,1.26210999489
579,137,219,900,33,2,2,2.18871808052
580,8,8,900,85,6,1,0.26313200593
581,53,562,3,20,2,2,0.0146859996021
582,53,33,13,13,6,1,0.0480910018086
583,13,13,8,13,10,2,0.00139300001319
584,85,137,20,137,4,1,0.730985999107
585,351,20,900,3,2,1,1.28698205948
586,13,85,20,20,4,1,0.0244619995356
587,13,219,5,562,2,1,0.115676999092
588,20,219,900,8,10,2,3.83018398285
589,20,33,33,351,6,2,0.088079996407
590,13,53,137,900,6,2,0.784551978111
591,219,351,5,53,8,2,0.64611697197
592,20,33,33,3,4,2,0.00505700008944
593,562,13,351,562,4,2,5.53407478333
594,8,85,5,351,2,1,0.016937000677
595,137,20,20,137,4,2,0.0470720008016
596,8,562,219,85,2,2,0.13971799612
597,219,219,85,1441,10,1,522.741394043
598,33,562,351,8,4,1,5.64687681198
599,13,219,5,85,6,1,0.0616719983518
600,20,20,351,137,10,2,0.572220027447
601,85,33,8,900,6,1,0.757188022137
602,33,5,3,219,4,2,0.00146900000982
603,562,13,13,900,10,1,3.98289608955
604,562,13,85,53,6,1,1.71241605282
605,219,33,13,1441,10,2,2.66042709351
606,13,219,5,5,2,2,0.00112300005276
607,20,33,8,13,2,1,0.00190000003204
608,33,85,5,562,4,1,0.209272995591
609,137,53,219,33,6,2,1.09128201008
610,53,562,85,351,6,2,8.11274147034
611,33,351,1441,3,10,1,68.4231643677
612,562,53,13,8,2,2,0.0252659991384
613,137,3,900,219,2,1,0.287667989731
614,13,85,900,13,10,1,2.6823580265
615,219,137,20,8,2,2,0.037595000118
616,53,13,5,900,8,1,0.137354001403
617,137,85,33,20,4,2,0.107407003641
618,219,33,351,351,2,2,0.988919973373
619,137,85,219,5,6,2,1.21487700939
620,219,13,1441,8,10,2,2.59364199638
621,85,53,20,137,6,1,0.551023006439
622,351,8,137,13,2,1,0.0894189998507
623,351,219,85,33,2,1,2.23882508278
624,20,5,13,53,2,1,0.00092299998505
625,351,8,33,53,4,2,0.0419309996068
626,20,562,900,219,4,1,38.7730484009
627,3,137,900,33,2,2,0.0267939995974
628,137,8,351,20,4,1,0.368968009949
629,20,562,1441,5,10,2,15.7702207565
630,351,33,33,8,2,1,0.0901689976454
631,13,53,351,85,2,1,0.121656000614
632,8,562,20,85,2,1,0.0606710016727
633,8,85,3,53,6,2,0.00215000007302
634,351,8,1441,8,6,2,1.55739295483
635,5,219,33,5,4,1,0.0275570005178
636,8,219,20,20,2,2,0.00313499988988
637,13,13,137,85,4,2,0.0174509994686
638,13,219,20,20,8,1,0.152330994606
639,33,351,562,85,8,1,44.8505058289
640,85,137,5,1441,2,1,1.28124499321
641,85,13,351,351,8,1,5.76421880722
642,53,33,1441,33,8,1,10.1684160233
643,137,20,137,8,8,2,0.264445990324
644,219,13,1441,53,6,1,11.1988220215
645,8,562,219,8,2,2,0.0593210011721
646,53,562,900,3,6,1,48.1963195801
647,13,33,85,20,10,1,0.0954309999943
648,53,33,8,8,4,1,0.014293000102
649,85,85,85,3,6,2,0.27794700861
650,562,137,5,900,8,2,6.04266405106
651,53,85,900,1441,8,1,306.774627686
