,input_size_h,input_size_w,channels,filter_count,filter_size,stride,runtime
414,5,5,351,53,2,1,0.00476900022477
415,20,137,562,20,4,2,0.287102997303
416,219,53,3,562,2,1,0.307579994202
417,562,20,53,351,10,1,9.84244918823
418,8,3,900,562,2,1,0.0978799983859
419,85,5,1441,8,2,2,0.0197160001844
420,53,5,137,33,4,2,0.00927400030196
421,33,562,562,351,8,2,35.666759491
422,13,8,351,3,6,2,0.011327999644
423,219,13,5,562,4,1,0.136208996177
424,562,562,900,53,4,1,
425,3,5,137,33,2,2,0.000959999975748
426,85,5,33,53,4,1,0.0136529998854
427,20,351,219,137,10,2,3.27096104622
428,8,219,900,219,6,2,1.98393905163
429,53,219,20,900,6,1,4.93603420258
430,562,219,53,137,2,2,0.916563987732
431,137,5,219,53,2,1,0.0361279994249
432,13,219,3,33,2,2,0.00135899998713
433,219,13,53,13,8,2,0.0645169988275
434,33,53,3,85,4,1,0.0129289999604
435,219,562,137,8,6,2,5.79916810989
436,351,53,53,562,2,1,1.79434394836
437,137,562,351,137,8,2,49.3758850098
438,8,85,33,137,6,1,0.0671959966421
439,33,13,20,562,10,2,0.0741429999471
440,53,5,351,53,4,1,0.10422000289
441,33,351,13,8,6,1,0.193388998508
442,20,5,85,53,2,2,0.00127899996005
443,137,562,3,53,8,1,1.07941496372
444,13,137,137,351,6,1,1.74903202057
445,219,53,33,219,8,1,3.76991391182
446,8,13,1441,137,4,1,0.300738990307
447,53,8,5,53,4,1,0.00294800009578
448,8,13,20,137,2,1,0.00157399999443
449,8,13,3,8,6,1,0.000364000006812
450,20,351,137,562,4,1,5.7283039093
451,53,53,137,53,10,1,2.01745510101
452,562,85,562,219,6,1,157.257125854
453,137,85,20,900,10,1,12.2510957718
454,5,562,562,53,2,2,0.107977002859
455,219,53,900,20,4,1,7.4464931488
456,33,13,137,13,4,2,0.00989099964499
457,33,85,900,1441,10,1,171.437179565
458,562,8,5,137,6,2,0.0231609996408
459,3,137,900,351,2,2,0.108456999063
460,562,351,13,5,4,1,1.61410105228
461,85,13,85,85,6,2,0.0674419999123
462,219,562,351,33,4,2,9.52335262299
463,33,5,33,3,4,2,0.000885999994352
464,53,137,3,3,4,2,0.00362300011329
465,13,137,33,3,4,1,0.0338129997253
466,33,20,8,1441,6,1,0.180962994695
467,13,85,85,562,4,2,0.157109007239
468,20,562,85,137,8,2,1.50272095203
469,33,137,219,562,6,1,12.257060051
470,85,53,351,351,6,2,3.49064803123
471,53,219,900,3,10,1,31.9970245361
472,13,219,85,13,6,2,0.0724660009146
473,351,351,3,5,4,1,0.25872400403
474,351,33,900,53,2,1,2.74683094025
475,351,5,8,900,2,1,0.0776539966464
476,33,562,351,351,8,2,22.2594013214
477,85,562,900,3,2,1,6.21471500397
478,85,33,219,85,6,2,0.452369987965
479,85,53,562,219,4,2,1.72126197815
480,13,3,33,53,2,1,0.00054999999702
481,85,562,562,351,8,2,100.903991699
482,85,562,53,5,2,2,0.100469999015
483,85,219,1441,562,8,1,604.158752441
484,562,13,351,562,8,2,9.92994022369
485,219,13,219,1441,10,2,7.62908220291
486,53,137,351,351,10,2,13.7123823166
487,219,13,3,137,6,1,0.0399789996445
488,53,562,8,1441,10,1,20.3808193207
489,53,53,33,3,6,1,0.112731002271
490,13,562,219,1441,6,2,10.6554079056
491,5,33,3,5,4,1,0.000381999998353
492,351,13,1441,20,6,1,8.31443881989
493,20,219,5,5,6,2,0.00783600006253
494,13,351,53,219,10,1,1.90396201611
495,13,85,53,137,4,1,0.112287998199
496,137,562,900,562,6,1,933.108459473
497,20,219,33,219,10,2,0.469343990088
498,3,5,33,3,2,1,0.000146999998833
499,20,13,137,8,4,1,0.0192460007966
500,53,137,562,85,2,1,1.41815698147
501,8,85,562,53,6,1,0.604853987694
502,3,3,562,900,2,2,0.084821999073
503,3,8,13,53,2,1,0.000283000001218
504,53,219,900,900,4,2,24.4708347321
505,33,20,137,562,10,2,0.773518025875
506,219,351,900,85,4,2,23.9626865387
507,33,351,33,13,4,1,0.26576000452
508,33,13,562,137,10,1,1.22248601913
509,219,13,900,3,4,1,1.38520002365
510,33,13,1441,351,4,2,0.769149005413
511,351,13,1441,562,10,2,30.4102554321
512,20,219,219,562,4,1,5.68063879013
513,20,85,3,3,2,1,0.00102399999741
514,53,53,53,85,10,2,0.283206999302
515,20,5,3,20,2,1,0.00018600000476
516,20,562,562,5,4,1,3.64114308357
517,3,13,3,53,2,2,0.000136000002385
518,351,8,351,351,2,2,0.275716006756
519,219,20,5,85,8,2,0.0287599992007
520,20,53,33,351,10,1,0.543093979359
521,351,20,13,5,2,1,0.0146899996325
522,219,219,219,1441,8,1,594.270568848
523,85,85,33,900,2,1,0.774583995342
524,20,13,53,1441,4,1,0.223502993584
525,3,20,562,1441,2,2,0.143691003323
526,5,562,33,5,4,2,0.0124420002103
527,351,137,1441,85,6,2,52.8726997375
528,351,13,53,5,6,1,0.259449988604
529,85,5,137,219,4,2,0.0438390001655
530,20,20,137,3,2,1,0.00767400022596
531,351,3,53,137,2,2,0.0128210000694
532,219,33,900,13,10,2,5.36822080612
533,85,33,900,20,8,2,1.52118694782
534,562,562,1441,137,4,2,
535,33,219,33,13,10,1,0.784762978554
536,13,137,900,20,8,2,0.694491028786
537,8,351,85,137,6,1,0.654891014099
538,562,219,20,53,2,2,0.227982997894
539,13,33,5,900,4,1,0.0329700000584
540,5,8,900,219,4,2,0.128480002284
541,33,85,137,351,2,2,0.108112998307
542,33,33,85,85,10,2,0.168274998665
543,562,137,85,562,10,2,59.3183441162
544,3,13,20,13,2,2,0.000153999993927
545,219,53,20,3,6,2,0.0741999968886
546,13,33,1441,1441,10,1,
547,219,53,85,900,10,1,49.4510192871
548,219,20,1441,13,8,2,3.44085502625
549,137,13,562,20,8,2,0.455098003149
550,20,85,33,351,10,1,0.893328011036
551,137,85,85,1441,6,1,31.7614078522
552,5,13,33,3,4,1,0.00112499995157
553,562,219,3,562,8,1,10.8480558395
554,137,13,562,13,6,1,1.19356095791
555,13,5,53,8,2,1,0.000545000017155
556,85,219,562,1441,10,2,216.918716431
557,5,20,13,5,2,1,0.000281999993604
558,8,85,219,5,2,1,0.0204009991139
559,20,137,219,351,2,1,0.617712020874
560,137,20,8,219,4,2,0.0216080006212
561,5,33,85,351,4,1,0.0638630017638
562,85,20,1441,53,10,2,2.85210108757
563,20,137,33,13,4,1,0.0637239962816
564,13,137,3,351,6,2,0.0147559996694
565,562,137,53,20,8,2,2.86933708191
566,20,351,137,53,4,1,1.00841403008
567,137,137,5,33,10,1,0.490126997232
568,137,13,137,900,2,1,0.603246986866
569,85,53,8,562,4,1,0.300440013409
570,562,8,219,3,2,1,0.130515992641
571,85,137,5,351,4,2,0.107587002218
572,351,351,351,351,8,2,169.160110474
573,20,85,5,8,8,2,0.00442000012845
574,351,5,53,85,4,1,0.112517997622
575,13,8,351,137,6,1,0.140689998865
576,219,85,33,20,4,2,0.117058001459
577,53,20,219,85,4,1,0.31605899334
578,351,8,219,562,4,2,1.01854503155
579,20,53,33,33,10,1,0.114143997431
580,351,20,8,137,6,2,0.0658000037074
581,85,33,53,219,6,2,0.222683995962
582,8,33,562,3,6,2,0.0375239998102
583,3,351,1441,351,2,1,1.1117759943
584,33,351,5,219,2,2,0.0345529988408
585,53,8,900,219,2,2,0.0925870016217
586,351,33,85,351,4,2,1.01783204079
587,8,20,900,53,4,1,0.163201004267
588,562,562,351,562,4,1,
589,5,53,33,13,2,1,0.00150200002827
590,5,53,351,53,2,1,0.0227339994162
591,219,85,900,8,2,2,0.644582986832
592,20,33,219,351,10,1,2.17480397224
593,33,13,5,53,8,2,0.00205100001767
594,33,219,33,8,6,1,0.301091998816
595,351,351,562,3,2,1,10.1119689941
596,85,13,85,20,4,2,0.0163690000772
597,20,219,1441,900,6,2,30.7833919525
598,219,351,1441,351,2,2,28.0231170654
599,20,137,5,137,2,2,0.00560199981555
600,53,562,5,85,2,1,0.1541569978
601,8,8,13,8,6,2,0.000430999993114
602,13,351,85,5,10,1,0.674890995026
603,85,137,85,219,6,2,1.46810495853
604,137,562,33,900,10,1,141.887634277
605,8,20,900,900,2,1,0.41904899478
606,20,562,33,137,10,2,0.808942973614
607,562,53,562,351,6,1,142.784072876
608,219,8,33,562,2,1,0.128261998296
609,3,137,13,219,2,2,0.00160700001288
610,8,85,219,351,4,2,0.185253992677
611,85,33,13,53,8,1,0.134000003338
612,562,85,3,562,8,2,1.01707196236
613,219,20,8,33,8,1,0.104868002236
614,85,33,900,562,10,2,19.2973175049
615,3,351,562,85,2,1,0.147254005075
616,219,13,5,137,6,2,0.0152009995654
617,20,8,351,8,2,2,0.00284199998714
618,13,33,219,13,10,2,0.0521030016243
619,351,8,33,3,2,2,0.00380300008692
620,20,13,85,13,10,1,0.0335059985518
621,20,5,351,219,2,2,0.0300600007176
622,351,85,3,85,10,2,0.201939001679
623,351,219,351,900,6,1,562.24420166
624,137,8,1441,3,2,2,0.0574809983373
625,219,13,562,5,4,1,0.899617016315
626,13,53,137,137,8,2,0.129894003272
627,351,137,1441,219,2,2,11.8134336472
628,137,137,3,13,8,1,0.154575005174
629,53,351,53,351,2,1,1.17083001137
630,137,33,137,53,10,1,3.16101694107
631,33,351,1441,33,6,2,7.63344717026
632,562,33,3,1441,10,2,1.21928203106
633,20,8,85,3,4,1,0.00699400017038
634,13,85,85,219,8,1,0.657357990742
635,53,13,20,1441,8,1,0.517470002174
636,20,85,53,53,2,1,0.027674999088
637,85,13,8,20,10,1,0.0185020007193
638,20,5,20,13,2,1,0.000441000011051
639,5,137,33,900,2,1,0.0645010024309
640,8,137,137,13,4,1,0.109558999538
641,3,562,5,3,2,1,0.00108499999624
642,85,351,562,13,6,2,6.21487092972
643,33,20,1441,1441,2,2,1.18683099747
644,13,8,53,1441,4,2,0.0545150004327
645,20,33,53,351,6,1,0.277417987585
646,85,351,1441,219,8,2,108.583595276
647,20,5,13,20,4,1,0.00103499996476
648,33,85,20,900,2,2,0.0561439990997
649,33,85,85,20,4,2,0.0439749993384
650,13,3,1441,562,2,2,0.141480997205
651,13,351,5,13,8,2,0.0108390003443
