,input_size_h,input_size_w,channels,filter_count,filter_size,stride,runtime
105,5,5,13,8,4,2,0.000403999991249
106,351,351,3,351,8,1,14.0757722855
107,33,5,3,20,4,1,0.00102900003549
108,53,33,219,137,8,1,4.53018522263
109,53,33,351,137,4,2,0.61202198267
110,13,219,562,13,8,1,5.14460420609
111,137,53,351,3,10,1,14.8227090836
112,53,351,85,8,2,1,0.474707007408
113,20,20,3,13,8,2,0.00156799994875
114,219,351,351,20,10,2,56.7427482605
115,562,20,85,219,2,2,0.380241990089
116,562,53,219,53,10,2,18.4370861053
117,219,351,33,3,2,2,0.190678998828
118,562,137,20,3,6,1,3.82139897346
119,13,562,900,85,2,2,1.07881402969
120,20,351,137,13,6,2,0.66816598177
121,85,53,3,219,6,2,0.0553390011191
122,137,85,85,1441,6,2,15.723156929
123,562,33,5,5,6,2,0.0603489987552
124,137,219,219,53,2,1,3.54169011116
125,85,33,8,33,8,1,0.136035993695
126,20,53,1441,562,6,1,34.8743133545
127,53,137,137,219,6,1,11.2417802811
128,53,85,85,351,4,2,0.801163971424
129,219,137,20,137,8,2,2.18907189369
130,351,13,20,53,10,2,0.144703000784
131,562,13,137,219,10,1,15.4556455612
132,20,85,562,13,6,1,2.41455698013
133,85,351,562,20,10,2,33.5561637878
134,85,562,900,85,10,2,166.672332764
135,5,219,900,900,4,1,15.5026254654
136,85,8,1441,20,2,1,0.309783011675
137,3,13,20,1441,2,1,0.0126590002328
138,219,13,1441,1441,10,1,
139,85,8,3,1441,4,2,0.0365119986236
140,8,53,13,85,6,2,0.00966200046241
141,85,20,137,53,8,1,1.41279804707
142,13,85,53,5,4,1,0.0664009973407
143,13,33,20,3,8,1,0.0211299993098
144,20,562,8,562,8,2,0.946012973785
145,219,562,3,33,4,2,0.235727995634
146,137,137,5,85,4,2,0.0941390022635
147,219,351,351,1441,4,2,196.124389648
148,351,137,137,20,2,2,0.604278981686
149,13,85,5,13,4,2,0.00226300000213
150,5,5,562,85,2,1,0.0208540000021
151,53,53,13,13,4,1,0.0535800009966
152,351,219,20,3,2,2,0.115047000349
153,219,8,1441,219,6,2,6.19274902344
154,3,33,3,20,2,1,0.000385999999708
155,13,562,13,33,8,1,0.424740999937
156,33,20,33,20,8,1,0.0828669965267
157,20,20,1441,219,6,2,2.1809220314
158,8,85,13,8,4,1,0.0104569997638
159,33,562,33,3,4,2,0.175019994378
160,13,13,219,20,2,2,0.00403399998322
161,13,5,137,137,2,1,0.0108359996229
162,33,351,3,13,8,1,0.170851007104
163,562,219,13,53,8,2,3.40203094482
164,85,13,33,900,2,1,0.222137004137
165,53,53,351,13,4,2,0.334342986345
166,33,20,137,562,2,1,0.297627985477
167,33,53,5,900,2,1,0.155402004719
168,13,20,1441,53,10,1,2.05180811882
169,20,53,8,1441,4,1,0.340074002743
170,137,33,85,351,2,1,0.855634987354
171,137,33,53,85,4,1,0.678708970547
172,20,137,137,53,2,2,0.0570160001516
173,20,53,85,1441,10,2,3.41580700874
174,562,20,20,219,4,1,1.31848597527
175,85,219,13,1441,4,1,8.61881256104
176,137,8,1441,219,4,2,2.4387550354
177,219,85,900,5,6,1,42.3629150391
178,3,351,20,8,2,1,0.00513300020248
179,20,85,53,3,6,1,0.196694001555
180,5,13,900,562,4,2,0.531212985516
181,53,85,33,351,6,1,2.53419089317
182,85,8,53,5,6,2,0.0193990003318
183,562,351,53,20,8,2,14.6959295273
184,13,53,53,13,2,1,0.0128399999812
185,137,5,8,3,4,1,0.00567300012335
186,53,20,219,5,10,1,0.999902009964
187,85,33,13,562,4,1,0.526561975479
188,20,562,8,33,10,2,0.182512000203
189,562,562,33,13,10,2,21.2140274048
190,53,351,13,13,8,1,1.18057000637
191,85,351,562,219,8,2,83.8935623169
192,20,33,20,219,10,1,0.261339992285
193,20,33,13,562,6,2,0.0729489997029
194,53,20,219,351,4,2,0.543751001358
195,351,13,8,1441,8,2,0.755429029465
196,8,20,33,562,2,1,0.0243379995227
197,351,13,13,3,10,1,0.194833993912
198,219,8,85,137,4,2,0.157123997808
199,53,13,137,219,2,1,0.132799997926
200,219,8,3,351,6,1,0.0877500027418
201,53,137,562,351,4,1,32.3665237427
202,219,351,562,562,6,2,286.132293701
203,13,53,1441,219,6,2,2.98054099083
204,13,13,13,137,10,2,0.0157169997692
205,351,562,351,3,2,2,4.95345401764
206,219,20,137,351,6,2,2.48528790474
207,219,351,562,8,2,2,3.2261300087
208,33,85,8,351,4,2,0.0615790002048
209,20,137,3,351,10,2,0.0890410020947
210,137,137,20,1441,4,1,12.9255685806
211,137,562,562,33,2,2,4.73734092712
212,562,33,351,351,4,2,12.7712097168
213,562,20,562,137,2,1,5.71994781494
214,562,351,13,137,2,2,1.10069596767
215,3,20,13,53,2,1,0.000814000028186
216,20,13,137,900,8,1,1.62557601929
217,85,33,5,8,4,1,0.0192620009184
218,20,351,20,53,6,2,0.160807996988
219,20,219,3,3,2,2,0.00148800003808
220,137,219,1441,53,6,1,198.101638794
221,85,562,137,3,4,1,7.36478900909
222,13,351,137,351,8,1,12.4657793045
223,20,85,562,137,2,1,0.868232011795
224,20,562,53,137,10,2,2.48690104485
225,562,85,219,1441,8,2,287.638031006
226,53,85,85,351,2,2,0.221606999636
227,137,219,5,900,2,1,2.76472592354
228,219,53,13,33,10,1,1.39985704422
229,53,13,85,53,2,1,0.0333059988916
230,85,33,137,53,2,1,0.215496003628
231,85,33,5,562,8,1,0.644949018955
232,20,85,85,137,10,2,0.634141981602
233,219,5,13,85,4,1,0.0393129996955
234,137,137,900,20,2,1,5.94977712631
235,20,137,1441,8,6,2,2.37900400162
236,33,13,562,900,2,2,0.357008993626
237,219,13,3,5,2,2,0.00108399998862
238,5,33,900,33,4,1,0.231261000037
239,562,13,351,219,4,2,3.27004790306
240,13,20,1441,20,6,2,0.291783004999
241,351,8,85,219,4,2,0.359833985567
242,137,562,1441,351,2,1,219.934555054
243,53,8,53,8,2,2,0.00212699989788
244,3,8,1441,85,2,1,0.0536650009453
245,137,137,8,8,6,1,0.403760999441
246,33,562,85,3,6,2,0.91552400589
247,219,20,13,1441,2,1,0.840093016624
248,85,8,351,8,6,1,0.404572993517
249,137,562,13,351,2,1,3.95857000351
250,13,20,900,33,10,2,0.433952003717
251,351,33,33,53,10,1,3.95368409157
252,351,85,351,20,10,1,84.1729431152
253,8,13,5,5,2,2,0.000251999998
254,137,137,351,219,8,2,32.9705047607
255,137,562,1441,53,2,2,14.597694397
256,219,85,900,13,4,2,5.50302410126
257,351,5,562,1441,2,1,6.03064918518
258,20,33,20,85,4,1,0.0402269996703
259,351,33,219,351,10,2,24.9519824982
260,351,13,900,1441,4,1,110.991729736
261,33,20,13,219,2,2,0.00637000007555
262,137,33,85,137,10,2,1.78693795204
263,137,562,3,8,8,1,1.10137796402
264,20,33,8,1441,10,1,0.608726978302
265,8,562,53,13,4,2,0.0840459987521
266,137,562,13,20,8,1,5.51887512207
267,219,137,53,20,10,2,3.2548160553
268,20,3,219,3,2,2,0.0012379999971
269,137,33,5,137,4,1,0.126820996404
270,20,137,20,351,10,1,1.74145102501
271,351,13,900,33,10,1,20.0776615143
272,20,8,33,5,6,2,0.00363199994899
273,562,8,8,137,2,2,0.0208429992199
274,562,5,900,8,2,2,0.156596004963
275,137,351,8,1441,2,2,2.02250504494
276,5,562,351,900,4,1,14.8730401993
277,219,85,1441,1441,8,1,-1407.85546875
278,8,33,900,85,2,2,0.0631410032511
279,33,8,900,562,4,2,1.26798295975
280,13,85,1441,562,6,1,34.1198387146
281,562,85,5,20,10,1,2.00422811508
282,85,8,3,13,4,2,0.00112000002991
283,137,85,1441,20,8,1,86.6372909546
284,8,3,137,13,2,1,0.00167799997143
285,5,351,20,33,2,1,0.0165660008788
286,53,20,900,1441,6,2,16.6301136017
287,85,562,13,351,10,2,7.31655597687
288,20,33,85,5,4,2,0.0174449998885
289,53,219,5,137,6,1,0.566284000874
290,562,137,3,1441,10,1,47.1899719238
291,562,53,13,137,6,2,0.846113026142
292,5,5,900,20,4,2,0.03239300102
293,8,53,351,3,6,2,0.0763610005379
294,85,219,900,3,2,1,4.73291778564
295,562,351,1441,5,6,2,
296,137,53,351,53,8,1,18.9275531769
297,3,562,900,137,2,1,0.99773901701
298,5,3,1441,53,2,1,0.0296769998968
299,33,219,1441,900,4,2,48.2688331604
300,53,53,562,3,6,1,3.60193800926
301,20,351,5,219,6,2,0.120434001088
302,85,351,219,53,4,1,13.6402511597
303,351,562,351,1441,4,2,512.679443359
304,13,85,351,85,4,1,1.01810503006
305,53,85,20,562,8,2,0.985442996025
306,219,13,900,562,6,2,14.1351699829
307,3,20,13,5,2,2,0.000288999988697
308,13,33,562,13,6,2,0.159116998315
309,33,137,562,5,10,1,14.0004234314
310,137,351,137,33,8,1,43.262096405
311,351,53,85,85,10,2,5.81247091293
312,8,53,137,85,2,2,0.0139309996739
313,562,5,1441,900,2,1,15.3537149429
314,351,562,137,1441,4,1,
315,219,13,1441,3,6,2,2.00525999069
316,8,53,3,5,4,1,0.00173599994741
317,137,13,85,8,4,2,0.0427309982479
318,20,137,3,8,6,2,0.00586599996313
319,20,33,33,5,6,1,0.0478050000966
320,8,33,219,20,4,1,0.076903000474
321,85,137,20,5,10,1,1.49828195572
322,562,562,20,33,8,2,10.8362112045
323,53,20,33,20,10,2,0.0527400001884
324,562,85,562,53,2,2,3.5630209446
325,351,351,900,5,10,1,782.833740234
326,219,13,1441,562,6,1,85.4082946777
327,351,13,5,53,8,1,0.133105993271
328,85,3,5,53,2,1,0.00134299998172
329,137,219,562,85,4,2,11.4349069595
330,562,562,85,3,8,1,120.148277283
331,85,20,351,20,10,1,3.23844909668
332,53,562,562,3,4,2,4.67884016037
333,33,53,219,33,4,2,0.169242992997
334,137,13,562,5,2,2,0.0705080032349
335,219,219,900,137,10,2,238.450363159
336,33,33,33,137,10,1,0.567735016346
337,137,13,1441,13,6,1,5.84755802155
338,20,219,562,13,8,2,2.65025305748
339,33,3,5,3,2,2,0.000239999993937
340,351,137,900,1441,2,2,81.2421188354
341,562,53,562,137,10,2,84.971244812
342,13,85,3,5,8,2,0.00278099998832
343,53,351,5,1441,2,1,2.72106599808
344,20,13,13,3,10,1,0.00816500000656
345,137,33,85,5,4,1,0.44126200676
346,219,53,20,53,10,2,0.676182985306
347,219,137,20,351,4,1,5.48673820496
348,8,33,137,5,2,2,0.00340800010599
349,13,351,13,562,4,1,0.818847000599
350,33,562,8,900,6,1,6.83310699463
351,137,85,20,8,4,2,0.0747739970684
352,20,13,219,1441,10,1,5.4178071022
353,53,219,53,562,6,2,4.08673381805
354,562,85,33,8,4,1,1.90404903889
355,53,8,13,3,4,1,0.00612099980935
356,13,33,900,8,2,1,0.10473100096
357,8,85,13,13,6,2,0.00586300017312
358,13,13,562,351,4,1,0.800727009773
359,5,85,900,219,4,2,0.567146003246
360,3,562,85,219,2,2,0.0432099997997
361,20,8,562,1441,6,1,5.39559698105
362,53,13,20,219,4,1,0.083462998271
363,137,137,3,562,6,2,0.54186797142
364,53,8,5,351,6,1,0.0327150002122
365,219,13,219,351,2,2,0.321741014719
366,137,562,137,3,8,2,11.4334020615
367,219,351,351,3,10,1,181.93006897
368,53,13,137,13,4,1,0.122383996844
369,13,219,1441,53,6,2,3.86337399483
370,3,3,5,1441,2,2,0.00272600003518
371,5,8,20,219,4,2,0.00631499988958
372,219,219,1441,3,8,2,75.0063095093
373,53,13,5,13,2,1,0.00194400001783
374,33,8,85,5,2,2,0.00224100006744
375,53,33,33,137,8,1,0.700016975403
376,33,33,33,53,4,2,0.0215169992298
377,53,5,3,13,4,2,0.000515999970958
378,3,13,33,20,2,2,0.000469999999041
379,351,219,1441,5,4,2,32.2932014465
380,53,20,562,13,6,2,0.399607002735
381,137,13,5,3,8,2,0.00671900017187
382,219,53,53,219,2,1,0.958932995796
383,53,13,1441,3,10,1,2.83576703072
384,351,13,351,1441,2,2,2.93931794167
385,351,13,3,562,2,1,0.224262997508
386,33,20,351,33,2,1,0.0993219986558
387,85,8,900,20,4,2,0.230399996042
388,20,351,137,20,8,1,4.08208084106
389,8,219,3,562,2,2,0.0235329996794
390,20,219,5,219,8,2,0.111855998635
391,53,8,562,53,4,2,0.159541994333
392,8,33,3,8,4,2,0.000522000016645
393,137,351,13,13,8,2,0.804760992527
394,53,5,20,1441,4,1,0.177680000663
395,53,20,1441,900,8,2,24.2788829803
396,562,53,20,5,4,1,0.700167000294
397,351,137,900,137,10,1,940.898620605
398,219,137,137,53,10,2,12.4865474701
399,13,13,3,5,4,1,0.000801999995019
400,85,33,53,5,2,1,0.0473700016737
401,137,219,1441,137,8,1,612.223510742
402,85,3,33,3,2,1,0.00196100003086
403,137,3,5,53,2,2,0.000770999991801
404,351,562,85,13,4,2,5.64305686951
405,85,85,1441,53,10,2,29.528793335
406,137,562,219,8,6,1,44.1227149963
407,53,33,562,33,8,1,5.26017618179
408,85,13,85,219,10,2,0.474061012268
409,53,13,351,351,8,1,4.65016222
410,137,20,3,8,6,2,0.00590099999681
411,33,53,85,85,2,1,0.11503200233
412,33,351,13,562,10,1,9.23489761353
413,351,85,137,219,10,1,122.396568298
414,219,351,5,900,10,2,11.7786531448
415,8,562,13,85,6,1,0.244433999062
416,219,13,33,5,6,1,0.198378995061
417,5,5,20,33,4,2,0.00125500001013
418,33,8,1441,351,2,1,0.787358999252
419,20,219,8,20,10,1,0.209754005075
420,13,219,33,5,4,2,0.0282809995115
421,33,33,137,1441,8,1,13.4155387878
422,562,33,1441,13,8,2,30.3587932587
423,53,562,351,8,4,2,3.0595459938
424,13,85,53,33,8,2,0.0692379996181
425,137,5,137,8,4,2,0.0246580000967
426,33,13,13,53,10,1,0.0319500006735
427,137,20,5,900,6,2,0.173213005066
428,33,20,900,5,4,2,0.180057004094
429,137,33,219,3,2,1,0.277332007885
430,85,5,1441,13,2,1,0.165740996599
431,137,85,53,137,6,2,1.28153502941
432,219,20,900,351,4,2,8.23911380768
433,562,13,20,8,4,2,0.0460360012949
434,137,13,351,85,6,2,0.797901988029
435,137,8,3,137,6,2,0.00842799991369
436,562,20,137,351,2,2,0.8512160182
437,562,351,20,85,10,1,66.4402542114
438,33,351,20,20,8,2,0.286662995815
439,219,13,33,20,8,1,0.332872003317
440,351,137,85,5,10,2,7.01677894592
441,8,5,562,8,4,2,0.0138079999015
442,13,20,351,13,8,2,0.0900840014219
443,219,3,8,8,2,2,0.000594999990426
444,219,85,3,1441,2,1,2.47501993179
445,13,53,562,3,6,2,0.189233005047
446,20,5,219,137,4,1,0.096451997757
447,13,137,137,900,6,1,8.08245754242
448,20,33,5,351,2,2,0.00654199998826
449,85,33,5,900,10,2,0.355816990137
450,137,562,53,562,10,2,72.3439865112
451,562,33,900,351,8,1,445.17956543
452,33,20,562,85,8,2,0.895886003971
453,85,85,20,900,6,2,1.55959498882
454,13,85,8,20,2,1,0.00472800014541
455,562,33,351,53,4,2,3.37623596191
456,20,8,8,5,6,2,0.00109000003431
457,53,13,562,219,8,1,4.98217582703
458,562,13,351,5,4,1,2.79437303543
459,137,351,20,900,6,2,10.4412736893
460,85,219,85,900,8,2,27.4543991089
461,219,5,85,219,4,1,0.43970900774
462,53,53,85,219,4,2,0.338871985674
463,13,53,85,219,4,1,0.308333992958
464,85,53,219,3,6,2,0.580426990986
465,137,53,8,85,10,2,0.226215004921
466,53,53,20,137,2,1,0.0797329992056
467,137,85,137,562,4,1,19.1787662506
468,351,351,1441,8,10,2,317.73223877
469,85,562,5,3,10,2,0.388651996851
470,219,53,85,20,10,2,1.88479399681
471,20,85,900,351,2,2,0.825793981552
472,562,8,562,137,4,2,2.48436689377
473,20,53,20,219,6,1,0.229737997055
474,5,33,219,3,2,1,0.008898999542
475,85,8,13,13,2,1,0.00347599992529
476,351,85,20,20,6,1,1.89253997803
477,137,137,219,1441,2,2,7.96544981003
478,219,53,1441,53,4,1,34.6099815369
479,85,20,900,137,2,2,0.383834987879
480,13,53,85,5,8,2,0.0414449982345
481,8,351,33,1441,4,2,0.821753978729
482,562,20,351,1441,2,1,28.3345108032
483,351,219,8,20,4,2,0.248173996806
484,53,562,33,562,8,1,43.7648658752
485,53,13,562,562,6,1,8.37662982941
486,5,562,1441,33,4,2,1.47414898872
487,351,85,900,33,6,1,99.6831665039
488,33,20,5,351,8,1,0.0843499973416
489,137,8,5,219,6,1,0.054441999644
490,351,219,3,53,10,1,3.20968008041
491,13,8,900,53,2,2,0.0218119993806
492,5,219,85,219,2,2,0.0353799983859
493,351,13,5,900,8,2,0.323482990265
494,219,85,562,53,8,2,20.474822998
495,219,13,53,351,10,1,3.46317005157
496,33,13,1441,85,4,1,1.60531198978
497,20,8,5,1441,6,1,0.0578350014985
498,219,13,13,8,4,1,0.0455849990249
499,562,53,85,900,4,1,48.0725898743
500,85,85,351,900,8,2,42.7789611816
501,53,53,8,53,6,2,0.0291259996593
502,53,53,562,219,4,2,2.19279193878
503,20,33,351,20,2,2,0.0228010006249
504,3,5,8,85,2,2,0.000419999996666
505,33,53,137,33,8,2,0.331016987562
506,219,85,33,900,8,2,10.8348817825
507,85,53,85,13,6,1,1.0768020153
508,219,20,8,85,8,1,0.309704005718
509,33,8,900,219,6,2,0.949958980083
510,85,20,137,900,8,2,3.78568196297
511,13,20,53,53,10,2,0.0368480011821
512,85,20,351,137,4,2,0.594134986401
513,219,3,1441,13,2,2,0.0620540007949
514,8,137,33,3,6,1,0.0584030002356
515,562,562,900,13,8,2,
516,562,8,13,219,4,1,0.330965012312
517,5,137,20,351,4,1,0.109460003674
518,219,137,53,137,10,1,34.3146095276
519,85,351,8,3,2,2,0.0194230005145
520,137,219,137,3,8,1,17.625082016
521,33,219,85,33,6,1,2.14781904221
522,85,53,53,8,6,1,0.586488008499
523,562,85,351,20,4,2,5.93362998962
524,85,20,13,5,10,2,0.0274020005018
525,53,8,1441,900,4,2,4.20737695694
526,351,3,562,351,2,1,0.85657697916
527,562,13,85,351,8,1,12.1989240646
528,20,137,1441,33,2,1,1.63339304924
529,351,137,20,85,4,1,2.90995907784
530,137,20,137,219,10,1,7.93462896347
531,53,137,85,900,2,2,0.838167011738
532,562,219,5,33,6,2,0.672707021236
533,137,137,1441,85,8,1,275.078979492
534,53,53,1441,900,10,1,362.706817627
535,3,20,562,137,2,1,0.0436960011721
536,53,562,1441,13,4,1,56.3928642273
537,85,351,85,5,10,1,16.7476539612
538,33,219,3,137,4,2,0.0390660017729
539,219,13,562,3,10,1,5.09336090088
540,137,5,53,137,4,1,0.122833997011
541,20,13,13,33,2,2,0.00079600000754
542,20,85,562,351,10,1,29.3557338715
543,219,219,900,33,8,2,70.9152603149
544,137,13,13,85,10,2,0.052797999233
545,219,33,1441,33,2,1,4.39345312119
546,20,20,8,8,8,1,0.0098069999367
547,219,13,351,33,4,1,1.60008096695
548,351,562,351,900,6,2,720.505859375
549,33,562,137,137,6,1,19.4886989594
550,219,13,562,33,10,1,7.82174491882
551,137,3,8,53,2,2,0.000889000017196
552,13,562,1441,900,4,2,47.2954216003
553,85,8,5,219,2,1,0.0141479996964
554,351,351,137,33,10,1,174.740036011
555,351,85,20,33,2,2,0.0825269967318
556,219,20,137,8,8,1,2.09878206253
557,33,20,219,219,10,2,1.03028297424
558,562,53,137,20,2,1,1.48871195316
559,13,53,5,33,8,1,0.0158450007439
560,85,5,137,351,4,1,0.412164002657
561,219,85,85,219,2,2,0.597868025303
562,219,8,13,219,6,1,0.195060998201
563,20,20,1441,219,4,1,3.15287995338
564,562,219,137,53,6,2,19.983953476
565,219,5,5,1441,2,1,0.130720004439
566,137,53,137,3,10,1,5.80102920532
567,351,53,20,1441,4,2,3.18072795868
568,5,8,3,137,4,1,0.00127500004601
569,5,13,351,900,4,1,0.563522994518
570,8,20,3,13,4,2,0.000452000007499
571,53,13,219,351,2,2,0.087935000658
572,85,219,351,20,2,1,2.34175992012
573,20,351,13,219,6,1,1.00829100609
574,85,33,1441,53,8,1,28.1381988525
575,562,85,20,3,8,1,4.09920501709
576,33,562,53,3,6,2,0.571174025536
577,33,351,53,53,4,1,1.30787301064
578,20,53,137,219,2,2,0.0608960017562
579,33,20,900,53,4,1,1.21257805824
580,562,351,85,562,8,2,199.545547485
581,137,219,562,20,6,2,13.0840406418
582,351,20,5,562,10,2,0.519295990467
583,33,219,13,562,2,2,0.145947992802
584,351,219,137,53,4,2,5.57456493378
585,33,13,33,900,10,2,0.374215990305
586,137,137,53,562,8,2,11.4041318893
587,137,13,53,20,6,1,0.240098997951
588,137,219,219,33,6,1,24.5831375122
589,8,351,53,33,2,1,0.0658560022712
590,20,13,33,53,10,1,0.0472790002823
591,219,20,3,85,8,1,0.126229003072
592,351,85,85,5,8,1,11.0989265442
593,137,3,53,900,2,1,0.0978640019894
594,219,562,562,900,4,2,319.521209717
595,137,53,53,53,8,2,0.729556977749
596,219,137,1441,137,10,1,931.772460938
597,20,20,8,53,4,1,0.00852099992335
598,137,351,3,5,10,1,1.01220905781
599,33,85,1441,5,6,2,2.40829396248
600,53,85,219,13,10,2,1.69027495384
601,219,137,1441,53,8,2,86.641746521
602,137,33,85,900,8,1,23.6164302826
603,137,13,900,5,10,1,5.21822500229
604,3,3,8,53,2,1,0.00034999998752
605,3,13,219,351,2,2,0.0259760003537
606,3,8,20,13,2,1,0.000469999999041
607,562,137,33,13,8,2,3.30153989792
608,33,562,85,351,10,2,15.5689878464
609,351,53,53,219,6,1,11.3772878647
610,13,137,219,20,2,1,0.13503099978
611,137,20,900,562,4,1,28.7012271881
612,20,562,20,3,4,2,0.0703520029783
613,351,351,20,1441,6,1,170.285903931
614,53,33,1441,13,8,2,2.62469291687
615,8,53,3,219,2,1,0.00793499965221
616,351,5,1441,8,2,1,0.611729025841
617,53,562,20,3,2,1,0.178532004356
618,13,13,562,3,10,1,0.170214995742
619,562,351,137,5,2,1,8.03088092804
620,219,5,3,562,4,1,0.070099003613
621,219,137,20,8,8,2,0.677260994911
622,13,5,3,13,4,1,0.000464999990072
623,219,562,8,13,2,2,0.113398000598
624,33,351,351,85,4,1,10.8215074539
625,5,33,20,219,2,1,0.00699299992993
626,351,53,8,85,4,2,0.130980998278
627,53,33,351,219,4,1,3.2160449028
628,13,33,1441,137,8,1,5.64534378052
629,562,137,13,5,2,2,0.0833719968796
630,219,33,85,3,2,2,0.0470479987562
631,85,20,8,20,2,1,0.00740299979225
632,137,20,219,3,4,1,0.645771026611
633,53,85,85,900,6,1,15.182975769
634,219,85,1441,13,10,1,198.760375977
635,219,562,5,53,8,2,1.39075601101
636,33,5,8,137,4,1,0.0066180001013
637,33,8,1441,137,2,2,0.143998995423
638,8,20,137,351,6,1,0.346471995115
639,351,351,1441,53,2,1,93.3277359009
640,137,20,20,3,10,1,0.248542994261
641,137,137,351,1441,2,1,49.3649902344
642,13,5,33,5,2,2,0.000361999991583
643,33,562,5,3,6,1,0.222183004022
644,53,13,900,3,10,2,0.493140012026
645,3,53,8,1441,2,1,0.0210379995406
646,562,13,8,13,2,2,0.00672599999234
647,137,219,53,219,6,1,18.7807216644
648,562,351,3,33,10,1,6.64482593536
649,137,20,562,53,10,2,3.66733694077
650,562,85,351,5,6,2,10.6718072891
651,351,562,137,1441,4,2,206.096847534
652,351,13,33,13,10,2,0.146549001336
653,8,33,8,85,4,1,0.00729099987075
