,input_size_h,input_size_w,channels,filter_count,filter_size,stride,runtime
654,13,85,219,33,6,1,0.732406020164
655,33,13,33,8,10,2,0.0131700001657
656,562,53,562,1441,6,1,1035.79370117
657,562,33,137,351,6,1,41.4419746399
658,351,85,5,137,6,1,1.45678901672
659,219,33,20,219,4,2,0.222395002842
660,85,33,562,351,2,1,3.09563088417
661,137,13,3,53,10,1,0.0369569994509
662,137,351,3,1441,6,1,13.8946456909
663,53,85,20,85,8,2,0.221603006124
664,20,13,85,33,6,2,0.0232110004872
665,562,33,85,13,6,2,1.08798396587
666,219,33,562,137,8,1,50.9606895447
667,219,137,53,5,2,2,0.123044997454
668,137,562,351,13,8,1,138.325912476
669,219,85,351,13,10,1,48.3734931946
670,33,5,33,900,4,2,0.055355001241
671,219,5,53,3,2,2,0.00388900004327
672,5,351,5,3,2,1,0.00268699997105
673,13,13,53,33,4,2,0.00516999978572
674,13,53,20,33,6,1,0.0426909998059
675,219,3,20,33,2,2,0.00162800005637
676,8,13,5,20,6,1,0.00139300001319
677,8,219,562,137,6,2,1.674077034
678,5,20,33,5,2,2,0.000510999991093
679,13,85,3,900,2,2,0.0216969996691
680,137,219,137,562,4,2,12.6224155426
681,562,219,351,53,6,2,50.8194580078
682,5,33,562,8,2,2,0.00755500001833
683,351,137,53,8,4,2,0.766968011856
684,351,53,33,85,8,1,6.07025098801
685,85,33,900,219,4,1,13.1881475449
686,20,5,3,219,2,1,0.00193899997976
687,53,351,219,20,2,1,1.44715499878
688,33,5,219,33,4,2,0.0213890001178
689,13,33,33,1441,2,1,0.141700997949
690,8,137,5,137,2,2,0.00462799984962
691,351,8,8,3,4,1,0.0249279998243
692,8,53,20,1441,6,1,0.424948006868
693,20,53,137,137,6,1,1.03705203533
694,85,219,900,8,6,2,10.8289060593
695,219,53,1441,1441,10,2,
696,219,8,900,85,6,1,6.1409611702
697,5,3,137,5,2,2,0.000780000002123
698,13,351,562,3,2,2,0.17203900218
699,20,562,13,137,10,2,0.63532102108
700,8,85,13,53,2,1,0.00678100017831
701,219,13,137,3,8,1,1.0758689642
702,53,20,5,900,10,2,0.14013800025
703,85,351,20,20,6,1,1.90617001057
704,85,85,1441,33,2,1,4.43719816208
705,85,85,33,85,4,2,0.178147003055
706,20,53,351,219,2,2,0.149835005403
707,137,20,20,900,2,1,0.420394986868
708,351,85,8,53,4,2,0.154603004456
709,137,85,13,8,6,2,0.101704001427
710,20,8,562,351,6,2,0.79344201088
711,53,20,53,137,6,2,0.122414000332
712,53,85,219,219,10,1,26.5004024506
713,137,351,562,8,6,2,17.8745594025
714,219,85,219,5,8,2,4.45083379745
715,351,562,85,85,10,2,69.543006897
716,351,562,8,351,8,1,52.7726783752
717,562,351,8,53,10,1,21.0004310608
718,219,562,20,8,8,1,11.4285860062
719,20,53,562,3,4,1,0.641839981079
720,562,33,137,5,10,1,14.573718071
721,351,137,33,8,4,1,1.89882004261
722,20,53,13,351,2,1,0.053422998637
723,53,13,8,3,10,1,0.0165989995003
724,53,219,351,1441,2,2,7.64770078659
725,351,8,13,53,4,1,0.0796170011163
726,562,562,219,53,10,1,891.454772949
727,351,3,13,562,2,2,0.0167640000582
728,20,20,562,1441,2,1,1.74873101711
729,20,53,8,20,8,1,0.0360670015216
730,33,20,5,85,6,2,0.00632400019094
731,8,20,85,219,4,2,0.0404709987342
732,53,53,900,351,4,1,19.5354766846
733,5,137,137,562,2,1,0.269594013691
734,137,13,900,53,2,2,0.206403002143
735,85,137,33,33,10,2,0.917146980762
736,8,8,33,900,4,2,0.0460320003331
737,53,85,33,8,8,1,0.612919986248
738,8,53,85,33,6,2,0.0340929999948
739,562,137,137,219,4,1,57.1687049866
740,219,53,219,562,8,1,109.045898438
741,20,33,3,219,2,2,0.00369299994782
742,53,137,900,351,8,1,181.231277466
743,85,137,900,20,6,2,7.98433923721
744,562,351,3,20,4,2,0.285809010267
745,13,562,13,137,10,1,1.07126295567
746,20,219,8,3,6,2,0.022840000689
747,351,13,8,351,2,1,0.178709998727
748,20,137,137,562,2,1,1.20775198936
749,137,33,219,137,2,2,0.244339004159
750,219,219,33,85,10,2,6.50798988342
751,33,85,13,219,10,1,0.934405982494
752,53,3,137,900,2,2,0.0579230003059
753,137,351,3,137,8,1,2.4909620285
754,219,219,53,1441,8,1,289.132080078
755,8,219,8,3,6,2,0.00750700011849
756,8,562,8,219,4,1,0.229011997581
757,562,13,3,33,2,2,0.00670599984005
758,137,219,8,20,2,2,0.0329330004752
759,351,13,8,53,10,1,0.234291002154
760,562,85,33,13,6,2,1.16079497337
761,13,219,33,900,6,2,0.846657991409
762,33,137,900,137,10,2,18.9334335327
763,33,20,85,219,4,2,0.0977490022779
764,351,351,53,351,8,1,205.81578064
765,33,13,1441,1441,8,2,18.2358856201
766,20,351,900,3,10,2,7.71870708466
767,137,137,85,53,4,2,0.877638995647
768,33,562,219,3,2,2,0.292360007763
769,562,20,5,900,6,2,0.67906999588
770,137,219,219,351,2,2,3.46635293961
771,8,8,20,1441,2,2,0.0129089998081
772,351,137,33,13,6,2,1.18181800842
773,20,33,1441,1441,8,1,78.2060623169
774,13,351,13,562,8,1,1.87622904778
775,8,562,562,53,4,2,1.38964295387
776,3,33,13,13,2,2,0.000341000006301
777,219,20,85,20,8,2,0.426283985376
778,137,20,562,351,4,2,3.25700998306
779,351,33,137,1441,2,2,3.17546200752
780,20,85,351,137,10,2,2.63475608826
781,219,219,53,5,8,1,11.5019578934
782,562,20,5,562,2,2,0.16228300333
783,351,53,3,33,8,1,0.3873449862
784,5,351,351,13,4,1,0.670695006847
785,20,562,85,3,2,2,0.0731360018253
786,8,20,33,13,2,2,0.000868999981321
787,351,13,5,53,10,2,0.0383139997721
788,137,137,3,900,8,2,1.25349104404
789,33,562,900,53,2,1,8.59938335419
790,562,562,33,33,8,1,71.3255004883
791,562,562,85,1441,10,2,1204.04528809
792,8,33,3,137,4,2,0.00204199994914
793,13,85,351,5,2,2,0.0272140000015
794,13,137,900,5,6,1,3.23623609543
795,562,562,85,562,10,2,497.834838867
796,137,33,20,1441,8,1,9.00081634521
797,85,219,1441,8,4,2,7.91473579407
798,13,562,3,33,10,2,0.0323849990964
799,85,53,562,562,10,2,40.313583374
